kdbRecvTime,x
2023-03-02D20:47:54.000000000,13354
2023-03-02D20:47:54.250000000,4021
2023-03-02D20:47:54.500000000,5525
2023-03-02D20:47:54.750000000,4300
2023-03-02D20:47:55.000000000,10283
2023-03-02D20:47:55.250000000,4861
2023-03-02D20:47:55.500000000,5646
2023-03-02D20:47:55.750000000,6462
2023-03-02D20:47:56.000000000,4717
2023-03-02D20:47:56.250000000,5121
2023-03-02D20:47:56.500000000,3411
2023-03-02D20:47:56.750000000,5306
2023-03-02D20:47:57.000000000,6366
2023-03-02D20:47:57.250000000,5175
2023-03-02D20:47:57.500000000,7280
2023-03-02D20:47:57.750000000,8804
2023-03-02D20:47:58.000000000,8214
2023-03-02D20:47:58.250000000,4194
2023-03-02D20:47:58.500000000,6666
2023-03-02D20:47:58.750000000,12022
2023-03-02D20:47:59.000000000,4582
2023-03-02D20:47:59.250000000,6383
2023-03-02D20:47:59.500000000,6080
2023-03-02D20:47:59.750000000,3532
2023-03-02D20:48:00.000000000,12127
2023-03-02D20:48:00.250000000,17794
2023-03-02D20:48:00.500000000,16223
2023-03-02D20:48:00.750000000,50456
2023-03-02D20:48:01.000000000,14201
2023-03-02D20:48:01.250000000,13709
2023-03-02D20:48:01.500000000,13058
2023-03-02D20:48:01.750000000,8014
2023-03-02D20:48:02.000000000,5348
2023-03-02D20:48:02.250000000,10950
2023-03-02D20:48:02.500000000,13510
2023-03-02D20:48:02.750000000,6192
2023-03-02D20:48:03.000000000,5356
2023-03-02D20:48:03.250000000,10118
2023-03-02D20:48:03.500000000,7968
2023-03-02D20:48:03.750000000,5296
2023-03-02D20:48:04.000000000,7029
2023-03-02D20:48:04.250000000,5775
2023-03-02D20:48:04.500000000,6703
2023-03-02D20:48:04.750000000,9246
2023-03-02D20:48:05.000000000,8930
2023-03-02D20:48:05.250000000,6084
2023-03-02D20:48:05.500000000,31244
2023-03-02D20:48:05.750000000,29539
2023-03-02D20:48:06.000000000,32782
2023-03-02D20:48:06.250000000,17369
2023-03-02D20:48:06.500000000,13225
2023-03-02D20:48:06.750000000,12496
2023-03-02D20:48:07.000000000,11399
2023-03-02D20:48:07.250000000,8028
2023-03-02D20:48:07.500000000,7841
2023-03-02D20:48:07.750000000,9141
2023-03-02D20:48:08.000000000,9054
2023-03-02D20:48:08.250000000,18366
2023-03-02D20:48:08.500000000,14899
2023-03-02D20:48:08.750000000,4587
2023-03-02D20:48:09.000000000,9599
2023-03-02D20:48:09.250000000,11012
2023-03-02D20:48:09.500000000,6692
2023-03-02D20:48:09.750000000,6455
2023-03-02D20:48:10.000000000,10289
2023-03-02D20:48:10.250000000,7991
2023-03-02D20:48:10.500000000,8746
2023-03-02D20:48:10.750000000,9086
2023-03-02D20:48:11.000000000,7436
2023-03-02D20:48:11.250000000,6800
2023-03-02D20:48:11.500000000,8373
2023-03-02D20:48:11.750000000,13842
2023-03-02D20:48:12.000000000,7682
2023-03-02D20:48:12.250000000,5095
2023-03-02D20:48:12.500000000,8566
2023-03-02D20:48:12.750000000,4805
2023-03-02D20:48:13.000000000,6453
2023-03-02D20:48:13.250000000,6999
2023-03-02D20:48:13.500000000,10027
2023-03-02D20:48:13.750000000,4382
2023-03-02D20:48:14.000000000,10283
2023-03-02D20:48:14.250000000,4313
2023-03-02D20:48:14.500000000,8760
2023-03-02D20:48:14.750000000,5420
2023-03-02D20:48:15.000000000,14751
2023-03-02D20:48:15.250000000,7747
2023-03-02D20:48:15.500000000,13575
2023-03-02D20:48:15.750000000,11325
2023-03-02D20:48:16.000000000,7663
2023-03-02D20:48:16.250000000,12775
2023-03-02D20:48:16.500000000,14914
2023-03-02D20:48:16.750000000,6100
2023-03-02D20:48:17.000000000,8973
2023-03-02D20:48:17.250000000,5871
2023-03-02D20:48:17.500000000,7384
2023-03-02D20:48:17.750000000,16500
2023-03-02D20:48:18.000000000,9135
2023-03-02D20:48:18.250000000,4657
2023-03-02D20:48:18.500000000,4977
2023-03-02D20:48:18.750000000,5213
2023-03-02D20:48:19.000000000,4406
2023-03-02D20:48:19.250000000,5032
2023-03-02D20:48:19.500000000,6400
2023-03-02D20:48:19.750000000,14243
2023-03-02D20:48:20.000000000,7150
2023-03-02D20:48:20.250000000,6988
2023-03-02D20:48:20.500000000,15701
2023-03-02D20:48:20.750000000,7043
2023-03-02D20:48:21.000000000,7508
2023-03-02D20:48:21.250000000,3680
2023-03-02D20:48:21.500000000,4550
2023-03-02D20:48:21.750000000,6243
2023-03-02D20:48:22.000000000,4204
2023-03-02D20:48:22.250000000,4271
2023-03-02D20:48:22.500000000,8208
2023-03-02D20:48:22.750000000,6002
2023-03-02D20:48:23.000000000,6676
2023-03-02D20:48:23.250000000,21423
2023-03-02D20:48:23.500000000,10800
2023-03-02D20:48:23.750000000,3746
2023-03-02D20:48:24.000000000,13152
2023-03-02D20:48:24.250000000,7300
2023-03-02D20:48:24.500000000,7095
2023-03-02D20:48:24.750000000,5121
2023-03-02D20:48:25.000000000,15607
2023-03-02D20:48:25.250000000,34619
2023-03-02D20:48:25.500000000,26802
2023-03-02D20:48:25.750000000,14625
2023-03-02D20:48:26.000000000,7628
2023-03-02D20:48:26.250000000,8883
2023-03-02D20:48:26.500000000,12666
2023-03-02D20:48:26.750000000,4411
2023-03-02D20:48:27.000000000,7141
2023-03-02D20:48:27.250000000,18416
2023-03-02D20:48:27.500000000,23018
2023-03-02D20:48:27.750000000,33668
2023-03-02D20:48:28.000000000,18571
2023-03-02D20:48:28.250000000,6947
2023-03-02D20:48:28.500000000,6130
2023-03-02D20:48:28.750000000,19164
2023-03-02D20:48:29.000000000,16844
2023-03-02D20:48:29.250000000,6558
2023-03-02D20:48:29.500000000,11233
2023-03-02D20:48:29.750000000,7298
2023-03-02D20:48:30.000000000,7695
2023-03-02D20:48:30.250000000,12457
2023-03-02D20:48:30.500000000,4959
2023-03-02D20:48:30.750000000,4862
2023-03-02D20:48:31.000000000,6776
2023-03-02D20:48:31.250000000,4709
2023-03-02D20:48:31.500000000,4285
2023-03-02D20:48:31.750000000,11891
2023-03-02D20:48:32.000000000,6072
2023-03-02D20:48:32.250000000,3883
2023-03-02D20:48:32.500000000,6608
2023-03-02D20:48:32.750000000,8625
2023-03-02D20:48:33.000000000,7069
2023-03-02D20:48:33.250000000,5690
2023-03-02D20:48:33.500000000,11222
2023-03-02D20:48:33.750000000,10334
2023-03-02D20:48:34.000000000,6578
2023-03-02D20:48:34.250000000,6643
2023-03-02D20:48:34.500000000,3534
2023-03-02D20:48:34.750000000,11818
2023-03-02D20:48:35.000000000,14785
2023-03-02D20:48:35.250000000,5881
2023-03-02D20:48:35.500000000,7007
2023-03-02D20:48:35.750000000,11820
2023-03-02D20:48:36.000000000,6932
2023-03-02D20:48:36.250000000,4736
2023-03-02D20:48:36.500000000,5941
2023-03-02D20:48:36.750000000,6912
2023-03-02D20:48:37.000000000,14923
2023-03-02D20:48:37.250000000,32179
2023-03-02D20:48:37.500000000,10284
2023-03-02D20:48:37.750000000,7161
2023-03-02D20:48:38.000000000,12274
2023-03-02D20:48:38.250000000,15526
2023-03-02D20:48:38.500000000,7918
2023-03-02D20:48:38.750000000,10224
2023-03-02D20:48:39.000000000,19713
2023-03-02D20:48:39.250000000,22664
2023-03-02D20:48:39.500000000,18109
2023-03-02D20:48:39.750000000,5301
2023-03-02D20:48:40.000000000,9234
2023-03-02D20:48:40.250000000,13298
2023-03-02D20:48:40.500000000,17486
2023-03-02D20:48:40.750000000,5054
2023-03-02D20:48:41.000000000,7247
2023-03-02D20:48:41.250000000,10251
2023-03-02D20:48:41.500000000,4569
2023-03-02D20:48:41.750000000,4712
2023-03-02D20:48:42.000000000,8286
2023-03-02D20:48:42.250000000,5291
2023-03-02D20:48:42.500000000,5563
2023-03-02D20:48:42.750000000,6579
2023-03-02D20:48:43.000000000,6926
2023-03-02D20:48:43.250000000,5906
2023-03-02D20:48:43.500000000,8865
2023-03-02D20:48:43.750000000,15319
2023-03-02D20:48:44.000000000,9052
2023-03-02D20:48:44.250000000,8165
2023-03-02D20:48:44.500000000,10488
2023-03-02D20:48:44.750000000,6633
2023-03-02D20:48:45.000000000,15290
2023-03-02D20:48:45.250000000,5362
2023-03-02D20:48:45.500000000,4534
2023-03-02D20:48:45.750000000,6931
2023-03-02D20:48:46.000000000,7266
2023-03-02D20:48:46.250000000,5989
2023-03-02D20:48:46.500000000,7199
2023-03-02D20:48:46.750000000,3454
2023-03-02D20:48:47.000000000,3841
2023-03-02D20:48:47.250000000,6128
2023-03-02D20:48:47.500000000,13664
2023-03-02D20:48:47.750000000,9337
2023-03-02D20:48:48.000000000,11104
2023-03-02D20:48:48.250000000,3967
2023-03-02D20:48:48.500000000,4502
2023-03-02D20:48:48.750000000,4405
2023-03-02D20:48:49.000000000,6082
2023-03-02D20:48:49.250000000,3321
2023-03-02D20:48:49.500000000,6629
2023-03-02D20:48:49.750000000,8599
2023-03-02D20:48:50.000000000,8301
2023-03-02D20:48:50.250000000,23511
2023-03-02D20:48:50.500000000,8133
2023-03-02D20:48:50.750000000,21809
2023-03-02D20:48:51.000000000,11285
2023-03-02D20:48:51.250000000,12622
2023-03-02D20:48:51.500000000,5700
2023-03-02D20:48:51.750000000,6206
2023-03-02D20:48:52.000000000,9871
2023-03-02D20:48:52.250000000,6262
2023-03-02D20:48:52.500000000,6170
2023-03-02D20:48:52.750000000,9613
2023-03-02D20:48:53.000000000,5886
2023-03-02D20:48:53.250000000,10860
2023-03-02D20:48:53.500000000,17171
2023-03-02D20:48:53.750000000,6189
2023-03-02D20:48:54.000000000,7558
2023-03-02D20:48:54.250000000,8157
2023-03-02D20:48:54.500000000,8337
2023-03-02D20:48:54.750000000,11028
2023-03-02D20:48:55.000000000,9511
2023-03-02D20:48:55.250000000,4255
2023-03-02D20:48:55.500000000,6024
2023-03-02D20:48:55.750000000,9715
2023-03-02D20:48:56.000000000,4885
2023-03-02D20:48:56.250000000,4231
2023-03-02D20:48:56.500000000,5254
2023-03-02D20:48:56.750000000,3889
2023-03-02D20:48:57.000000000,8078
2023-03-02D20:48:57.250000000,8695
2023-03-02D20:48:57.500000000,20823
2023-03-02D20:48:57.750000000,4759
2023-03-02D20:48:58.000000000,6969
2023-03-02D20:48:58.250000000,5810
2023-03-02D20:48:58.500000000,9780
2023-03-02D20:48:58.750000000,6461
2023-03-02D20:48:59.000000000,8655
2023-03-02D20:48:59.250000000,6041
2023-03-02D20:48:59.500000000,5411
2023-03-02D20:48:59.750000000,5310
2023-03-02D20:49:00.000000000,12536
2023-03-02D20:49:00.250000000,12187
2023-03-02D20:49:00.500000000,31232
2023-03-02D20:49:00.750000000,11068
2023-03-02D20:49:01.000000000,8237
2023-03-02D20:49:01.250000000,8778
2023-03-02D20:49:01.500000000,6159
2023-03-02D20:49:01.750000000,4489
2023-03-02D20:49:02.000000000,7069
2023-03-02D20:49:02.250000000,12662
2023-03-02D20:49:02.500000000,4358
2023-03-02D20:49:02.750000000,4207
2023-03-02D20:49:03.000000000,6250
2023-03-02D20:49:03.250000000,3841
2023-03-02D20:49:03.500000000,19181
2023-03-02D20:49:03.750000000,8164
2023-03-02D20:49:04.000000000,7818
2023-03-02D20:49:04.250000000,18920
2023-03-02D20:49:04.500000000,10121
2023-03-02D20:49:04.750000000,3984
2023-03-02D20:49:05.000000000,7904
2023-03-02D20:49:05.250000000,10015
2023-03-02D20:49:05.500000000,5338
2023-03-02D20:49:05.750000000,6018
2023-03-02D20:49:06.000000000,17329
2023-03-02D20:49:06.250000000,5927
2023-03-02D20:49:06.500000000,8882
2023-03-02D20:49:06.750000000,6695
2023-03-02D20:49:07.000000000,5434
2023-03-02D20:49:07.250000000,4988
2023-03-02D20:49:07.500000000,4840
2023-03-02D20:49:07.750000000,9078
2023-03-02D20:49:08.000000000,9929
2023-03-02D20:49:08.250000000,10953
2023-03-02D20:49:08.500000000,4929
2023-03-02D20:49:08.750000000,4159
2023-03-02D20:49:09.000000000,6238
2023-03-02D20:49:09.250000000,4566
2023-03-02D20:49:09.500000000,4489
2023-03-02D20:49:09.750000000,5340
2023-03-02D20:49:10.000000000,16187
2023-03-02D20:49:10.250000000,4484
2023-03-02D20:49:10.500000000,12394
2023-03-02D20:49:10.750000000,5515
2023-03-02D20:49:11.000000000,5871
2023-03-02D20:49:11.250000000,12443
2023-03-02D20:49:11.500000000,4630
2023-03-02D20:49:11.750000000,7390
2023-03-02D20:49:12.000000000,13479
2023-03-02D20:49:12.250000000,10969
2023-03-02D20:49:12.500000000,5130
2023-03-02D20:49:12.750000000,8192
2023-03-02D20:49:13.000000000,23390
2023-03-02D20:49:13.250000000,5625
2023-03-02D20:49:13.500000000,7345
2023-03-02D20:49:13.750000000,17380
2023-03-02D20:49:14.000000000,20201
2023-03-02D20:49:14.250000000,7036
2023-03-02D20:49:14.500000000,8244
2023-03-02D20:49:14.750000000,5762
2023-03-02D20:49:15.000000000,7848
2023-03-02D20:49:15.250000000,8059
2023-03-02D20:49:15.500000000,6876
2023-03-02D20:49:15.750000000,5866
2023-03-02D20:49:16.000000000,9690
2023-03-02D20:49:16.250000000,4824
2023-03-02D20:49:16.500000000,4028
2023-03-02D20:49:16.750000000,6926
2023-03-02D20:49:17.000000000,4286
2023-03-02D20:49:17.250000000,3943
2023-03-02D20:49:17.500000000,10676
2023-03-02D20:49:17.750000000,6738
2023-03-02D20:49:18.000000000,18208
2023-03-02D20:49:18.250000000,12460
2023-03-02D20:49:18.500000000,4493
2023-03-02D20:49:18.750000000,4270
2023-03-02D20:49:19.000000000,18553
2023-03-02D20:49:19.250000000,5255
2023-03-02D20:49:19.500000000,5107
2023-03-02D20:49:19.750000000,5550
2023-03-02D20:49:20.000000000,9459
2023-03-02D20:49:20.250000000,10676
2023-03-02D20:49:20.500000000,10256
2023-03-02D20:49:20.750000000,6143
2023-03-02D20:49:21.000000000,4562
2023-03-02D20:49:21.250000000,6601
2023-03-02D20:49:21.500000000,20354
2023-03-02D20:49:21.750000000,6210
2023-03-02D20:49:22.000000000,22148
2023-03-02D20:49:22.250000000,17623
2023-03-02D20:49:22.500000000,24758
2023-03-02D20:49:22.750000000,11810
2023-03-02D20:49:23.000000000,12507
2023-03-02D20:49:23.250000000,5345
2023-03-02D20:49:23.500000000,4683
2023-03-02D20:49:23.750000000,13871
2023-03-02D20:49:24.000000000,8629
2023-03-02D20:49:24.250000000,5916
2023-03-02D20:49:24.500000000,8574
2023-03-02D20:49:24.750000000,3400
2023-03-02D20:49:25.000000000,10330
2023-03-02D20:49:25.250000000,12653
2023-03-02D20:49:25.500000000,5958
2023-03-02D20:49:25.750000000,15849
2023-03-02D20:49:26.000000000,17367
2023-03-02D20:49:26.250000000,5775
2023-03-02D20:49:26.500000000,11323
2023-03-02D20:49:26.750000000,13667
2023-03-02D20:49:27.000000000,14750
2023-03-02D20:49:27.250000000,6780
2023-03-02D20:49:27.500000000,11367
2023-03-02D20:49:27.750000000,6061
2023-03-02D20:49:28.000000000,7336
2023-03-02D20:49:28.250000000,10474
2023-03-02D20:49:28.500000000,6499
2023-03-02D20:49:28.750000000,4640
2023-03-02D20:49:29.000000000,6681
2023-03-02D20:49:29.250000000,9071
2023-03-02D20:49:29.500000000,4456
2023-03-02D20:49:29.750000000,6372
2023-03-02D20:49:30.000000000,12288
2023-03-02D20:49:30.250000000,4588
2023-03-02D20:49:30.500000000,8724
2023-03-02D20:49:30.750000000,12530
2023-03-02D20:49:31.000000000,7212
2023-03-02D20:49:31.250000000,8033
2023-03-02D20:49:31.500000000,9606
2023-03-02D20:49:31.750000000,7017
2023-03-02D20:49:32.000000000,4805
2023-03-02D20:49:32.250000000,7707
2023-03-02D20:49:32.500000000,3907
2023-03-02D20:49:32.750000000,4259
2023-03-02D20:49:33.000000000,7808
2023-03-02D20:49:33.250000000,3780
2023-03-02D20:49:33.500000000,9197
2023-03-02D20:49:33.750000000,14153
2023-03-02D20:49:34.000000000,8955
2023-03-02D20:49:34.250000000,7755
2023-03-02D20:49:34.500000000,10294
2023-03-02D20:49:34.750000000,9040
2023-03-02D20:49:35.000000000,5068
2023-03-02D20:49:35.250000000,6771
2023-03-02D20:49:35.500000000,4216
2023-03-02D20:49:35.750000000,6346
2023-03-02D20:49:36.000000000,16810
2023-03-02D20:49:36.250000000,7074
2023-03-02D20:49:36.500000000,4981
2023-03-02D20:49:36.750000000,4302
2023-03-02D20:49:37.000000000,9928
2023-03-02D20:49:37.250000000,21861
2023-03-02D20:49:37.500000000,8999
2023-03-02D20:49:37.750000000,8413
2023-03-02D20:49:38.000000000,6588
2023-03-02D20:49:38.250000000,7132
2023-03-02D20:49:38.500000000,34943
2023-03-02D20:49:38.750000000,8083
2023-03-02D20:49:39.000000000,6590
2023-03-02D20:49:39.250000000,7059
2023-03-02D20:49:39.500000000,5985
2023-03-02D20:49:39.750000000,7353
2023-03-02D20:49:40.000000000,13433
2023-03-02D20:49:40.250000000,3661
2023-03-02D20:49:40.500000000,7764
2023-03-02D20:49:40.750000000,13922
2023-03-02D20:49:41.000000000,5778
2023-03-02D20:49:41.250000000,7961
2023-03-02D20:49:41.500000000,34929
2023-03-02D20:49:41.750000000,6485
2023-03-02D20:49:42.000000000,12678
2023-03-02D20:49:42.250000000,8092
2023-03-02D20:49:42.500000000,7191
2023-03-02D20:49:42.750000000,7515
2023-03-02D20:49:43.000000000,8336
2023-03-02D20:49:43.250000000,5242
2023-03-02D20:49:43.500000000,4892
2023-03-02D20:49:43.750000000,4890
2023-03-02D20:49:44.000000000,6687
2023-03-02D20:49:44.250000000,3529
2023-03-02D20:49:44.500000000,14595
2023-03-02D20:49:44.750000000,15534
2023-03-02D20:49:45.000000000,12848
2023-03-02D20:49:45.250000000,8984
2023-03-02D20:49:45.500000000,9952
2023-03-02D20:49:45.750000000,8110
2023-03-02D20:49:46.000000000,6085
2023-03-02D20:49:46.250000000,6793
2023-03-02D20:49:46.500000000,4939
2023-03-02D20:49:46.750000000,5238
2023-03-02D20:49:47.000000000,10939
2023-03-02D20:49:47.250000000,4669
2023-03-02D20:49:47.500000000,4704
2023-03-02D20:49:47.750000000,12864
2023-03-02D20:49:48.000000000,6849
2023-03-02D20:49:48.250000000,18326
2023-03-02D20:49:48.500000000,14860
2023-03-02D20:49:48.750000000,8194
2023-03-02D20:49:49.000000000,4343
2023-03-02D20:49:49.250000000,12482
2023-03-02D20:49:49.500000000,6099
2023-03-02D20:49:49.750000000,3172
2023-03-02D20:49:50.000000000,17379
2023-03-02D20:49:50.250000000,5039
2023-03-02D20:49:50.500000000,4988
2023-03-02D20:49:50.750000000,8158
2023-03-02D20:49:51.000000000,12574
2023-03-02D20:49:51.250000000,5170
2023-03-02D20:49:51.500000000,6264
2023-03-02D20:49:51.750000000,4863
2023-03-02D20:49:52.000000000,4128
2023-03-02D20:49:52.250000000,6196
2023-03-02D20:49:52.500000000,11420
2023-03-02D20:49:52.750000000,3962
2023-03-02D20:49:53.000000000,5627
2023-03-02D20:49:53.250000000,5737
2023-03-02D20:49:53.500000000,4983
2023-03-02D20:49:53.750000000,10714
2023-03-02D20:49:54.000000000,7608
2023-03-02D20:49:54.250000000,3962
2023-03-02D20:49:54.500000000,4631
2023-03-02D20:49:54.750000000,6539
2023-03-02D20:49:55.000000000,6880
2023-03-02D20:49:55.250000000,5884
2023-03-02D20:49:55.500000000,29588
2023-03-02D20:49:55.750000000,17217
2023-03-02D20:49:56.000000000,9920
2023-03-02D20:49:56.250000000,9936
2023-03-02D20:49:56.500000000,5955
2023-03-02D20:49:56.750000000,6403
2023-03-02D20:49:57.000000000,14221
2023-03-02D20:49:57.250000000,5661
2023-03-02D20:49:57.500000000,5478
2023-03-02D20:49:57.750000000,11855
2023-03-02D20:49:58.000000000,21480
2023-03-02D20:49:58.250000000,7668
2023-03-02D20:49:58.500000000,19626
2023-03-02D20:49:58.750000000,16247
2023-03-02D20:49:59.000000000,16770
2023-03-02D20:49:59.250000000,17271
2023-03-02D20:49:59.500000000,7126
2023-03-02D20:49:59.750000000,9272
2023-03-02D20:50:00.000000000,24481
2023-03-02D20:50:00.250000000,32493
2023-03-02D20:50:00.500000000,21920
2023-03-02D20:50:00.750000000,24557
2023-03-02D20:50:01.000000000,25375
2023-03-02D20:50:01.250000000,13723
2023-03-02D20:50:01.500000000,18061
2023-03-02D20:50:01.750000000,20703
2023-03-02D20:50:02.000000000,17605
2023-03-02D20:50:02.250000000,44970
2023-03-02D20:50:02.500000000,48099
2023-03-02D20:50:02.750000000,56099
2023-03-02D20:50:03.000000000,47367
2023-03-02D20:50:03.250000000,43457
2023-03-02D20:50:03.500000000,22202
2023-03-02D20:50:03.750000000,25580
2023-03-02D20:50:04.000000000,26742
2023-03-02D20:50:04.250000000,14132
2023-03-02D20:50:04.500000000,12369
2023-03-02D20:50:04.750000000,15757
2023-03-02D20:50:05.000000000,15017
2023-03-02D20:50:05.250000000,13376
2023-03-02D20:50:05.500000000,22595
2023-03-02D20:50:05.750000000,9688
2023-03-02D20:50:06.000000000,20941
2023-03-02D20:50:06.250000000,27310
2023-03-02D20:50:06.500000000,29939
2023-03-02D20:50:06.750000000,32351
2023-03-02D20:50:07.000000000,17935
2023-03-02D20:50:07.250000000,8627
2023-03-02D20:50:07.500000000,9853
2023-03-02D20:50:07.750000000,16008
2023-03-02D20:50:08.000000000,10476
2023-03-02D20:50:08.250000000,14974
2023-03-02D20:50:08.500000000,13959
2023-03-02D20:50:08.750000000,11845
2023-03-02D20:50:09.000000000,10441
2023-03-02D20:50:09.250000000,18245
2023-03-02D20:50:09.500000000,19808
2023-03-02D20:50:09.750000000,6216
2023-03-02D20:50:10.000000000,29277
2023-03-02D20:50:10.250000000,27453
2023-03-02D20:50:10.500000000,15789
2023-03-02D20:50:10.750000000,41685
2023-03-02D20:50:11.000000000,33522
2023-03-02D20:50:11.250000000,9994
2023-03-02D20:50:11.500000000,18041
2023-03-02D20:50:11.750000000,48470
2023-03-02D20:50:12.000000000,9992
2023-03-02D20:50:12.250000000,14729
2023-03-02D20:50:12.500000000,25326
2023-03-02D20:50:12.750000000,28506
2023-03-02D20:50:13.000000000,13145
2023-03-02D20:50:13.250000000,22135
2023-03-02D20:50:13.500000000,13648
2023-03-02D20:50:13.750000000,12075
2023-03-02D20:50:14.000000000,22345
2023-03-02D20:50:14.250000000,8142
2023-03-02D20:50:14.500000000,12227
2023-03-02D20:50:14.750000000,14209
2023-03-02D20:50:15.000000000,22290
2023-03-02D20:50:15.250000000,12199
2023-03-02D20:50:15.500000000,21551
2023-03-02D20:50:15.750000000,44926
2023-03-02D20:50:16.000000000,23325
2023-03-02D20:50:16.250000000,9104
2023-03-02D20:50:16.500000000,9876
2023-03-02D20:50:16.750000000,11075
2023-03-02D20:50:17.000000000,9165
2023-03-02D20:50:17.250000000,28035
2023-03-02D20:50:17.500000000,46419
2023-03-02D20:50:17.750000000,22014
2023-03-02D20:50:18.000000000,20888
2023-03-02D20:50:18.250000000,11161
2023-03-02D20:50:18.500000000,13867
2023-03-02D20:50:18.750000000,26032
2023-03-02D20:50:19.000000000,11416
2023-03-02D20:50:19.250000000,17026
2023-03-02D20:50:19.500000000,33786
2023-03-02D20:50:19.750000000,7921
2023-03-02D20:50:20.000000000,12000
2023-03-02D20:50:20.250000000,15403
2023-03-02D20:50:20.500000000,22634
2023-03-02D20:50:20.750000000,28169
2023-03-02D20:50:21.000000000,47102
2023-03-02D20:50:21.250000000,9202
2023-03-02D20:50:21.500000000,8291
2023-03-02D20:50:21.750000000,12250
2023-03-02D20:50:22.000000000,13166
2023-03-02D20:50:22.250000000,7188
2023-03-02D20:50:22.500000000,20507
2023-03-02D20:50:22.750000000,14755
2023-03-02D20:50:23.000000000,12780
2023-03-02D20:50:23.250000000,12029
2023-03-02D20:50:23.500000000,8925
2023-03-02D20:50:23.750000000,8165
2023-03-02D20:50:24.000000000,9738
2023-03-02D20:50:24.250000000,9974
2023-03-02D20:50:24.500000000,7038
2023-03-02D20:50:24.750000000,8412
2023-03-02D20:50:25.000000000,17381
2023-03-02D20:50:25.250000000,6908
2023-03-02D20:50:25.500000000,7343
2023-03-02D20:50:25.750000000,9322
2023-03-02D20:50:26.000000000,11778
2023-03-02D20:50:26.250000000,12641
2023-03-02D20:50:26.500000000,7925
2023-03-02D20:50:26.750000000,6114
2023-03-02D20:50:27.000000000,20109
2023-03-02D20:50:27.250000000,16382
2023-03-02D20:50:27.500000000,6785
2023-03-02D20:50:27.750000000,21250
2023-03-02D20:50:28.000000000,33527
2023-03-02D20:50:28.250000000,25799
2023-03-02D20:50:28.500000000,8916
2023-03-02D20:50:28.750000000,12707
2023-03-02D20:50:29.000000000,12039
2023-03-02D20:50:29.250000000,10124
2023-03-02D20:50:29.500000000,9958
2023-03-02D20:50:29.750000000,5268
2023-03-02D20:50:30.000000000,8715
2023-03-02D20:50:30.250000000,13436
2023-03-02D20:50:30.500000000,6996
2023-03-02D20:50:30.750000000,6507
2023-03-02D20:50:31.000000000,8686
2023-03-02D20:50:31.250000000,6493
2023-03-02D20:50:31.500000000,5574
2023-03-02D20:50:31.750000000,8625
2023-03-02D20:50:32.000000000,33610
2023-03-02D20:50:32.250000000,12011
2023-03-02D20:50:32.500000000,8325
2023-03-02D20:50:32.750000000,8647
2023-03-02D20:50:33.000000000,27511
2023-03-02D20:50:33.250000000,9799
2023-03-02D20:50:33.500000000,10606
2023-03-02D20:50:33.750000000,8178
2023-03-02D20:50:34.000000000,19438
2023-03-02D20:50:34.250000000,17465
2023-03-02D20:50:34.500000000,22238
2023-03-02D20:50:34.750000000,7117
2023-03-02D20:50:35.000000000,12180
2023-03-02D20:50:35.250000000,11219
2023-03-02D20:50:35.500000000,7658
2023-03-02D20:50:35.750000000,13991
2023-03-02D20:50:36.000000000,5512
2023-03-02D20:50:36.250000000,7269
2023-03-02D20:50:36.500000000,8467
2023-03-02D20:50:36.750000000,12756
2023-03-02D20:50:37.000000000,8270
2023-03-02D20:50:37.250000000,16413
2023-03-02D20:50:37.500000000,6573
2023-03-02D20:50:37.750000000,8723
2023-03-02D20:50:38.000000000,14814
2023-03-02D20:50:38.250000000,4246
2023-03-02D20:50:38.500000000,6133
2023-03-02D20:50:38.750000000,17984
2023-03-02D20:50:39.000000000,10630
2023-03-02D20:50:39.250000000,13455
2023-03-02D20:50:39.500000000,14443
2023-03-02D20:50:39.750000000,24682
2023-03-02D20:50:40.000000000,23098
2023-03-02D20:50:40.250000000,17806
2023-03-02D20:50:40.500000000,10971
2023-03-02D20:50:40.750000000,7663
2023-03-02D20:50:41.000000000,14061
2023-03-02D20:50:41.250000000,11685
2023-03-02D20:50:41.500000000,10006
2023-03-02D20:50:41.750000000,7645
2023-03-02D20:50:42.000000000,21295
2023-03-02D20:50:42.250000000,28991
2023-03-02D20:50:42.500000000,10386
2023-03-02D20:50:42.750000000,9229
2023-03-02D20:50:43.000000000,16013
2023-03-02D20:50:43.250000000,6331
2023-03-02D20:50:43.500000000,19167
2023-03-02D20:50:43.750000000,10125
2023-03-02D20:50:44.000000000,8795
2023-03-02D20:50:44.250000000,8800
2023-03-02D20:50:44.500000000,8988
2023-03-02D20:50:44.750000000,11607
2023-03-02D20:50:45.000000000,16569
2023-03-02D20:50:45.250000000,6540
2023-03-02D20:50:45.500000000,5468
2023-03-02D20:50:45.750000000,8199
2023-03-02D20:50:46.000000000,7174
2023-03-02D20:50:46.250000000,18089
2023-03-02D20:50:46.500000000,13037
2023-03-02D20:50:46.750000000,5289
2023-03-02D20:50:47.000000000,6484
2023-03-02D20:50:47.250000000,6106
2023-03-02D20:50:47.500000000,8011
2023-03-02D20:50:47.750000000,4714
2023-03-02D20:50:48.000000000,14434
2023-03-02D20:50:48.250000000,10815
2023-03-02D20:50:48.500000000,5169
