Connection#,Topic,Count,Size (Bytes),Publish Time (UTC),Log Time (UTC),Travel Elapsed (ms),E2E Elapsed (ms),MDS Elapsed (ms)
1_0,nbbo,23092,1122799,15:15:30.1501240,15:15:30.1584020,8.278,85.976,77.698
1_0,trade,4268,245668,15:15:30.1531599,15:15:30.1588790,5.7191,82.6251,76.906
1_5,nbbo,215,11009,15:15:31.4224749,15:15:31.4237200,1.2451,287.4381,286.193
1_4,nbbo,774,38365,15:15:31.4222850,15:15:31.4237200,1.435,287.4381,286.0031
1_3,nbbo,1607,79039,15:15:31.4223940,15:15:31.4238040,1.41,287.5221,286.1121
1_2,nbbo,2233,109079,15:15:31.4219959,15:15:31.4238110,1.8151,287.5291,285.714
1_1,nbbo,2568,126703,15:15:31.4221600,15:15:31.4238560,1.696,287.5741,285.8781
1_4,trade,534,30077,15:15:31.4259100,15:15:31.4355770,9.667,295.2941,285.6271
1_5,trade,233,13904,15:15:31.4260260,15:15:31.4355940,9.568,295.3111,285.7431
1_7,trade,3,437,15:15:31.4259460,15:15:31.4356340,9.688,295.3511,285.6631
1_1,trade,1078,60302,15:15:31.4258339,15:15:31.4356350,9.8011,295.3521,285.551
1_6,trade,5,541,15:15:31.4258029,15:15:31.4356410,9.8381,295.3581,285.52
1_3,trade,789,44606,15:15:31.4259709,15:15:31.4355720,9.6011,295.2891,285.688
1_0,nbbo,13296,646881,15:15:31.4226630,15:15:31.4356670,13.004,299.3851,286.3811
1_2,trade,813,44389,15:15:31.4257419,15:15:31.4358840,10.1421,295.6011,285.459
1_0,trade,2226,123508,15:15:31.4260700,15:15:31.4361040,10.034,295.8211,285.7871
1_5,nbbo,314,15981,15:15:32.1446850,15:15:32.1452820,0.597,42.3511,41.7541
1_4,nbbo,617,30651,15:15:32.1445689,15:15:32.1453030,0.7341,42.3721,41.638
1_3,nbbo,1582,77699,15:15:32.1446329,15:15:32.1453660,0.7331,42.4351,41.702
1_2,nbbo,2268,110543,15:15:32.1443950,15:15:32.1453910,0.996,42.4601,41.4641
1_1,nbbo,2106,104397,15:15:32.1445009,15:15:32.1453990,0.8981,42.4681,41.57
1_0,nbbo,12262,597333,15:15:32.1447750,15:15:32.1463040,1.529,43.3731,41.8441
1_7,trade,3,466,15:15:32.1467249,15:15:32.1470470,0.3221,41.1341,40.812
1_4,trade,412,23207,15:15:32.1467039,15:15:32.1470740,0.3701,41.1611,40.791
1_5,trade,226,13208,15:15:32.1467790,15:15:32.1470790,0.3,41.1661,40.8661
1_6,trade,7,661,15:15:32.1466439,15:15:32.1470650,0.4211,41.1521,40.731
1_2,trade,976,54898,15:15:32.1466040,15:15:32.1470710,0.467,41.1581,40.6911
1_1,trade,847,48686,15:15:32.1466619,15:15:32.1471130,0.4511,41.2001,40.749
1_3,trade,835,47344,15:15:32.1467430,15:15:32.1471390,0.396,41.2261,40.8301
1_0,trade,2538,138804,15:15:32.1468089,15:15:32.1539180,7.1091,48.0051,40.896
1_4,nbbo,871,43313,15:15:33.1489870,15:15:33.1499810,0.994,56.0251,55.0311
1_5,nbbo,189,9649,15:15:33.1491679,15:15:33.1499720,0.8041,56.0161,55.212
1_3,nbbo,1595,78059,15:15:33.1490969,15:15:33.1500790,0.9821,56.1231,55.141
1_1,nbbo,2642,130439,15:15:33.1488719,15:15:33.1501350,1.2631,56.1791,54.916
1_2,nbbo,2880,140081,15:15:33.1487010,15:15:33.1501230,1.422,56.1671,54.7451
1_0,nbbo,15417,747221,15:15:33.1493190,15:15:33.1515250,2.206,57.5691,55.3631
1_6,trade,6,631,15:15:33.1518630,15:15:33.1523590,0.496,55.706,55.21
1_7,trade,7,669,15:15:33.1519929,15:15:33.1524010,0.4081,55.748,55.3399
1_5,trade,126,7460,15:15:33.1520689,15:15:33.1524500,0.3811,55.797,55.4159
1_4,trade,572,33960,15:15:33.1519509,15:15:33.1524560,0.5051,55.803,55.2979
1_2,trade,929,52139,15:15:33.1518100,15:15:33.1524650,0.655,55.812,55.157
1_1,trade,1006,56455,15:15:33.1518900,15:15:33.1524870,0.597,55.834,55.237
1_3,trade,706,39882,15:15:33.1520269,15:15:33.1524930,0.4661,55.84,55.3739
1_0,trade,3345,184982,15:15:33.1521109,15:15:33.1528490,0.7381,56.196,55.4579
1_7,trade,2,386,15:15:34.1486879,15:15:34.1517840,3.0961,58.4421,55.346
1_5,nbbo,123,6395,15:15:34.1460269,15:15:34.1517840,5.7571,60.3841,54.627
1_5,trade,74,4481,15:15:34.1487569,15:15:34.1518140,3.0571,58.4721,55.415
1_6,trade,3,449,15:15:34.1485620,15:15:34.1518140,3.252,58.4721,55.2201
1_4,nbbo,472,23645,15:15:34.1458830,15:15:34.1518170,5.934,60.4171,54.4831
1_3,nbbo,871,42881,15:15:34.1459639,15:15:34.1518170,5.8531,60.4171,54.564
1_3,trade,470,26329,15:15:34.1487189,15:15:34.1518190,3.1001,58.4771,55.377
1_4,trade,413,23456,15:15:34.1486560,15:15:34.1518190,3.163,58.4771,55.3141
1_2,nbbo,1673,81779,15:15:34.1456510,15:15:34.1518220,6.171,60.4221,54.2511
1_2,trade,653,37037,15:15:34.1485090,15:15:34.1518300,3.321,58.4881,55.1671
1_1,nbbo,1885,93127,15:15:34.1457750,15:15:34.1518730,6.098,60.4731,54.3751
1_1,trade,892,50628,15:15:34.1485891,15:15:34.1519740,3.3849,58.6321,55.2472
1_0,nbbo,9495,461739,15:15:34.1461529,15:15:34.1526740,6.5211,61.2741,54.753
1_0,trade,1935,106796,15:15:34.1487950,15:15:34.1529880,4.193,59.6461,55.4531
1_5,nbbo,298,15225,15:15:35.1520839,15:15:35.1531180,1.0341,40.5331,39.499
1_4,nbbo,936,46421,15:15:35.1518929,15:15:35.1531140,1.2211,40.5291,39.308
1_3,nbbo,2376,116887,15:15:35.1520000,15:15:35.1532700,1.27,40.6851,39.4151
1_2,nbbo,3719,180999,15:15:35.1515410,15:15:35.1532660,1.725,40.6811,38.9561
1_1,nbbo,4680,231445,15:15:35.1517460,15:15:35.1533680,1.622,40.7831,39.1611
1_0,nbbo,26410,1285197,15:15:35.1522850,15:15:35.1595590,7.274,46.9741,39.7001
1_4,trade,314,18387,15:15:35.3992829,15:15:35.4038180,4.5351,285.8631,281.328
1_0,trade,5008,285467,15:15:35.3996700,15:15:35.4038650,4.195,285.9101,281.7151
1_2,trade,1513,84772,15:15:35.3988839,15:15:35.4038720,4.9881,285.9171,280.929
1_1,trade,1769,101847,15:15:35.3991140,15:15:35.4038770,4.763,285.9221,281.1591
1_5,trade,230,13349,15:15:35.3995069,15:15:35.4038820,4.3751,285.9271,281.552
1_6,trade,5,574,15:15:35.3990300,15:15:35.4038870,4.857,285.9321,281.0751
1_3,trade,1292,74974,15:15:35.3993770,15:15:35.4038920,4.515,285.9371,281.4221
1_5,nbbo,99,5223,15:15:36.1448649,15:15:36.1513060,6.4411,59.8411,53.4
1_4,nbbo,531,26343,15:15:36.1447690,15:15:36.1513370,6.568,59.8721,53.3041
1_3,nbbo,1096,54003,15:15:36.1448240,15:15:36.1556540,10.83,64.1891,53.3591
1_6,trade,4,513,15:15:36.1467279,15:15:36.1556610,8.9331,60.3831,51.45
1_5,trade,55,3574,15:15:36.1468450,15:15:36.1556620,8.817,60.3841,51.5671
1_7,trade,2,392,15:15:36.1468020,15:15:36.1513390,4.537,56.0611,51.5241
1_4,trade,238,13797,15:15:36.1467850,15:15:36.1557370,8.952,60.4591,51.5071
1_3,trade,646,36364,15:15:36.1468170,15:15:36.1557450,8.928,60.4671,51.5391
1_2,nbbo,2008,97965,15:15:36.1446140,15:15:36.1558120,11.198,64.3471,53.1491
1_1,nbbo,2221,109621,15:15:36.1446960,15:15:36.1558140,11.118,64.3491,53.2311
1_1,trade,882,49937,15:15:36.1467469,15:15:36.1560140,9.2671,60.7361,51.469
1_2,trade,1004,55851,15:15:36.1466870,15:15:36.1560200,9.333,60.7421,51.4091
1_0,nbbo,10121,491047,15:15:36.1449429,15:15:36.1600540,15.1111,68.5891,53.478
1_0,trade,2232,124503,15:15:36.1468699,15:15:36.1602780,13.4081,65.0001,51.592
1_5,nbbo,103,5397,15:15:37.1479630,15:15:37.1504940,2.531,57.917,55.386
1_7,trade,2,411,15:15:37.1499760,15:15:37.1504990,0.523,54.824,54.301
1_6,trade,6,610,15:15:37.1498879,15:15:37.1505210,0.6331,54.846,54.2129
1_5,trade,61,3717,15:15:37.1500310,15:15:37.1505400,0.509,54.865,54.356
1_4,nbbo,767,38229,15:15:37.1478200,15:15:37.1505410,2.721,57.964,55.243
1_4,trade,275,16645,15:15:37.1499570,15:15:37.1506090,0.652,54.934,54.282
1_3,nbbo,1276,62857,15:15:37.1479029,15:15:37.1506130,2.7101,58.036,55.3259
1_2,nbbo,1916,93277,15:15:37.1475839,15:15:37.1506580,3.0741,58.081,55.0069
1_3,trade,647,36178,15:15:37.1499959,15:15:37.1507060,0.7101,55.031,54.3209
1_2,trade,572,32369,15:15:37.1498499,15:15:37.1507450,0.8951,55.07,54.1749
1_1,nbbo,2180,108023,15:15:37.1477209,15:15:37.1529620,5.2411,60.385,55.1439
1_1,trade,773,43475,15:15:37.1499110,15:15:37.1530510,3.14,57.376,54.236
1_0,nbbo,14767,717461,15:15:37.1480949,15:15:37.1556450,7.5501,63.068,55.5179
1_0,trade,2352,131286,15:15:37.1500620,15:15:37.1559210,5.859,60.246,54.387
1_4,nbbo,445,22193,15:15:38.1457330,15:15:38.1464310,0.698,37.9961,37.2981
1_5,nbbo,151,7793,15:15:38.1458549,15:15:38.1464450,0.5901,38.0101,37.42
1_1,nbbo,1580,78111,15:15:38.1456550,15:15:38.1465170,0.862,38.0821,37.2201
1_3,nbbo,1034,50909,15:15:38.1458009,15:15:38.1465300,0.7291,38.0951,37.366
1_2,nbbo,1892,92245,15:15:38.1455339,15:15:38.1465330,0.9991,38.0981,37.099
1_6,trade,5,601,15:15:38.1478339,15:15:38.1507520,2.9181,39.9031,36.985
1_5,trade,86,5065,15:15:38.1479849,15:15:38.1507560,2.7711,39.9071,37.136
1_7,trade,2,382,15:15:38.1479260,15:15:38.1507590,2.833,39.9101,37.0771
1_4,trade,282,16234,15:15:38.1479019,15:15:38.1507790,2.8771,39.9301,37.053
1_3,trade,604,33497,15:15:38.1479479,15:15:38.1508260,2.8781,39.9771,37.099
1_1,trade,600,33450,15:15:38.1478570,15:15:38.1508520,2.995,40.0031,37.0081
1_2,trade,835,46643,15:15:38.1477810,15:15:38.1508950,3.114,40.0461,36.9321
1_0,nbbo,8972,436113,15:15:38.1459499,15:15:38.1513960,5.4461,42.9611,37.515
1_0,trade,2100,116763,15:15:38.1480189,15:15:38.1516460,3.6271,40.7971,37.17
1_4,nbbo,405,20283,15:15:39.1440849,15:15:39.1446230,0.5381,28.847,28.3089
1_5,nbbo,128,6647,15:15:39.1441770,15:15:39.1446510,0.474,28.875,28.401
1_6,trade,4,504,15:15:39.1457189,15:15:39.1483940,2.6751,29.944,27.2689
1_7,trade,3,443,15:15:39.1458029,15:15:39.1484070,2.6041,29.957,27.3529
1_5,trade,74,4459,15:15:39.1458509,15:15:39.1483970,2.5461,29.947,27.4009
1_4,trade,239,13887,15:15:39.1457860,15:15:39.1484100,2.624,29.96,27.336
1_3,nbbo,821,40735,15:15:39.1441359,15:15:39.1484460,4.3101,32.67,28.3599
1_1,nbbo,1519,75187,15:15:39.1440209,15:15:39.1484710,4.4501,32.695,28.2449
1_2,nbbo,1285,62793,15:15:39.1439520,15:15:39.1485160,4.564,32.74,28.176
1_3,trade,488,27180,15:15:39.1458210,15:15:39.1485470,2.726,30.097,27.371
1_1,trade,777,43533,15:15:39.1457399,15:15:39.1486050,2.8651,30.155,27.2899
1_2,trade,598,33865,15:15:39.1456810,15:15:39.1486240,2.943,30.174,27.231
1_0,nbbo,6671,324321,15:15:39.1442459,15:15:39.1490780,4.8321,33.302,28.4699
1_0,trade,1622,90378,15:15:39.1458769,15:15:39.1492800,3.4031,30.83,27.4269
1_5,nbbo,175,9007,15:15:40.1470880,15:15:40.1478660,0.778,36.03,35.252
1_4,nbbo,646,32113,15:15:40.1469519,15:15:40.1478990,0.9471,36.063,35.1159
1_3,nbbo,1461,71923,15:15:40.1470290,15:15:40.1479790,0.95,36.143,35.193
1_2,nbbo,2828,137847,15:15:40.1466909,15:15:40.1480310,1.3401,36.195,34.8549
1_1,nbbo,3016,148515,15:15:40.1468500,15:15:40.1480660,1.216,36.23,35.014
1_6,trade,7,665,15:15:40.1501030,15:15:40.1534980,3.395,37.058,33.663
1_5,trade,172,10398,15:15:40.1502760,15:15:40.1535100,3.234,37.07,33.836
1_4,trade,290,16982,15:15:40.1501849,15:15:40.1535110,3.3261,37.071,33.7449
1_0,nbbo,17660,860133,15:15:40.1472230,15:15:40.1535420,6.319,41.706,35.387
1_3,trade,860,50520,15:15:40.1502320,15:15:40.1535880,3.356,37.148,33.792
1_1,trade,1315,76812,15:15:40.1501290,15:15:40.1536250,3.496,37.185,33.689
1_2,trade,1342,77156,15:15:40.1500469,15:15:40.1536570,3.6101,37.217,33.6069
1_0,trade,4827,277507,15:15:40.1503220,15:15:40.1539990,3.677,37.559,33.882
1_4,nbbo,910,44973,15:15:41.1556099,15:15:41.1598360,4.2261,32.243,28.0169
1_1,nbbo,2854,141203,15:15:41.1555140,15:15:41.1598610,4.347,32.268,27.921
1_5,nbbo,269,13779,15:15:41.1557540,15:15:41.1598620,4.108,32.269,28.161
1_2,nbbo,2451,119471,15:15:41.1554108,15:15:41.1599740,4.5632,32.381,27.8178
1_3,nbbo,1748,85661,15:15:41.1556910,15:15:41.1599770,4.286,32.384,28.098
1_0,nbbo,12995,632647,15:15:41.1558609,15:15:41.1606430,4.7821,33.05,28.2679
1_7,trade,1,339,15:15:41.3980520,15:15:41.3999040,1.852,267.8531,266.0011
1_1,trade,1316,75229,15:15:41.3975449,15:15:41.3999520,2.4071,267.9011,265.494
1_2,trade,1476,87088,15:15:41.3973319,15:15:41.3999590,2.6271,267.9081,265.281
1_6,trade,3,449,15:15:41.3974749,15:15:41.3999650,2.4901,267.9141,265.424
1_4,trade,451,25255,15:15:41.3976839,15:15:41.3999700,2.2861,267.9191,265.633
1_3,trade,1018,58484,15:15:41.3981490,15:15:41.3999750,1.826,267.9241,266.0981
1_5,trade,162,9805,15:15:41.3982810,15:15:41.3999800,1.699,267.9291,266.2301
1_0,trade,4268,240640,15:15:41.3984199,15:15:41.4009880,2.5681,268.9371,266.369
1_5,nbbo,220,11159,15:15:42.1464470,15:15:42.1511620,4.715,41.7861,37.0711
1_4,nbbo,867,43223,15:15:42.1463020,15:15:42.1511930,4.891,41.8171,36.9261
1_5,trade,74,4479,15:15:42.1493469,15:15:42.1511960,1.8491,37.0599,35.2108
1_7,trade,2,394,15:15:42.1492739,15:15:42.1511990,1.9251,37.0629,35.1378
1_6,trade,3,443,15:15:42.1491629,15:15:42.1512470,2.0841,37.1109,35.0268
1_4,trade,371,22119,15:15:42.1492519,15:15:42.1512560,2.0041,37.1199,35.1158
1_3,nbbo,1439,70675,15:15:42.1463850,15:15:42.1512590,4.874,41.8831,37.0091
1_3,trade,780,44453,15:15:42.1493070,15:15:42.1548220,5.515,40.6859,35.1709
1_2,nbbo,2487,120709,15:15:42.1460589,15:15:42.1548390,8.7801,45.4631,36.683
1_1,nbbo,2424,120077,15:15:42.1462030,15:15:42.1548700,8.667,45.4941,36.8271
1_2,trade,1048,58778,15:15:42.1491090,15:15:42.1549740,5.865,40.8379,34.9729
1_1,trade,1263,72674,15:15:42.1491889,15:15:42.1550190,5.8301,40.8829,35.0528
1_0,nbbo,14328,696161,15:15:42.1465699,15:15:42.1559300,9.3601,46.5541,37.194
1_0,trade,4121,231591,15:15:42.1493890,15:15:42.1563130,6.924,42.1769,35.2529
1_5,nbbo,158,8075,15:15:43.1465350,15:15:43.1471140,0.579,54.8182,54.2392
1_4,nbbo,864,42993,15:15:43.1464160,15:15:43.1471420,0.726,54.8462,54.1202
1_3,nbbo,1379,67645,15:15:43.1464840,15:15:43.1471870,0.703,54.8912,54.1882
1_2,nbbo,2084,101501,15:15:43.1462260,15:15:43.1472230,0.997,54.9272,53.9302
1_1,nbbo,2603,128601,15:15:43.1463220,15:15:43.1472510,0.929,54.9552,54.0262
1_5,trade,109,6019,15:15:43.1489940,15:15:43.1520320,3.038,56.9481,53.9101
1_7,trade,2,394,15:15:43.1489320,15:15:43.1520420,3.11,56.9581,53.8481
1_4,trade,515,31042,15:15:43.1489110,15:15:43.1520440,3.133,56.9601,53.8271
1_6,trade,1,339,15:15:43.1488330,15:15:43.1520460,3.213,56.9621,53.7491
1_3,trade,826,47974,15:15:43.1489580,15:15:43.1520690,3.111,56.9851,53.8741
1_2,trade,1173,66242,15:15:43.1487910,15:15:43.1521020,3.311,57.0181,53.7071
1_1,trade,1378,79284,15:15:43.1488560,15:15:43.1521120,3.256,57.0281,53.7721
1_0,nbbo,12968,631815,15:15:43.1466340,15:15:43.1527080,6.074,60.4122,54.3382
1_0,trade,3415,195173,15:15:43.1490260,15:15:43.1559240,6.898,60.8401,53.9421
1_5,nbbo,173,8839,15:15:44.1467309,15:15:44.1474760,0.7451,51.832,51.0869
1_4,nbbo,462,22885,15:15:44.1465920,15:15:44.1474780,0.886,51.834,50.948
1_1,nbbo,1593,79057,15:15:44.1464989,15:15:44.1475160,1.0171,51.872,50.8549
1_3,nbbo,922,45537,15:15:44.1466680,15:15:44.1475200,0.852,51.876,51.024
1_2,nbbo,1281,62759,15:15:44.1464010,15:15:44.1475220,1.121,51.878,50.757
1_0,nbbo,7027,341361,15:15:44.1468320,15:15:44.1483610,1.529,52.717,51.188
1_6,trade,8,680,15:15:44.1492159,15:15:44.1496770,0.4611,51.2071,50.746
1_7,trade,4,523,15:15:44.1493380,15:15:44.1496990,0.361,51.2291,50.8681
1_4,trade,278,15636,15:15:44.1493079,15:15:44.1497180,0.4101,51.2481,50.838
1_2,trade,621,33782,15:15:44.1491610,15:15:44.1497430,0.582,51.2731,50.6911
1_5,trade,124,6969,15:15:44.1494090,15:15:44.1497600,0.351,51.2901,50.9391
1_1,trade,739,41999,15:15:44.1492449,15:15:44.1497920,0.5471,51.3221,50.775
1_3,trade,522,30179,15:15:44.1493629,15:15:44.1497860,0.4231,51.3161,50.893
1_0,trade,1805,98346,15:15:44.1494489,15:15:44.1538350,4.3861,55.3651,50.979
1_5,nbbo,234,11803,15:15:45.1545300,15:15:45.1553080,0.778,34.55,33.772
1_4,nbbo,809,40111,15:15:45.1543730,15:15:45.1552980,0.925,34.54,33.615
1_2,nbbo,3278,159679,15:15:45.1541020,15:15:45.1554760,1.374,34.718,33.344
1_3,nbbo,2059,101135,15:15:45.1544600,15:15:45.1554800,1.02,34.722,33.702
1_1,nbbo,3366,166313,15:15:45.1542680,15:15:45.1554920,1.224,34.734,33.51
1_0,nbbo,19546,951261,15:15:45.1546639,15:15:45.1607100,6.0461,39.952,33.9059
1_7,trade,4,538,15:15:45.4084080,15:15:45.4092870,0.879,283.9131,283.0341
1_6,trade,3,443,15:15:45.4081899,15:15:45.4093260,1.1361,283.9521,282.816
1_4,trade,430,25366,15:15:45.4083630,15:15:45.4094140,1.051,284.0401,282.9891
1_3,trade,1143,65748,15:15:45.4084720,15:15:45.4094270,0.955,284.0531,283.0981
1_5,trade,190,11433,15:15:45.4085579,15:15:45.4094070,0.8491,284.0331,283.184
1_1,trade,1652,96027,15:15:45.4082420,15:15:45.4094500,1.208,284.0761,282.8681
1_2,trade,1612,92474,15:15:45.4080710,15:15:45.4095130,1.442,284.1391,282.6971
1_0,trade,4891,281041,15:15:45.4086439,15:15:45.4102880,1.6441,284.9141,283.27
1_4,nbbo,1311,65193,15:15:46.1609770,15:15:46.1620540,1.077,36.9891,35.9121
1_5,nbbo,223,11259,15:15:46.1611729,15:15:46.1620600,0.8871,36.9951,36.108
1_3,nbbo,2562,125835,15:15:46.1610889,15:15:46.1621990,1.1101,37.1341,36.024
1_2,nbbo,4308,209243,15:15:46.1606879,15:15:46.1622390,1.5511,37.1741,35.623
1_1,nbbo,4665,230031,15:15:46.1608389,15:15:46.1662310,5.3921,41.1661,35.774
1_0,nbbo,22327,1085839,15:15:46.1613250,15:15:46.1707900,9.465,45.7251,36.2601
1_7,trade,1,333,15:15:46.4165849,15:15:46.4174990,0.9141,287.5921,286.678
1_5,trade,138,7866,15:15:46.4167119,15:15:46.4175760,0.8641,287.6691,286.805
1_6,trade,2,394,15:15:46.4163370,15:15:46.4175520,1.215,287.6451,286.4301
1_2,trade,2041,115798,15:15:46.4162329,15:15:46.4175820,1.3491,287.6751,286.326
1_4,trade,692,40473,15:15:46.4165419,15:15:46.4175870,1.0451,287.6801,286.635
1_3,trade,1227,70309,15:15:46.4166389,15:15:46.4176220,0.9831,287.7151,286.732
1_1,trade,1937,109697,15:15:46.4163811,15:15:46.4176560,1.2749,287.7491,286.4742
1_0,trade,6002,339407,15:15:46.4167900,15:15:46.4182100,1.42,288.3031,286.8831
1_6,nbbo,50,2761,15:15:47.1454140,15:15:47.1461550,0.741,47.667,46.926
1_5,nbbo,248,12421,15:15:47.1456490,15:15:47.1462310,0.582,47.743,47.161
1_4,nbbo,736,36451,15:15:47.1455419,15:15:47.1462360,0.6941,47.748,47.0539
1_6,trade,60,3424,15:15:47.1472939,15:15:47.1506300,3.3361,49.311,45.9749
1_5,trade,99,5535,15:15:47.1474100,15:15:47.1506450,3.235,49.326,46.091
1_4,trade,224,12985,15:15:47.1473549,15:15:47.1506480,3.2931,49.329,46.0359
1_3,nbbo,1268,62229,15:15:47.1456020,15:15:47.1512120,5.61,52.724,47.114
1_3,trade,513,28693,15:15:47.1473840,15:15:47.1512210,3.837,49.902,46.065
1_2,nbbo,2121,103505,15:15:47.1453540,15:15:47.1512230,5.869,52.735,46.866
1_2,trade,816,45818,15:15:47.1472561,15:15:47.1512240,3.9679,49.905,45.9371
1_1,trade,1015,57011,15:15:47.1473149,15:15:47.1512270,3.9121,49.908,45.9959
1_1,nbbo,2566,127129,15:15:47.1454589,15:15:47.1512090,5.7501,52.721,46.9709
1_0,nbbo,11842,576203,15:15:47.1457349,15:15:47.1515070,5.7721,53.019,47.2469
1_0,trade,2165,118762,15:15:47.1474360,15:15:47.1516990,4.263,50.38,46.117
1_6,nbbo,23,1401,15:15:48.1516430,15:15:48.1526310,0.988,26.7961,25.8081
1_5,nbbo,264,13167,15:15:48.1519929,15:15:48.1526800,0.6871,26.8451,26.158
1_4,nbbo,746,36977,15:15:48.1518389,15:15:48.1527250,0.8861,26.8901,26.004
1_3,nbbo,1407,68947,15:15:48.1519310,15:15:48.1527940,0.863,26.9591,26.0961
1_2,nbbo,2642,128885,15:15:48.1515590,15:15:48.1528380,1.279,27.0031,25.7241
