Connection#,Topic,Count,Size (Bytes),Publish Time (UTC),Log Time (UTC),Travel Elapsed (ms),E2E Elapsed (ms),MDS Elapsed (ms)
1_0,nbbo,3837,186951,14:18:10.9123050,14:18:10.9409360,28.631,255.824,227.193
1_2,nbbo,3861,187565,14:18:10.9101829,14:18:10.9415130,31.3301,256.401,225.0709
1_3,nbbo,4078,199343,14:18:10.9113170,14:18:10.9415470,30.23,256.435,226.205
1_1,nbbo,2761,133989,14:18:10.9120249,14:18:10.9415750,29.5501,256.463,226.9129
1_7,nbbo,4185,202133,14:18:10.9109870,14:18:10.9416120,30.625,256.5,225.875
1_4,nbbo,4667,226705,14:18:10.9105909,14:18:10.9416590,31.0681,256.547,225.4789
1_5,nbbo,2696,131145,14:18:10.9127039,14:18:10.9416900,28.9861,256.578,227.5919
1_6,nbbo,3053,148729,14:18:10.9116970,14:18:10.9417190,30.022,256.607,226.585
1_3,trade,1357,76272,14:18:10.9195100,14:18:10.9421820,22.672,249.252,226.58
1_5,trade,1042,58875,14:18:10.9199869,14:18:10.9423900,22.4031,249.46,227.0569
1_2,trade,1654,91869,14:18:10.9191030,14:18:10.9436420,24.539,250.712,226.173
1_4,trade,1686,96015,14:18:10.9192390,14:18:10.9479980,28.759,255.068,226.309
1_0,trade,1434,81593,14:18:10.9198599,14:18:10.9479890,28.1291,255.059,226.9299
1_1,trade,1147,62333,14:18:10.9197609,14:18:10.9479800,28.2191,255.05,226.8309
1_6,trade,1224,68728,14:18:10.9196400,14:18:10.9480360,28.396,255.106,226.71
1_7,trade,1561,85431,14:18:10.9193659,14:18:10.9480340,28.6681,255.104,226.4359
1_5,nbbo,3055,148251,14:18:11.9076259,14:18:11.9214860,13.8601,219.869,206.0089
1_6,nbbo,2829,138471,14:18:11.9068010,14:18:11.9214820,14.681,219.865,205.184
1_1,nbbo,3197,155407,14:18:11.9070499,14:18:11.9221120,15.0621,220.495,205.4329
1_7,nbbo,3803,184401,14:18:11.9060520,14:18:11.9225840,16.532,220.967,204.435
1_0,nbbo,3449,168415,14:18:11.9073209,14:18:11.9226730,15.3521,221.056,205.7039
1_2,nbbo,4043,196439,14:18:11.9054880,14:18:11.9227250,17.237,221.108,203.871
1_3,nbbo,4273,208291,14:18:11.9063339,14:18:11.9309830,24.6491,229.366,204.7169
1_4,nbbo,4865,236873,14:18:11.9057440,14:18:11.9311030,25.359,229.486,204.127
1_5,trade,1596,88999,14:18:11.9256760,14:18:11.9357560,10.08,222.708,212.628
1_0,trade,1837,102526,14:18:11.9255780,14:18:11.9359060,10.328,222.858,212.53
1_1,trade,1985,111896,14:18:11.9254720,14:18:11.9360830,10.611,223.035,212.424
1_7,trade,2137,119915,14:18:11.9251800,14:18:11.9361590,10.979,223.111,212.132
1_6,trade,2037,115941,14:18:11.9253659,14:18:11.9362490,10.8831,223.201,212.3179
1_2,trade,2212,123993,14:18:11.9249770,14:18:11.9363010,11.324,223.253,211.929
1_4,trade,2285,128368,14:18:11.9250850,14:18:11.9363320,11.247,223.284,212.037
1_3,trade,2188,123160,14:18:11.9252720,14:18:11.9363260,11.054,223.278,212.224
1_2,nbbo,5946,288479,14:18:12.9120120,14:18:12.9291060,17.094,221.778,204.684
1_7,nbbo,6062,293525,14:18:12.9130830,14:18:12.9385140,25.431,231.186,205.755
1_2,trade,1539,86409,14:18:12.9200379,14:18:12.9387150,18.6771,222.3441,203.667
1_7,trade,1804,103547,14:18:12.9203068,14:18:12.9387510,18.4442,222.3801,203.9359
1_3,nbbo,6280,306257,14:18:12.9135129,14:18:12.9387940,25.2811,231.466,206.1849
1_1,nbbo,5009,242365,14:18:12.9143829,14:18:12.9388100,24.4271,231.482,207.0549
1_5,nbbo,5029,244443,14:18:12.9151370,14:18:12.9388150,23.678,231.487,207.809
1_4,nbbo,8121,394051,14:18:12.9125119,14:18:12.9388180,26.3061,231.49,205.1839
1_0,nbbo,5897,285655,14:18:12.9147030,14:18:12.9388220,24.119,231.494,207.375
1_6,nbbo,4574,223143,14:18:12.9139860,14:18:12.9388990,24.913,231.571,206.658
1_1,trade,1616,91886,14:18:12.9207069,14:18:12.9389710,18.2641,222.6001,204.336
1_3,trade,1652,94008,14:18:12.9204520,14:18:12.9390060,18.554,222.6351,204.0811
1_0,trade,1598,90277,14:18:12.9208409,14:18:12.9390130,18.1721,222.6421,204.47
1_5,trade,1502,84952,14:18:12.9209730,14:18:12.9390120,18.039,222.6411,204.6021
1_4,trade,2169,124257,14:18:12.9201710,14:18:12.9390420,18.871,222.6711,203.8001
1_6,trade,1818,103115,14:18:12.9205670,14:18:12.9391880,18.621,222.8171,204.1961
1_7,nbbo,2391,116547,14:18:13.9103950,14:18:13.9234760,13.081,244.6821,231.6011
1_2,nbbo,2671,130017,14:18:13.9098299,14:18:13.9235310,13.7011,244.7371,231.036
1_4,nbbo,3107,151445,14:18:13.9100760,14:18:13.9241340,14.058,245.3401,231.2821
1_6,nbbo,1672,81505,14:18:13.9108629,14:18:13.9241510,13.2881,245.3571,232.069
1_3,nbbo,2578,125863,14:18:13.9106059,14:18:13.9244400,13.8341,245.6461,231.812
1_1,nbbo,2342,113503,14:18:13.9110980,14:18:13.9244960,13.398,245.7021,232.3041
1_7,trade,579,33230,14:18:13.9145419,14:18:13.9246040,10.0621,241.946,231.8839
1_2,trade,587,34028,14:18:13.9143530,14:18:13.9246410,10.288,241.983,231.695
1_5,nbbo,2075,100661,14:18:13.9116080,14:18:13.9246880,13.08,245.8941,232.8141
1_6,trade,478,27522,14:18:13.9147080,14:18:13.9248330,10.125,242.175,232.05
1_4,trade,776,45776,14:18:13.9144379,14:18:13.9248300,10.3921,242.172,231.7799
1_3,trade,511,29262,14:18:13.9146269,14:18:13.9249700,10.3431,242.312,231.9689
1_1,trade,636,36448,14:18:13.9147761,14:18:13.9250490,10.2729,242.391,232.1181
1_5,trade,490,28616,14:18:13.9149720,14:18:13.9253690,10.397,242.711,232.314
1_0,nbbo,2961,143963,14:18:13.9113049,14:18:13.9253960,14.0911,246.6021,232.511
1_0,trade,1015,57996,14:18:13.9148559,14:18:13.9256000,10.7441,242.942,232.1979
1_3,nbbo,1814,88727,14:18:14.9083480,14:18:14.9230400,14.692,252.3701,237.6781
1_6,nbbo,1007,49285,14:18:14.9085329,14:18:14.9231130,14.5801,252.4431,237.863
1_3,trade,389,21619,14:18:14.9141059,14:18:14.9231180,9.0121,249.193,240.1809
1_1,trade,391,21733,14:18:14.9142730,14:18:14.9231230,8.85,249.198,240.348
1_7,nbbo,1494,72981,14:18:14.9070350,14:18:14.9231280,16.093,252.4581,236.3651
1_5,nbbo,1045,51077,14:18:14.9090219,14:18:14.9231350,14.1131,252.4651,238.352
1_4,nbbo,1866,90941,14:18:14.9068341,14:18:14.9231400,16.3059,252.4701,236.1642
1_4,trade,423,24224,14:18:14.9139219,14:18:14.9231450,9.2231,249.22,239.9969
1_6,trade,391,21964,14:18:14.9141899,14:18:14.9231480,8.9581,249.223,240.2649
1_0,nbbo,1464,71427,14:18:14.9088509,14:18:14.9231630,14.3121,252.4931,238.181
1_1,nbbo,1443,70499,14:18:14.9086840,14:18:14.9231610,14.477,252.4911,238.0141
1_5,trade,242,13432,14:18:14.9144580,14:18:14.9232050,8.747,249.28,240.533
1_7,trade,332,18226,14:18:14.9140290,14:18:14.9232970,9.268,249.372,240.104
1_0,trade,344,19281,14:18:14.9143719,14:18:14.9232990,8.9271,249.374,240.4469
1_2,nbbo,1599,78137,14:18:14.9066180,14:18:14.9233450,16.727,252.6751,235.9481
1_2,trade,357,19591,14:18:14.9138210,14:18:14.9234390,9.618,249.514,239.896
1_1,nbbo,1223,59593,14:18:15.9080889,14:18:15.9114460,3.3571,248.6431,245.286
1_7,nbbo,1256,61491,14:18:15.9075189,14:18:15.9116020,4.0831,248.7991,244.716
1_5,nbbo,1065,52103,14:18:15.9085390,14:18:15.9116090,3.07,248.8061,245.7361
1_4,nbbo,2037,99711,14:18:15.9072369,14:18:15.9116190,4.3821,248.8161,244.434
1_6,nbbo,1221,59769,14:18:15.9079129,14:18:15.9116290,3.7161,248.8261,245.11
1_0,nbbo,1253,61131,14:18:15.9083659,14:18:15.9116340,3.2681,248.8311,245.563
1_2,nbbo,1480,72435,14:18:15.9069709,14:18:15.9116400,4.6691,248.8371,244.168
1_3,nbbo,1475,72205,14:18:15.9077250,14:18:15.9114750,3.75,248.6721,244.9221
1_3,trade,397,22179,14:18:15.9140878,14:18:15.9157900,1.7022,249.546,247.8438
1_7,trade,286,16214,14:18:15.9140159,14:18:15.9158460,1.8301,249.602,247.7719
1_1,trade,505,27501,14:18:15.9142399,14:18:15.9157880,1.5481,249.544,247.9959
1_4,trade,500,28286,14:18:15.9139310,14:18:15.9158530,1.922,249.609,247.687
1_6,trade,461,25645,14:18:15.9141619,14:18:15.9158600,1.6981,249.616,247.9179
1_0,trade,404,22699,14:18:15.9143260,14:18:15.9158650,1.539,249.621,248.082
1_5,trade,377,22097,14:18:15.9144050,14:18:15.9158600,1.455,249.616,248.161
1_2,trade,357,19919,14:18:15.9138399,14:18:15.9158700,2.0301,249.626,247.5959
1_0,nbbo,1408,68751,14:18:16.9128139,14:18:16.9187140,5.9001,281.257,275.3569
1_6,nbbo,1342,65621,14:18:16.9123360,14:18:16.9186800,6.344,281.223,274.879
1_7,nbbo,1966,95237,14:18:16.9117620,14:18:16.9188920,7.13,281.435,274.305
1_7,trade,514,29494,14:18:16.9160050,14:18:16.9189100,2.905,278.2991,275.3941
1_0,trade,447,25228,14:18:16.9163699,14:18:16.9189290,2.5591,278.3181,275.759
1_3,nbbo,2089,101685,14:18:16.9119600,14:18:16.9189300,6.97,281.473,274.503
1_2,nbbo,1994,96495,14:18:16.9108320,14:18:16.9189360,8.104,281.479,273.375
1_1,nbbo,1522,73767,14:18:16.9125799,14:18:16.9189370,6.3571,281.48,275.1229
1_1,trade,446,25008,14:18:16.9162810,14:18:16.9189440,2.663,278.3331,275.6701
1_5,nbbo,1273,62017,14:18:16.9130161,14:18:16.9189410,5.9249,281.484,275.5591
1_3,trade,618,35099,14:18:16.9160889,14:18:16.9189500,2.8611,278.3391,275.478
1_5,trade,324,18468,14:18:16.9164509,14:18:16.9189550,2.5041,278.3441,275.84
1_4,nbbo,2092,101945,14:18:16.9111199,14:18:16.9189550,7.8351,281.498,273.6629
1_2,trade,476,26206,14:18:16.9158299,14:18:16.9189600,3.1301,278.3491,275.219
1_4,trade,554,30473,14:18:16.9159200,14:18:16.9189600,3.04,278.3491,275.3091
1_6,trade,581,32975,14:18:16.9161810,14:18:16.9189660,2.785,278.3551,275.5701
1_3,nbbo,1072,52445,14:18:17.9010339,14:18:17.9156400,14.6061,251.7851,237.179
1_0,nbbo,1055,51337,14:18:17.9014809,14:18:17.9157690,14.2881,251.9141,237.626
1_7,nbbo,1272,61971,14:18:17.9008590,14:18:17.9157830,14.924,251.9281,237.0041
1_4,nbbo,1324,64751,14:18:17.9007010,14:18:17.9157900,15.089,251.9351,236.8461
1_1,nbbo,932,45551,14:18:17.9013350,14:18:17.9157970,14.462,251.9421,237.4801
1_1,trade,287,16288,14:18:17.9086240,14:18:17.9158030,7.179,248.51,241.331
1_2,nbbo,1168,56769,14:18:17.9005308,14:18:17.9158090,15.2782,251.9541,236.6759
1_3,trade,247,13873,14:18:17.9083970,14:18:17.9158130,7.416,248.52,241.104
1_4,trade,354,20056,14:18:17.9082039,14:18:17.9158180,7.6141,248.525,240.9109
1_7,trade,474,27069,14:18:17.9082929,14:18:17.9158240,7.5311,248.531,240.9999
1_6,trade,431,24148,14:18:17.9085119,14:18:17.9158280,7.3161,248.535,241.2189
1_0,trade,316,17553,14:18:17.9087110,14:18:17.9158320,7.121,248.539,241.418
1_2,trade,284,15681,14:18:17.9081099,14:18:17.9158360,7.7261,248.543,240.8169
1_6,nbbo,985,48615,14:18:17.9011918,14:18:17.9156540,14.4622,251.7991,237.3369
1_5,nbbo,1017,49893,14:18:17.9016319,14:18:17.9159150,14.2831,252.0601,237.777
1_5,trade,298,17007,14:18:17.9087969,14:18:17.9160100,7.2131,248.717,241.5039
1_2,nbbo,2762,134473,14:18:18.9120000,14:18:18.9162220,4.222,275.132,270.91
1_7,nbbo,2724,132199,14:18:18.9129589,14:18:18.9162880,3.3291,275.198,271.8689
1_1,nbbo,2048,99561,14:18:18.9142119,14:18:18.9163560,2.1441,275.266,273.1219
1_6,nbbo,2123,103251,14:18:18.9138289,14:18:18.9163590,2.5301,275.269,272.7389
1_3,nbbo,2888,141147,14:18:18.9133540,14:18:18.9164310,3.077,275.341,272.264
1_4,nbbo,4145,202115,14:18:18.9124520,14:18:18.9164970,4.045,275.407,271.362
1_5,nbbo,2059,100859,14:18:18.9149439,14:18:18.9165140,1.5701,275.424,273.8539
1_0,nbbo,2803,136293,14:18:18.9145300,14:18:18.9165840,2.054,275.494,273.44
1_2,trade,678,39151,14:18:18.9196450,14:18:18.9289720,9.327,284.207,274.88
1_5,trade,699,39800,14:18:18.9205410,14:18:18.9289970,8.456,284.232,275.776
1_7,trade,738,42829,14:18:18.9199150,14:18:18.9289840,9.069,284.219,275.15
1_1,trade,664,37484,14:18:18.9203039,14:18:18.9290040,8.7001,284.239,275.5389
1_0,trade,802,45882,14:18:18.9204060,14:18:18.9290200,8.614,284.255,275.641
1_3,trade,610,34873,14:18:18.9200399,14:18:18.9290390,8.9991,284.274,275.2749
1_4,trade,1016,57922,14:18:18.9197609,14:18:18.9290520,9.2911,284.287,274.9959
1_6,trade,1045,59291,14:18:18.9201539,14:18:18.9291060,8.9521,284.341,275.3889
1_3,nbbo,1174,57559,14:18:19.9067900,14:18:19.9103680,3.578,241.7531,238.1751
1_5,nbbo,1132,55391,14:18:19.9075860,14:18:19.9105330,2.947,241.9181,238.9711
1_1,nbbo,1086,52725,14:18:19.9071900,14:18:19.9105420,3.352,241.9271,238.5751
1_7,nbbo,1186,57593,14:18:19.9065980,14:18:19.9105510,3.953,241.9361,237.9831
1_4,nbbo,1455,71097,14:18:19.9063890,14:18:19.9105610,4.172,241.9461,237.7741
1_6,nbbo,1014,49751,14:18:19.9069969,14:18:19.9105670,3.5701,241.9521,238.382
1_0,nbbo,1044,50847,14:18:19.9073869,14:18:19.9105750,3.1881,241.9601,238.772
1_2,nbbo,1258,61053,14:18:19.9061619,14:18:19.9105820,4.4201,241.9671,237.547
1_1,trade,548,30103,14:18:19.9137730,14:18:19.9162360,2.463,244.3501,241.8871
1_3,trade,304,16985,14:18:19.9136240,14:18:19.9162160,2.592,244.3301,241.7381
1_5,trade,319,17613,14:18:19.9139310,14:18:19.9162740,2.343,244.3881,242.0451
1_4,trade,479,26832,14:18:19.9134659,14:18:19.9162750,2.8091,244.3891,241.58
1_2,trade,288,16503,14:18:19.9133859,14:18:19.9162800,2.8941,244.3941,241.5
1_7,trade,353,19766,14:18:19.9135510,14:18:19.9162810,2.73,244.3951,241.6651
1_6,trade,494,28387,14:18:19.9136910,14:18:19.9162850,2.594,244.3991,241.8051
1_0,trade,342,19760,14:18:19.9138588,14:18:19.9162860,2.4272,244.4001,241.9729
1_3,nbbo,1334,65553,14:18:20.9060260,14:18:20.9136450,7.619,244.6971,237.0781
1_6,trade,253,14611,14:18:20.9089370,14:18:20.9136380,4.701,241.6881,236.9871
1_6,nbbo,1043,51127,14:18:20.9062260,14:18:20.9136390,7.413,244.6911,237.2781
1_3,trade,267,15070,14:18:20.9088850,14:18:20.9137070,4.822,241.7571,236.9351
1_4,nbbo,2264,110133,14:18:20.9056220,14:18:20.9137090,8.087,244.7611,236.6741
1_0,nbbo,1862,90279,14:18:20.9065909,14:18:20.9137150,7.1241,244.7671,237.643
1_7,nbbo,1624,79029,14:18:20.9058179,14:18:20.9137160,7.8981,244.7681,236.87
1_1,trade,434,23926,14:18:20.9089820,14:18:20.9137210,4.739,241.7711,237.0321
1_2,nbbo,1627,79453,14:18:20.9054289,14:18:20.9137220,8.2931,244.7741,236.481
1_1,nbbo,1265,61329,14:18:20.9064240,14:18:20.9137200,7.296,244.7721,237.4761
1_2,trade,432,23936,14:18:20.9087060,14:18:20.9137260,5.02,241.7761,236.7561
1_7,trade,461,26582,14:18:20.9088210,14:18:20.9137280,4.907,241.7781,236.8711
1_5,nbbo,1120,54825,14:18:20.9068131,14:18:20.9137310,6.9179,244.7831,237.8652
1_5,trade,208,12288,14:18:20.9090909,14:18:20.9137370,4.6461,241.7871,237.141
1_4,trade,411,22962,14:18:20.9087650,14:18:20.9137710,5.006,241.8211,236.8151
1_0,trade,385,21443,14:18:20.9090360,14:18:20.9137940,4.758,241.8441,237.0861
1_3,nbbo,1186,58071,14:18:21.9054150,14:18:21.9109590,5.544,244.9001,239.3561
1_0,nbbo,1036,50491,14:18:21.9058079,14:18:21.9110700,5.2621,245.0111,239.749
1_1,nbbo,706,34275,14:18:21.9056949,14:18:21.9111010,5.4061,245.0421,239.636
1_5,nbbo,799,39067,14:18:21.9059460,14:18:21.9111040,5.158,245.0451,239.8871
1_4,nbbo,1404,68723,14:18:21.9051240,14:18:21.9111080,5.984,245.0491,239.0651
1_6,nbbo,904,44187,14:18:21.9055670,14:18:21.9111140,5.547,245.0551,239.5081
1_2,nbbo,908,44501,14:18:21.9049620,14:18:21.9111170,6.155,245.0581,238.9031
1_7,nbbo,1033,50335,14:18:21.9052800,14:18:21.9111210,5.841,245.0621,239.2211
1_4,trade,414,23133,14:18:21.9139260,14:18:21.9147370,0.811,245.8321,245.0211
1_6,trade,338,18597,14:18:21.9141190,14:18:21.9147840,0.665,245.8791,245.2141
1_1,trade,273,15519,14:18:21.9141839,14:18:21.9147980,0.6141,245.8931,245.279
1_5,trade,249,14161,14:18:21.9143110,14:18:21.9148040,0.493,245.8991,245.4061
1_3,trade,379,20582,14:18:21.9140579,14:18:21.9147740,0.7161,245.8691,245.153
1_0,trade,308,17472,14:18:21.9142470,14:18:21.9148100,0.563,245.9051,245.3421
1_7,trade,374,21335,14:18:21.9139929,14:18:21.9147990,0.8061,245.8941,245.088
1_2,trade,296,16413,14:18:21.9138530,14:18:21.9148190,0.966,245.9141,244.9481
1_2,nbbo,925,45183,14:18:22.8936579,14:18:22.8984610,4.8031,233.8461,229.043
1_4,nbbo,881,43013,14:18:22.8937349,14:18:22.8984710,4.7361,233.8561,229.12
1_5,nbbo,661,32425,14:18:22.8941849,14:18:22.8984700,4.2851,233.8551,229.57
1_3,nbbo,983,47841,14:18:22.8938830,14:18:22.8984940,4.611,233.8791,229.2681
1_1,nbbo,523,25599,14:18:22.8940390,14:18:22.8984950,4.456,233.8801,229.4241
1_1,trade,208,11589,14:18:22.8955549,14:18:22.8984970,2.9421,231.6341,228.692
1_7,nbbo,752,36683,14:18:22.8938189,14:18:22.8985000,4.6811,233.8851,229.204
1_7,trade,258,14644,14:18:22.8954310,14:18:22.8985010,3.07,231.6381,228.5681
1_4,trade,278,15485,14:18:22.8953869,14:18:22.8985030,3.1161,231.6401,228.524
1_5,trade,230,14035,14:18:22.8956340,14:18:22.8985050,2.871,231.6421,228.7711
1_2,trade,337,19119,14:18:22.8953300,14:18:22.8985060,3.176,231.6431,228.4671
1_6,nbbo,767,37817,14:18:22.8939689,14:18:22.8985080,4.5391,233.8931,229.354
1_6,trade,348,18826,14:18:22.8955120,14:18:22.8985090,2.997,231.6461,228.6491
1_0,nbbo,780,38091,14:18:22.8941099,14:18:22.8985110,4.4011,233.8961,229.495
1_0,trade,258,14841,14:18:22.8955930,14:18:22.8985130,2.92,231.6501,228.7301
1_3,trade,389,22150,14:18:22.8954699,14:18:22.8985300,3.0601,231.6671,228.607
1_6,nbbo,1603,78793,14:18:23.9068839,14:18:23.9087970,1.9131,236.5001,234.587
1_2,nbbo,2020,98545,14:18:23.9059470,14:18:23.9088380,2.891,236.5411,233.6501
1_7,nbbo,1742,84875,14:18:23.9064699,14:18:23.9088230,2.3531,236.5261,234.173
1_5,nbbo,1726,83987,14:18:23.9077301,14:18:23.9088810,1.1509,236.5841,235.4332
1_1,nbbo,1820,88707,14:18:23.9070880,14:18:23.9088810,1.793,236.5841,234.7911
1_3,nbbo,2213,108635,14:18:23.9066630,14:18:23.9088840,2.221,236.5871,234.3661
1_4,nbbo,2408,117229,14:18:23.9062379,14:18:23.9088930,2.6551,236.5961,233.941
1_0,nbbo,1867,90877,14:18:23.9074079,14:18:23.9089030,1.4951,236.6061,235.111
1_2,trade,648,37979,14:18:23.9122239,14:18:23.9205790,8.3551,244.2301,235.875
1_3,trade,695,40391,14:18:23.9126210,14:18:23.9206170,7.996,244.2681,236.2721
1_7,trade,670,38635,14:18:23.9124949,14:18:23.9206240,8.1291,244.2751,236.146
1_4,trade,798,45263,14:18:23.9123590,14:18:23.9206240,8.265,244.2751,236.0101
1_6,trade,743,42650,14:18:23.9127290,14:18:23.9206400,7.911,244.2911,236.3801
1_0,trade,568,32406,14:18:23.9129628,14:18:23.9206460,7.6832,244.2971,236.6139
1_1,trade,789,45644,14:18:23.9128370,14:18:23.9206580,7.821,244.3091,236.4881
1_5,trade,829,48492,14:18:23.9130570,14:18:23.9206990,7.642,244.3501,236.7081
1_2,nbbo,1555,76031,14:18:24.8946019,14:18:24.8954750,0.8731,231.139,230.2659
1_7,nbbo,1438,69879,14:18:24.8947630,14:18:24.8955030,0.74,231.167,230.427
1_4,nbbo,2011,98319,14:18:24.8946729,14:18:24.8955250,0.8521,231.189,230.3369
1_6,nbbo,1306,64145,14:18:24.8949149,14:18:24.8955850,0.6701,231.249,230.5789
1_3,nbbo,1371,66807,14:18:24.8948409,14:18:24.8955900,0.7491,231.254,230.5049
1_1,nbbo,1252,61225,14:18:24.8949870,14:18:24.8955960,0.609,231.26,230.651
1_0,nbbo,1584,77059,14:18:24.8950439,14:18:24.8956520,0.6081,231.316,230.7079
1_5,nbbo,1634,79937,14:18:24.8951079,14:18:24.8956820,0.5741,231.346,230.7719
1_2,trade,677,38103,14:18:24.8966300,14:18:24.8971320,0.502,228.801,228.299
1_4,trade,778,44248,14:18:24.8966749,14:18:24.8971420,0.4671,228.811,228.3439
1_7,trade,505,28946,14:18:24.8967239,14:18:24.8971420,0.4181,228.811,228.3929
1_3,trade,621,35508,14:18:24.8967650,14:18:24.8971490,0.384,228.818,228.434
1_1,trade,486,27291,14:18:24.8968500,14:18:24.8971540,0.304,228.823,228.519
1_6,trade,619,34668,14:18:24.8968089,14:18:24.8971550,0.3461,228.824,228.4779
1_0,trade,670,38917,14:18:24.8968829,14:18:24.8971840,0.3011,228.853,228.5519
1_5,trade,819,47653,14:18:24.8969250,14:18:24.8972060,0.281,228.875,228.594
1_3,nbbo,1785,87161,14:18:25.9103281,14:18:25.9183980,8.0699,247.721,239.6511
1_1,nbbo,1064,51817,14:18:25.9107279,14:18:25.9183860,7.6581,247.709,240.0509
1_1,trade,520,29425,14:18:25.9144560,14:18:25.9184710,4.015,243.91,239.895
1_2,nbbo,1411,68821,14:18:25.9097999,14:18:25.9184750,8.6751,247.798,239.1229
1_4,nbbo,1817,88413,14:18:25.9099769,14:18:25.9184780,8.5011,247.801,239.2999
1_5,nbbo,1256,60953,14:18:25.9110620,14:18:25.9184820,7.42,247.805,240.385
1_7,nbbo,1777,86373,14:18:25.9101529,14:18:25.9184840,8.3311,247.807,239.4759
1_6,nbbo,1447,70661,14:18:25.9105460,14:18:25.9184890,7.943,247.812,239.869
1_5,trade,467,26200,14:18:25.9146510,14:18:25.9184890,3.838,243.928,240.09
1_0,nbbo,1510,73459,14:18:25.9108649,14:18:25.9184950,7.6301,247.818,240.1879
1_2,trade,518,30143,14:18:25.9139420,14:18:25.9184960,4.554,243.935,239.381
1_7,trade,613,34234,14:18:25.9141459,14:18:25.9185010,4.3551,243.94,239.5849
1_4,trade,546,30425,14:18:25.9140529,14:18:25.9185040,4.4511,243.943,239.4919
1_0,trade,609,34519,14:18:25.9145429,14:18:25.9185070,3.9641,243.946,239.9819
1_6,trade,752,43046,14:18:25.9143339,14:18:25.9185350,4.2011,243.974,239.7729
1_3,trade,607,33190,14:18:25.9142420,14:18:25.9185590,4.317,243.998,239.681
1_2,nbbo,1367,66727,14:18:26.8972919,14:18:26.9031430,5.8511,241.782,235.9309
1_7,nbbo,1425,69379,14:18:26.8975810,14:18:26.9031770,5.596,241.816,236.22
1_6,nbbo,1174,57553,14:18:26.8978200,14:18:26.9031810,5.361,241.82,236.459
1_3,nbbo,1535,75173,14:18:26.8976881,14:18:26.9031840,5.4959,241.823,236.3271
1_3,trade,433,24672,14:18:26.9003909,14:18:26.9032790,2.8881,238.0341,235.146
1_1,nbbo,1393,67895,14:18:26.8979449,14:18:26.9033030,5.3581,241.942,236.5839
1_2,trade,501,28297,14:18:26.9002119,14:18:26.9033080,3.0961,238.0631,234.967
1_6,trade,741,43285,14:18:26.9004379,14:18:26.9033120,2.8741,238.0671,235.193
1_0,nbbo,1369,66971,14:18:26.8980760,14:18:26.9033150,5.239,241.954,236.715
1_7,trade,580,32866,14:18:26.9003310,14:18:26.9033080,2.977,238.0631,235.0861
1_1,trade,579,33071,14:18:26.9004980,14:18:26.9033560,2.858,238.1111,235.2531
1_4,nbbo,2295,111907,14:18:26.8974190,14:18:26.9033640,5.945,242.003,236.058
1_5,nbbo,1131,55543,14:18:26.8982009,14:18:26.9033870,5.1861,242.026,236.8399
1_0,trade,486,28056,14:18:26.9005589,14:18:26.9033910,2.8321,238.1461,235.314
1_5,trade,479,28078,14:18:26.9006149,14:18:26.9034920,2.8771,238.2471,235.37
1_4,trade,794,46022,14:18:26.9002669,14:18:26.9035120,3.2451,238.2671,235.022
1_5,nbbo,520,25419,14:18:27.9030400,14:18:27.9058280,2.788,240.226,237.438
1_0,nbbo,832,40715,14:18:27.9028989,14:18:27.9059110,3.0121,240.309,237.2969
1_6,nbbo,760,37431,14:18:27.9026040,14:18:27.9059680,3.364,240.366,237.002
1_3,nbbo,909,44411,14:18:27.9024340,14:18:27.9059760,3.542,240.374,236.832
1_2,nbbo,835,40835,14:18:27.9019389,14:18:27.9059690,4.0301,240.367,236.3369
1_1,nbbo,763,37025,14:18:27.9027500,14:18:27.9059820,3.232,240.38,237.148
1_7,nbbo,926,45149,14:18:27.9022840,14:18:27.9059840,3.7,240.382,236.682
1_4,nbbo,1147,55993,14:18:27.9021169,14:18:27.9059880,3.8711,240.386,236.5149
1_0,trade,277,14924,14:18:27.9078979,14:18:27.9087530,0.8551,240.2991,239.444
1_3,trade,245,13408,14:18:27.9077469,14:18:27.9087960,1.0491,240.3421,239.293
1_1,trade,268,15003,14:18:27.9078489,14:18:27.9088010,0.9521,240.3471,239.395
1_7,trade,285,16359,14:18:27.9076889,14:18:27.9088050,1.1161,240.3511,239.235
1_6,trade,385,21181,14:18:27.9077919,14:18:27.9088100,1.0181,240.3561,239.338
1_2,trade,298,15968,14:18:27.9075640,14:18:27.9088070,1.243,240.3531,239.1101
1_5,trade,173,9518,14:18:27.9079439,14:18:27.9088180,0.8741,240.3641,239.49
1_4,trade,418,23306,14:18:27.9076269,14:18:27.9088190,1.1921,240.3651,239.173
1_6,nbbo,1418,69533,14:18:28.9077789,14:18:28.9163950,8.6161,241.502,232.8859
1_5,nbbo,1737,84755,14:18:28.9085279,14:18:28.9164640,7.9361,241.571,233.6349
1_3,nbbo,2195,107539,14:18:28.9075200,14:18:28.9165210,9.001,241.628,232.627
1_4,nbbo,2684,130783,14:18:28.9070489,14:18:28.9165340,9.4851,241.641,232.1559
1_7,nbbo,2158,105177,14:18:28.9072930,14:18:28.9165430,9.25,241.65,232.4
1_6,trade,705,40869,14:18:28.9130319,14:18:28.9165530,3.5211,237.457,233.9359
1_1,nbbo,2000,96799,14:18:28.9080290,14:18:28.9165270,8.498,241.634,233.136
