Connection#,Topic,Count,Size (Bytes),Publish Time (UTC),Log Time (UTC),Travel Elapsed (ms),E2E Elapsed (ms),MDS Elapsed (ms)
1_3,trade,119,7053,14:49:33.6434859,14:49:33.6436700,0.1841,5.8251,5.641
1_0,trade,474,26873,14:49:33.6434460,14:49:33.6437160,0.27,5.8711,5.6011
1_6,nbbo,1,315,14:49:33.8922480,14:49:33.8926080,0.36,54.292,53.932
1_5,nbbo,15,1009,14:49:33.8921860,14:49:33.8926210,0.435,54.305,53.87
1_2,nbbo,213,10587,14:49:33.8922130,14:49:33.8926690,0.456,54.353,53.897
1_4,nbbo,67,3569,14:49:33.8922349,14:49:33.8926700,0.4351,54.354,53.9189
1_1,nbbo,131,6731,14:49:33.8923160,14:49:33.8926780,0.362,54.362,54
1_3,nbbo,151,7681,14:49:33.8922969,14:49:33.8926820,0.3851,54.366,53.9809
1_0,nbbo,534,26291,14:49:33.8922690,14:49:33.8926970,0.428,54.381,53.953
1_5,trade,9,753,14:49:33.8929429,14:49:33.8932450,0.3021,54.7761,54.474
1_2,trade,117,6872,14:49:33.8929649,14:49:33.8932720,0.3071,54.8031,54.496
1_4,trade,43,2491,14:49:33.8929890,14:49:33.8932780,0.289,54.8091,54.5201
1_6,trade,1,333,14:49:33.8930030,14:49:33.8932710,0.268,54.8021,54.5341
1_7,trade,4,509,14:49:33.8930460,14:49:33.8932830,0.237,54.8141,54.5771
1_3,trade,79,4801,14:49:33.8930599,14:49:33.8932920,0.2321,54.8231,54.591
1_1,trade,76,4548,14:49:33.8930789,14:49:33.8932920,0.2131,54.8231,54.61
1_0,trade,297,16901,14:49:33.8930190,14:49:33.8933760,0.357,54.9071,54.5501
1_7,nbbo,4,469,14:49:34.1424479,14:49:34.1426970,0.2491,6.8111,6.562
1_2,nbbo,284,14111,14:49:34.1423150,14:49:34.1427200,0.405,6.8341,6.4291
1_4,nbbo,206,10449,14:49:34.1423480,14:49:34.1427310,0.383,6.8451,6.4621
1_3,nbbo,323,16265,14:49:34.1424680,14:49:34.1427330,0.265,6.8471,6.5821
1_6,nbbo,12,895,14:49:34.1423699,14:49:34.1427350,0.3651,6.8491,6.484
1_5,nbbo,35,1991,14:49:34.1422780,14:49:34.1427020,0.424,6.8161,6.3921
1_1,nbbo,363,18145,14:49:34.1424980,14:49:34.1427550,0.257,6.8691,6.6121
1_0,nbbo,1146,55589,14:49:34.1423979,14:49:34.1428400,0.4421,6.9541,6.512
1_5,trade,15,1152,14:49:34.1433170,14:49:34.1448610,1.544,8.576,7.032
1_7,trade,1,337,14:49:34.1434360,14:49:34.1448770,1.441,8.592,7.151
1_4,trade,152,8609,14:49:34.1433679,14:49:34.1448840,1.5161,8.599,7.0829
1_6,trade,3,473,14:49:34.1433880,14:49:34.1448860,1.498,8.601,7.103
1_2,trade,122,6812,14:49:34.1433439,14:49:34.1448910,1.5471,8.606,7.0589
1_1,trade,226,13250,14:49:34.1434819,14:49:34.1449060,1.4241,8.621,7.1969
1_3,trade,301,16900,14:49:34.1434530,14:49:34.1449220,1.469,8.637,7.168
1_0,trade,377,20967,14:49:34.1434060,14:49:34.1449320,1.526,8.647,7.121
1_4,nbbo,119,6125,14:49:34.3929500,14:49:34.3934940,0.544,53.2481,52.7041
1_6,nbbo,4,465,14:49:34.3929759,14:49:34.3935600,0.5841,53.3141,52.73
1_2,nbbo,289,14337,14:49:34.3929069,14:49:34.3935530,0.6461,53.3071,52.661
1_5,nbbo,45,2465,14:49:34.3928500,14:49:34.3935330,0.683,53.2871,52.6041
1_3,nbbo,271,13387,14:49:34.3931350,14:49:34.3935650,0.43,53.3191,52.8891
1_1,nbbo,381,19063,14:49:34.3931750,14:49:34.3935790,0.404,53.3331,52.9291
1_0,nbbo,1827,89399,14:49:34.3930250,14:49:34.3938390,0.814,53.5931,52.7791
1_5,trade,28,2049,14:49:34.3942159,14:49:34.3946160,0.4001,53.9192,53.5191
1_7,trade,1,337,14:49:34.3943750,14:49:34.3946330,0.258,53.9362,53.6782
1_4,trade,54,3261,14:49:34.3942740,14:49:34.3946670,0.393,53.9702,53.5772
1_6,trade,1,356,14:49:34.3942950,14:49:34.3946700,0.375,53.9732,53.5982
1_2,trade,146,8310,14:49:34.3942409,14:49:34.3946710,0.4301,53.9742,53.5441
1_3,trade,137,7763,14:49:34.3943950,14:49:34.3946960,0.301,53.9992,53.6982
1_1,trade,144,8380,14:49:34.3944230,14:49:34.3947170,0.294,54.0202,53.7262
1_0,trade,578,33263,14:49:34.3943199,14:49:34.3947860,0.4661,54.0892,53.6231
1_5,nbbo,7,613,14:49:34.6446950,14:49:34.6453850,0.69,21.282,20.592
1_4,nbbo,173,8761,14:49:34.6448131,14:49:34.6454110,0.5979,21.308,20.7101
1_7,nbbo,1,315,14:49:34.6450999,14:49:34.6454290,0.3291,21.326,20.9969
1_2,nbbo,727,35855,14:49:34.6447590,14:49:34.6454570,0.698,21.354,20.656
1_3,nbbo,288,14429,14:49:34.6451359,14:49:34.6455120,0.3761,21.409,21.0329
1_1,nbbo,821,40675,14:49:34.6451970,14:49:34.6455880,0.391,21.485,21.094
1_0,nbbo,6026,294127,14:49:34.6448969,14:49:34.6461080,1.2111,22.005,20.7939
1_5,trade,23,1610,14:49:34.6466470,14:49:34.6470100,0.363,22.6331,22.2701
1_4,trade,99,6081,14:49:34.6467039,14:49:34.6470190,0.3151,22.6421,22.327
1_2,trade,337,20072,14:49:34.6466749,14:49:34.6470460,0.3711,22.6691,22.298
1_7,trade,1,354,14:49:34.6468590,14:49:34.6470490,0.19,22.6721,22.4821
1_3,trade,209,12681,14:49:34.6468759,14:49:34.6470830,0.2071,22.7061,22.499
1_1,trade,437,26066,14:49:34.6469060,14:49:34.6471250,0.219,22.7481,22.5291
1_0,trade,3064,181685,14:49:34.6467409,14:49:34.6474000,0.6591,23.0231,22.364
1_5,nbbo,19,1207,14:49:34.8952139,14:49:34.8960640,0.8501,64.3431,63.493
1_7,nbbo,2,365,14:49:34.8956729,14:49:34.8960930,0.4201,64.3721,63.952
1_6,nbbo,2,367,14:49:34.8953709,14:49:34.8960780,0.7071,64.3571,63.65
1_4,nbbo,190,9597,14:49:34.8953419,14:49:34.8961050,0.7631,64.3841,63.621
1_2,nbbo,801,39101,14:49:34.8952821,14:49:34.8961210,0.8389,64.4001,63.5612
1_3,nbbo,363,18153,14:49:34.8957319,14:49:34.8961480,0.4161,64.4271,64.011
1_1,nbbo,807,40001,14:49:34.8957979,14:49:34.8962100,0.4121,64.4891,64.077
1_0,nbbo,6415,312253,14:49:34.8954560,14:49:34.8970440,1.588,65.3231,63.7351
1_5,trade,43,2833,14:49:34.8987149,14:49:34.8994450,0.7301,64.718,63.9879
1_4,trade,250,15726,14:49:34.8988540,14:49:34.9027960,3.942,68.069,64.127
1_3,trade,604,35249,14:49:34.8992039,14:49:34.9028880,3.6841,68.161,64.4769
1_2,trade,856,49642,14:49:34.8987779,14:49:34.9029190,4.1411,68.192,64.0509
1_1,trade,1288,74813,14:49:34.8992709,14:49:34.9030070,3.7361,68.28,64.5439
1_0,trade,4423,258479,14:49:34.8989300,14:49:34.9034300,4.5,68.703,64.203
1_5,nbbo,197,10045,14:49:35.1487039,14:49:35.1501710,1.4671,27.109,25.6419
1_6,nbbo,14,961,14:49:35.1490419,14:49:35.1502140,1.1721,27.152,25.9799
1_4,nbbo,1171,58065,14:49:35.1489820,14:49:35.1502480,1.266,27.186,25.92
1_7,nbbo,16,1063,14:49:35.1495979,14:49:35.1503830,0.7851,27.321,26.5359
1_2,nbbo,3163,153883,14:49:35.1488389,14:49:35.1504350,1.5961,27.373,25.7769
1_3,nbbo,2412,118705,14:49:35.1497010,14:49:35.1506790,0.978,27.617,26.639
1_1,nbbo,4291,211837,14:49:35.1498399,14:49:35.1508760,1.0361,27.814,26.7779
1_0,nbbo,16607,808643,14:49:35.1491918,14:49:35.1520150,2.8232,28.953,26.1298
1_5,trade,61,3649,14:49:35.1520130,14:49:35.1524760,0.463,28.9651,28.5021
1_7,trade,5,563,14:49:35.1522698,14:49:35.1558900,3.6202,32.3791,28.7589
1_6,trade,3,447,14:49:35.1521309,14:49:35.1559050,3.7741,32.3941,28.62
1_2,trade,736,41071,14:49:35.1520550,14:49:35.1559610,3.906,32.4501,28.5441
1_4,trade,467,26423,14:49:35.1521049,14:49:35.1559730,3.8681,32.4621,28.594
1_3,trade,810,45987,14:49:35.1522919,14:49:35.1559930,3.7011,32.4821,28.781
1_1,trade,1423,80480,14:49:35.1523409,14:49:35.1561030,3.7621,32.5921,28.83
1_0,trade,2873,158833,14:49:35.1521650,14:49:35.1561700,4.005,32.6591,28.6541
1_6,nbbo,6,565,14:49:35.3920109,14:49:35.3923090,0.2981,73.3541,73.056
1_5,nbbo,22,1351,14:49:35.3919460,14:49:35.3923500,0.404,73.3951,72.9911
1_2,nbbo,417,20331,14:49:35.3919719,14:49:35.3923520,0.3801,73.3971,73.017
1_4,nbbo,131,6733,14:49:35.3919979,14:49:35.3923550,0.3571,73.4001,73.043
1_7,nbbo,10,765,14:49:35.3920789,14:49:35.3923400,0.2611,73.3851,73.124
1_3,nbbo,476,23581,14:49:35.3920949,14:49:35.3923860,0.2911,73.4311,73.14
1_1,nbbo,402,20125,14:49:35.3921209,14:49:35.3924040,0.2831,73.4491,73.166
1_0,nbbo,1465,71541,14:49:35.3920349,14:49:35.3924860,0.4511,73.5311,73.08
1_5,trade,21,1462,14:49:35.3928530,14:49:35.3931090,0.256,73.903,73.647
1_4,trade,93,5567,14:49:35.3928950,14:49:35.3931170,0.222,73.911,73.689
1_2,trade,253,14050,14:49:35.3928719,14:49:35.3931240,0.2521,73.918,73.6659
1_6,trade,1,339,14:49:35.3929080,14:49:35.3931260,0.218,73.92,73.702
1_7,trade,18,1456,14:49:35.3929460,14:49:35.3931290,0.183,73.923,73.74
1_1,trade,161,9888,14:49:35.3929849,14:49:35.3931670,0.1821,73.961,73.7789
1_0,trade,464,25788,14:49:35.3929219,14:49:35.3931790,0.2571,73.973,73.7159
1_3,trade,373,21797,14:49:35.3929599,14:49:35.3931880,0.2281,73.982,73.7539
1_5,nbbo,25,1521,14:49:35.6433940,14:49:35.6440210,0.627,13.6251,12.9981
1_6,nbbo,2,367,14:49:35.6435270,14:49:35.6440250,0.498,13.6291,13.1311
1_4,nbbo,272,13663,14:49:35.6435010,14:49:35.6440560,0.555,13.6601,13.1051
1_7,nbbo,1,315,14:49:35.6437250,14:49:35.6440560,0.331,13.6601,13.3291
1_3,nbbo,461,22829,14:49:35.6437590,14:49:35.6441200,0.361,13.7241,13.3631
1_2,nbbo,1051,51151,14:49:35.6434370,14:49:35.6441270,0.69,13.7311,13.0411
1_1,nbbo,752,37419,14:49:35.6438150,14:49:35.6441400,0.325,13.7441,13.4191
1_0,nbbo,4595,224115,14:49:35.6435839,14:49:35.6446010,1.0171,14.2051,13.188
1_5,trade,19,1265,14:49:35.6448800,14:49:35.6451910,0.311,14.374,14.063
1_6,trade,10,898,14:49:35.6449628,14:49:35.6451980,0.2352,14.381,14.1458
1_4,trade,118,6766,14:49:35.6449450,14:49:35.6452140,0.269,14.397,14.128
1_2,trade,500,27717,14:49:35.6449060,14:49:35.6452550,0.349,14.438,14.089
1_3,trade,244,14043,14:49:35.6450450,14:49:35.6452670,0.222,14.45,14.228
1_1,trade,409,22966,14:49:35.6450720,14:49:35.6453020,0.23,14.485,14.255
1_0,trade,957,54273,14:49:35.6449849,14:49:35.6453660,0.3811,14.549,14.1679
1_5,nbbo,15,1009,14:49:35.8926630,14:49:35.8977300,5.067,55.9561,50.8891
1_5,trade,10,856,14:49:35.8937309,14:49:35.8977660,4.0351,55.4941,51.459
1_4,nbbo,112,5817,14:49:35.8927469,14:49:35.8977720,5.0251,55.9981,50.973
1_6,nbbo,1,315,14:49:35.8927669,14:49:35.8977760,5.0091,56.0021,50.993
1_3,nbbo,227,11429,14:49:35.8929649,14:49:35.8977800,4.8151,56.0061,51.191
1_7,nbbo,4,475,14:49:35.8929350,14:49:35.8977720,4.837,55.9981,51.1611
1_6,trade,2,388,14:49:35.8938050,14:49:35.8978140,4.009,55.5421,51.5331
1_2,nbbo,344,16965,14:49:35.8927080,14:49:35.8978200,5.112,56.0461,50.9341
1_4,trade,46,2816,14:49:35.8937869,14:49:35.8978230,4.0361,55.5511,51.515
1_3,trade,86,5076,14:49:35.8938759,14:49:35.8978250,3.9491,55.5531,51.604
1_1,nbbo,577,28427,14:49:35.8930019,14:49:35.8978380,4.8361,56.0641,51.228
1_2,trade,108,6259,14:49:35.8937600,14:49:35.8978750,4.115,55.6031,51.4881
1_1,trade,255,14867,14:49:35.8939000,14:49:35.8979150,4.015,55.6431,51.6281
1_0,nbbo,2820,137447,14:49:35.8928179,14:49:35.8982190,5.4011,56.4451,51.044
1_0,trade,563,31025,14:49:35.8938269,14:49:35.8983170,4.4901,56.0451,51.555
1_4,nbbo,89,4613,14:49:36.1430740,14:49:36.1435080,0.434,12.807,12.373
1_6,nbbo,4,465,14:49:36.1430950,14:49:36.1435160,0.421,12.815,12.394
1_7,nbbo,4,465,14:49:36.1431950,14:49:36.1435540,0.359,12.853,12.494
1_2,nbbo,340,16839,14:49:36.1430379,14:49:36.1435540,0.5161,12.853,12.3369
1_5,nbbo,39,2201,14:49:36.1429980,14:49:36.1435590,0.561,12.858,12.297
1_3,nbbo,299,14913,14:49:36.1432390,14:49:36.1435870,0.348,12.886,12.538
1_1,nbbo,305,15239,14:49:36.1432779,14:49:36.1436050,0.3271,12.904,12.5769
1_0,nbbo,1437,69905,14:49:36.1431289,14:49:36.1437520,0.6231,13.051,12.4279
1_5,trade,20,1415,14:49:36.1442039,14:49:36.1445560,0.3521,13.5661,13.214
1_4,trade,32,1994,14:49:36.1442740,14:49:36.1445670,0.293,13.5771,13.2841
1_2,trade,242,13747,14:49:36.1442420,14:49:36.1445810,0.339,13.5911,13.2521
1_6,trade,1,337,14:49:36.1442908,14:49:36.1445810,0.2902,13.5911,13.3009
1_3,trade,130,7296,14:49:36.1443690,14:49:36.1445910,0.222,13.6011,13.3791
1_1,trade,176,9905,14:49:36.1443940,14:49:36.1446100,0.216,13.6201,13.4041
1_0,trade,621,34736,14:49:36.1443139,14:49:36.1446700,0.3561,13.6801,13.324
1_4,nbbo,64,3397,14:49:36.3922080,14:49:36.3925090,0.301,60.4671,60.1661
1_5,nbbo,8,665,14:49:36.3921610,14:49:36.3925070,0.346,60.4651,60.1191
1_2,nbbo,193,9693,14:49:36.3921870,14:49:36.3925370,0.35,60.4951,60.1451
1_6,nbbo,4,467,14:49:36.3922219,14:49:36.3925380,0.3161,60.4961,60.18
1_1,nbbo,253,12719,14:49:36.3922958,14:49:36.3925410,0.2452,60.4991,60.2539
1_0,nbbo,711,34631,14:49:36.3922429,14:49:36.3925570,0.3141,60.5151,60.201
1_3,nbbo,211,10547,14:49:36.3922760,14:49:36.3925880,0.312,60.5461,60.2341
1_5,trade,14,1006,14:49:36.3929450,14:49:36.3932150,0.27,60.9281,60.6581
1_2,trade,117,6553,14:49:36.3929649,14:49:36.3932080,0.2431,60.9211,60.678
1_6,trade,2,405,14:49:36.3929980,14:49:36.3932300,0.232,60.9431,60.7111
1_4,trade,51,3101,14:49:36.3929849,14:49:36.3932330,0.2481,60.9461,60.698
1_0,trade,278,15599,14:49:36.3930119,14:49:36.3932390,0.2271,60.9521,60.725
1_1,trade,178,10214,14:49:36.3930570,14:49:36.3932810,0.224,60.9941,60.7701
1_3,trade,176,9833,14:49:36.3930371,14:49:36.3932840,0.2469,60.9971,60.7502
1_5,nbbo,18,1149,14:49:36.6454799,14:49:36.6461390,0.6591,11.0891,10.43
1_6,nbbo,4,471,14:49:36.6456049,14:49:36.6461420,0.5371,11.0921,10.555
1_7,nbbo,2,373,14:49:36.6458310,14:49:36.6461740,0.343,11.1241,10.7811
1_4,nbbo,181,9211,14:49:36.6455839,14:49:36.6461740,0.5901,11.1241,10.534
1_2,nbbo,707,34563,14:49:36.6455389,14:49:36.6462260,0.6871,11.1761,10.489
1_3,nbbo,355,17649,14:49:36.6458620,14:49:36.6462810,0.419,11.2311,10.8121
1_1,nbbo,707,35031,14:49:36.6459100,14:49:36.6463090,0.399,11.2591,10.8601
1_0,nbbo,5762,279909,14:49:36.6456679,14:49:36.6468120,1.1441,11.7621,10.618
1_5,trade,4,494,14:49:36.6467199,14:49:36.6469600,0.2401,107.4631,107.223
1_4,trade,22,1515,14:49:36.6467619,14:49:36.6470080,0.2461,107.5111,107.265
1_6,trade,1,349,14:49:36.6467740,14:49:36.6470130,0.239,107.5161,107.2771
1_2,trade,226,13012,14:49:36.6467399,14:49:36.6470190,0.2791,107.5221,107.243
1_7,trade,4,494,14:49:36.6468389,14:49:36.6470410,0.2021,107.5441,107.342
1_3,trade,50,3075,14:49:36.6468509,14:49:36.6470540,0.2031,107.5571,107.354
1_1,trade,162,9354,14:49:36.6468679,14:49:36.6470750,0.2071,107.5781,107.371
1_0,trade,900,53468,14:49:36.6467919,14:49:36.6471510,0.3591,107.6541,107.295
1_5,nbbo,31,1823,14:49:36.8926820,14:49:36.8931720,0.49,63.8891,63.3991
1_6,nbbo,9,719,14:49:36.8927819,14:49:36.8931870,0.4051,63.9041,63.499
1_2,nbbo,200,10025,14:49:36.8927229,14:49:36.8932120,0.4891,63.9291,63.44
1_4,nbbo,100,5209,14:49:36.8927580,14:49:36.8932160,0.458,63.9331,63.4751
1_3,nbbo,220,10979,14:49:36.8929110,14:49:36.8932200,0.309,63.9371,63.6281
1_7,nbbo,1,315,14:49:36.8928809,14:49:36.8932230,0.3421,63.9401,63.598
1_1,nbbo,299,15027,14:49:36.8929450,14:49:36.8932350,0.29,63.9521,63.6621
1_0,nbbo,1160,56589,14:49:36.8928179,14:49:36.8933940,0.5761,64.1111,63.535
1_5,trade,13,985,14:49:36.8939010,14:49:36.8943070,0.406,64.7881,64.3821
1_6,trade,7,693,14:49:36.8939929,14:49:36.8943220,0.3291,64.8031,64.474
1_2,trade,154,9099,14:49:36.8939339,14:49:36.8943200,0.3861,64.8011,64.415
1_4,trade,66,3888,14:49:36.8939700,14:49:36.8943280,0.358,64.8091,64.4511
1_7,trade,7,679,14:49:36.8940799,14:49:36.8943280,0.2481,64.8091,64.561
1_1,trade,157,9060,14:49:36.8941329,14:49:36.8943810,0.2481,64.8621,64.614
1_3,trade,193,10672,14:49:36.8941009,14:49:36.8943890,0.2881,64.8701,64.582
1_0,trade,621,34455,14:49:36.8940209,14:49:36.8944530,0.4321,64.9341,64.502
1_6,nbbo,1,315,14:49:37.1417340,14:49:37.1431260,1.392,12.932,11.54
1_7,nbbo,10,779,14:49:37.1418139,14:49:37.1431420,1.3281,12.948,11.6199
1_6,trade,1,339,14:49:37.1426101,14:49:37.1431510,0.5409,12.591,12.0501
1_5,nbbo,32,1865,14:49:37.1416579,14:49:37.1431510,1.4931,12.957,11.4639
1_2,nbbo,358,17557,14:49:37.1416889,14:49:37.1431550,1.4661,12.961,11.4949
1_4,nbbo,148,7549,14:49:37.1417189,14:49:37.1431550,1.4361,12.961,11.5249
1_5,trade,22,1472,14:49:37.1425439,14:49:37.1431580,0.6141,12.598,11.9839
1_4,trade,120,7256,14:49:37.1425930,14:49:37.1431590,0.566,12.599,12.033
1_3,nbbo,276,13731,14:49:37.1418360,14:49:37.1431610,1.325,12.967,11.642
1_1,nbbo,446,22447,14:49:37.1418620,14:49:37.1431740,1.312,12.98,11.668
1_7,trade,4,504,14:49:37.1426589,14:49:37.1431600,0.5011,12.6,12.0989
1_2,trade,157,9116,14:49:37.1425689,14:49:37.1431850,0.6161,12.625,12.0089
1_3,trade,201,11316,14:49:37.1426729,14:49:37.1432030,0.5301,12.643,12.1129
1_1,trade,306,17250,14:49:37.1426959,14:49:37.1432410,0.5451,12.681,12.1359
1_0,nbbo,1479,72241,14:49:37.1417609,14:49:37.1433080,1.5471,13.114,11.5669
1_0,trade,510,28414,14:49:37.1426269,14:49:37.1433980,0.7711,12.838,12.0669
1_5,nbbo,16,1053,14:49:37.3918029,14:49:37.3921180,0.3151,74.3361,74.021
1_2,nbbo,108,5529,14:49:37.3918229,14:49:37.3921050,0.2821,74.3231,74.041
1_4,nbbo,48,2621,14:49:37.3918389,14:49:37.3921540,0.3151,74.3721,74.057
1_0,nbbo,588,28755,14:49:37.3918680,14:49:37.3921540,0.286,74.3721,74.0861
1_6,nbbo,2,365,14:49:37.3918509,14:49:37.3921590,0.3081,74.3771,74.069
1_1,nbbo,198,10071,14:49:37.3919100,14:49:37.3921620,0.252,74.3801,74.1281
1_3,nbbo,159,8137,14:49:37.3918940,14:49:37.3921590,0.265,74.3771,74.1121
1_5,trade,14,1026,14:49:37.3922630,14:49:37.3924470,0.184,74.511,74.327
1_2,trade,45,2716,14:49:37.3922800,14:49:37.3924590,0.179,74.523,74.344
1_6,trade,2,394,14:49:37.3923039,14:49:37.3924620,0.1581,74.526,74.3679
1_7,trade,1,341,14:49:37.3923320,14:49:37.3924880,0.156,74.552,74.396
1_0,trade,170,9586,14:49:37.3923160,14:49:37.3924920,0.176,74.556,74.38
1_4,trade,20,1401,14:49:37.3922940,14:49:37.3925040,0.21,74.568,74.358
1_3,trade,75,4688,14:49:37.3923430,14:49:37.3925050,0.162,74.569,74.407
1_1,trade,82,4801,14:49:37.3923559,14:49:37.3925110,0.1551,74.575,74.4199
1_4,nbbo,141,7143,14:49:37.6433120,14:49:37.6438040,0.492,14.3761,13.8841
1_5,nbbo,37,2099,14:49:37.6432280,14:49:37.6438070,0.579,14.3791,13.8001
1_6,nbbo,6,559,14:49:37.6433469,14:49:37.6438510,0.5041,14.4231,13.919
1_1,nbbo,431,21487,14:49:37.6435880,14:49:37.6438750,0.287,14.4471,14.1601
1_3,nbbo,357,17743,14:49:37.6435469,14:49:37.6438800,0.3331,14.4521,14.119
1_7,nbbo,2,373,14:49:37.6435189,14:49:37.6438810,0.3621,14.4531,14.091
1_2,nbbo,459,22633,14:49:37.6432760,14:49:37.6438770,0.601,14.4491,13.8481
1_0,nbbo,3974,193047,14:49:37.6433990,14:49:37.6442880,0.889,14.8601,13.9711
1_5,trade,19,1327,14:49:37.6444149,14:49:37.6446990,0.2841,14.9541,14.67
1_2,trade,233,13414,14:49:37.6444370,14:49:37.6447140,0.277,14.9691,14.6921
1_6,trade,4,504,14:49:37.6444810,14:49:37.6447180,0.237,14.9731,14.7361
1_4,trade,70,4047,14:49:37.6444630,14:49:37.6447200,0.257,14.9751,14.7181
1_7,trade,2,428,14:49:37.6445419,14:49:37.6447340,0.1921,14.9891,14.797
1_3,trade,180,10210,14:49:37.6445560,14:49:37.6447660,0.21,15.0211,14.8111
1_1,trade,98,5676,14:49:37.6445809,14:49:37.6447710,0.1901,15.0261,14.836
1_0,trade,740,41156,14:49:37.6445000,14:49:37.6448430,0.343,15.0981,14.7551
1_5,nbbo,58,3161,14:49:37.8924879,14:49:37.8929370,0.4491,63.3611,62.912
1_6,nbbo,2,369,14:49:37.8925809,14:49:37.8929490,0.3681,63.3731,63.005
1_7,nbbo,1,315,14:49:37.8926610,14:49:37.8929730,0.312,63.3971,63.0851
1_1,nbbo,203,10285,14:49:37.8927160,14:49:37.8929670,0.251,63.3911,63.1401
1_2,nbbo,169,8517,14:49:37.8925250,14:49:37.8929790,0.454,63.4031,62.9491
1_3,nbbo,166,8393,14:49:37.8926879,14:49:37.8929860,0.2981,63.4101,63.112
1_4,nbbo,116,6049,14:49:37.8925579,14:49:37.8929810,0.4231,63.4051,62.982
1_0,nbbo,788,38575,14:49:37.8926109,14:49:37.8930510,0.4401,63.4751,63.035
1_5,trade,26,1661,14:49:37.8933419,14:49:37.8936510,0.3091,63.9191,63.61
1_2,trade,82,4866,14:49:37.8933709,14:49:37.8936640,0.2931,63.9321,63.639
1_6,trade,6,616,14:49:37.8934289,14:49:37.8936680,0.2391,63.9361,63.697
1_4,trade,72,4253,14:49:37.8934079,14:49:37.8937060,0.2981,63.9741,63.676
1_0,trade,188,10764,14:49:37.8934499,14:49:37.8937210,0.2711,63.9891,63.718
1_1,trade,110,6215,14:49:37.8935200,14:49:37.8937290,0.209,63.9971,63.7881
1_7,trade,1,339,14:49:37.8934780,14:49:37.8937620,0.284,64.0301,63.7461
1_3,trade,86,5179,14:49:37.8934960,14:49:37.8937770,0.281,64.0451,63.7641
1_5,nbbo,42,2389,14:49:38.1415109,14:49:38.1428870,1.3761,7.6351,6.259
1_4,nbbo,163,8363,14:49:38.1415729,14:49:38.1428960,1.3231,7.6441,6.321
1_7,nbbo,5,527,14:49:38.1416610,14:49:38.1429030,1.242,7.6511,6.4091
1_3,nbbo,157,7979,14:49:38.1416810,14:49:38.1429190,1.238,7.6671,6.4291
1_6,nbbo,2,363,14:49:38.1415920,14:49:38.1429200,1.328,7.6681,6.3401
1_2,nbbo,197,9849,14:49:38.1415439,14:49:38.1429200,1.3761,7.6681,6.292
1_2,trade,117,6490,14:49:38.1422659,14:49:38.1429230,0.6571,7.393,6.7359
1_4,trade,116,6511,14:49:38.1422879,14:49:38.1429240,0.6361,7.394,6.7579
1_7,trade,14,1109,14:49:38.1423540,14:49:38.1429270,0.573,7.397,6.824
1_3,trade,90,5212,14:49:38.1423699,14:49:38.1429250,0.5551,7.395,6.8399
1_1,nbbo,345,17377,14:49:38.1417049,14:49:38.1429280,1.2231,7.6761,6.453
1_6,trade,8,716,14:49:38.1423060,14:49:38.1429300,0.624,7.4,6.776
1_5,trade,52,3345,14:49:38.1422459,14:49:38.1429310,0.6851,7.401,6.7159
1_1,trade,171,10080,14:49:38.1423890,14:49:38.1429530,0.564,7.423,6.859
1_0,nbbo,997,48631,14:49:38.1416170,14:49:38.1429870,1.37,7.7351,6.3651
1_0,trade,369,20433,14:49:38.1423229,14:49:38.1430690,0.7461,7.539,6.7929
1_5,nbbo,20,1261,14:49:38.3929820,14:49:38.3935710,0.589,60.28,59.691
1_2,nbbo,186,9273,14:49:38.3930319,14:49:38.3936170,0.5851,60.326,59.7409
1_4,nbbo,115,5919,14:49:38.3930749,14:49:38.3936230,0.5481,60.332,59.7839
1_3,nbbo,139,7093,14:49:38.3932349,14:49:38.3936300,0.3951,60.339,59.9439
1_6,nbbo,1,317,14:49:38.3931019,14:49:38.3936350,0.5331,60.344,59.8109
1_1,nbbo,408,20513,14:49:38.3932729,14:49:38.3937630,0.4901,60.472,59.9819
1_0,nbbo,1144,55747,14:49:38.3931459,14:49:38.3939790,0.8331,60.688,59.8549
1_5,trade,14,1091,14:49:38.3945899,14:49:38.3949930,0.4031,61.4869,61.0838
1_6,trade,2,388,14:49:38.3947010,14:49:38.3950220,0.321,61.5159,61.1949
1_2,trade,92,5671,14:49:38.3946329,14:49:38.3950490,0.4161,61.5429,61.1268
1_3,trade,102,6494,14:49:38.3947960,14:49:38.3950560,0.26,61.5499,61.2899
1_4,trade,96,5627,14:49:38.3946710,14:49:38.3950430,0.372,61.5369,61.1649
1_1,trade,203,12036,14:49:38.3948299,14:49:38.3950840,0.2541,61.5779,61.3238
1_0,trade,485,28500,14:49:38.3947309,14:49:38.3951570,0.4261,61.6509,61.2248
1_2,nbbo,271,13497,14:49:38.6428020,14:49:38.6433310,0.529,99.6791,99.1501
1_3,nbbo,191,9715,14:49:38.6429680,14:49:38.6433760,0.408,99.7241,99.3161
1_7,nbbo,1,319,14:49:38.6429460,14:49:38.6433430,0.397,99.6911,99.2941
1_4,nbbo,92,4835,14:49:38.6428320,14:49:38.6433890,0.557,99.7371,99.1801
1_6,nbbo,1,315,14:49:38.6428549,14:49:38.6433950,0.5401,99.7431,99.203
1_5,nbbo,43,2413,14:49:38.6427619,14:49:38.6433820,0.6201,99.7301,99.11
