Connection#,Topic,Count,Size (Bytes),Publish Time (UTC),Log Time (UTC),Travel Elapsed (ms),E2E Elapsed (ms),MDS Elapsed (ms)
1_2,trade,634,35156,14:46:35.3938139,14:46:35.3962480,2.4341,69.1351,66.701
1_3,trade,380,22069,14:46:35.3939370,14:46:35.3962580,2.321,69.1451,66.8241
1_1,trade,434,24479,14:46:35.3939609,14:46:35.3962750,2.3141,69.1621,66.848
1_0,nbbo,4553,221673,14:46:35.3926489,14:46:35.3962770,3.6281,69.772,66.1439
1_0,trade,1403,78215,14:46:35.3938800,14:46:35.3964540,2.574,69.3411,66.7671
1_4,nbbo,147,7533,14:46:35.6426889,14:46:35.6430290,0.3401,23.395,23.0549
1_2,nbbo,249,12447,14:46:35.6426610,14:46:35.6430420,0.381,23.408,23.027
1_1,nbbo,377,18931,14:46:35.6428081,14:46:35.6430720,0.2639,23.438,23.1741
1_3,nbbo,149,7593,14:46:35.6427829,14:46:35.6430750,0.2921,23.441,23.1489
1_0,nbbo,2137,104533,14:46:35.6427199,14:46:35.6432640,0.5441,23.63,23.0859
1_2,trade,239,13467,14:46:35.6436920,14:46:35.6440740,0.382,24.233,23.851
1_3,trade,476,26822,14:46:35.6437949,14:46:35.6440810,0.2861,24.24,23.9539
1_4,trade,110,7306,14:46:35.6437199,14:46:35.6440590,0.3391,24.218,23.8789
1_0,trade,994,57188,14:46:35.6437440,14:46:35.6441110,0.367,24.27,23.903
1_1,trade,538,30777,14:46:35.6438250,14:46:35.6441120,0.287,24.271,23.984
1_4,nbbo,610,30407,14:46:35.8956579,14:46:35.8999520,4.2941,76.7891,72.495
1_2,nbbo,1215,59303,14:46:35.8955869,14:46:35.8999850,4.3981,76.8221,72.424
1_5,trade,2,388,14:46:35.8981849,14:46:35.8999820,1.7971,74.6481,72.851
1_3,nbbo,1130,55455,14:46:35.8959659,14:46:35.9000600,4.0941,76.8971,72.803
1_4,trade,692,41319,14:46:35.8982960,14:46:35.9000640,1.768,74.7301,72.9621
1_2,trade,1262,71423,14:46:35.8982189,14:46:35.9001400,1.9211,74.8061,72.885
1_1,nbbo,2038,100967,14:46:35.8960360,14:46:35.9001630,4.127,77.0001,72.8731
1_3,trade,1042,60289,14:46:35.8985000,14:46:35.9001910,1.691,74.8571,73.1661
1_1,trade,1403,80273,14:46:35.8985620,14:46:35.9003410,1.779,75.0071,73.2281
1_0,nbbo,7202,349693,14:46:35.8957570,14:46:35.9006950,4.938,77.5321,72.5941
1_0,trade,3349,189400,14:46:35.8983601,14:46:35.9010760,2.7159,75.7421,73.0262
1_4,nbbo,2741,135485,14:46:36.1508759,14:46:36.1525680,1.6921,24.5051,22.813
1_2,nbbo,6187,300405,14:46:36.1506269,14:46:36.1528070,2.1801,24.7441,22.564
1_5,trade,13,997,14:46:36.1549290,14:46:36.1587430,3.814,130.24,126.426
1_7,trade,1,339,14:46:36.1553200,14:46:36.1587680,3.448,130.265,126.817
1_6,trade,2,394,14:46:36.1551079,14:46:36.1587810,3.6731,130.278,126.6049
1_3,nbbo,3672,179929,14:46:36.1518100,14:46:36.1588360,7.026,30.7731,23.7471
1_4,trade,1313,76390,14:46:36.1550660,14:46:36.1589310,3.865,130.428,126.563
1_2,trade,2136,118123,14:46:36.1549689,14:46:36.1589830,4.0141,130.48,126.4659
1_3,trade,1643,95769,14:46:36.1553499,14:46:36.1590390,3.6891,130.536,126.8469
1_1,nbbo,5784,285219,14:46:36.1519659,14:46:36.1590510,7.0851,30.9881,23.903
1_1,trade,2045,116115,14:46:36.1554350,14:46:36.1592580,3.823,130.755,126.932
1_0,nbbo,24740,1200333,14:46:36.1511510,14:46:36.1605400,9.389,32.4771,23.0881
1_0,trade,5796,322155,14:46:36.1551619,14:46:36.1610650,5.9031,132.562,126.6589
1_5,trade,6,592,14:46:36.3988920,14:46:36.4034270,4.535,79.7712,75.2362
1_6,trade,2,384,14:46:36.3990279,14:46:36.4034270,4.3991,79.7712,75.3721
1_7,trade,1,337,14:46:36.3991889,14:46:36.4034480,4.2591,79.7922,75.5331
1_4,nbbo,527,26307,14:46:36.3961879,14:46:36.4034510,7.2631,80.4071,73.144
1_3,nbbo,770,37977,14:46:36.3966850,14:46:36.4035430,6.858,80.4991,73.6411
1_2,nbbo,1463,71251,14:46:36.3960939,14:46:36.4035900,7.4961,80.5461,73.05
1_4,trade,459,26106,14:46:36.3989980,14:46:36.4035950,4.597,79.9392,75.3422
1_1,nbbo,1797,88535,14:46:36.3967819,14:46:36.4036560,6.8741,80.6121,73.738
1_3,trade,1118,63091,14:46:36.3992159,14:46:36.4037220,4.5061,80.0662,75.5601
1_2,trade,1282,69247,14:46:36.3989270,14:46:36.4038450,4.918,80.1892,75.2712
1_1,trade,1196,67795,14:46:36.3992789,14:46:36.4038970,4.6181,80.2412,75.6231
1_0,nbbo,10824,526499,14:46:36.3963249,14:46:36.4050590,8.7341,82.0151,73.281
1_0,trade,3191,177981,14:46:36.3990670,14:46:36.4055620,6.495,81.9062,75.4112
1_4,nbbo,549,27357,14:46:36.6462000,14:46:36.6469300,0.73,18.529,17.799
1_5,trade,2,382,14:46:36.6469809,14:46:36.6471270,0.1461,126.6201,126.474
1_3,nbbo,638,31359,14:46:36.6465799,14:46:36.6471330,0.5531,18.732,18.1789
1_4,trade,26,1786,14:46:36.6470059,14:46:36.6472000,0.1941,126.6931,126.499
1_3,trade,38,2275,14:46:36.6470269,14:46:36.6471920,0.1651,126.6851,126.52
1_2,nbbo,1480,72111,14:46:36.6461390,14:46:36.6472060,1.067,18.805,17.738
1_1,nbbo,1363,67527,14:46:36.6466370,14:46:36.6472080,0.571,18.807,18.236
1_1,trade,46,2885,14:46:36.6470489,14:46:36.6472180,0.1691,126.7111,126.542
1_2,trade,96,5401,14:46:36.6469940,14:46:36.6472360,0.242,126.7291,126.4871
1_0,nbbo,11224,545545,14:46:36.6463029,14:46:36.6522120,5.9091,23.811,17.9019
1_0,trade,133,7391,14:46:36.6470150,14:46:36.6522370,5.222,131.7301,126.5081
1_5,nbbo,54,2953,14:46:36.9003929,14:46:36.9019720,1.5791,81.714,80.1349
1_4,nbbo,1145,56917,14:46:36.9006920,14:46:36.9020740,1.382,81.816,80.434
1_2,nbbo,3910,190391,14:46:36.9005400,14:46:36.9025320,1.992,82.274,80.282
1_3,nbbo,2131,104477,14:46:36.9015479,14:46:36.9025270,0.9791,82.269,81.2899
1_1,nbbo,4413,217847,14:46:36.9016820,14:46:36.9027660,1.084,82.508,81.424
1_0,nbbo,22938,1115499,14:46:36.9009250,14:46:36.9047980,3.873,84.54,80.667
1_5,trade,25,1602,14:46:36.9053199,14:46:36.9061490,0.8291,85.1571,84.328
1_6,trade,7,659,14:46:36.9055050,14:46:36.9062100,0.705,85.2181,84.5131
1_4,trade,691,39757,14:46:36.9054649,14:46:36.9168800,11.4151,95.8881,84.473
1_7,trade,3,468,14:46:36.9058740,14:46:36.9063530,0.479,85.3611,84.8821
1_3,trade,1074,60396,14:46:36.9059189,14:46:36.9169700,11.0511,95.9781,84.927
1_2,trade,1965,109240,14:46:36.9053680,14:46:36.9169850,11.617,95.9931,84.3761
1_1,trade,1808,103468,14:46:36.9059860,14:46:36.9170870,11.101,96.0951,84.9941
1_0,trade,8168,474625,14:46:36.9055769,14:46:36.9175880,12.0111,96.5961,84.585
1_5,nbbo,24,1479,14:46:37.1428699,14:46:37.1432920,0.4221,22.784,22.3619
1_5,trade,10,845,14:46:37.1437709,14:46:37.1440330,0.2621,23.2441,22.982
1_3,nbbo,444,22021,14:46:37.1430799,14:46:37.1440380,0.9581,23.53,22.5719
1_4,nbbo,328,16453,14:46:37.1429389,14:46:37.1440460,1.1071,23.538,22.4309
1_3,trade,128,7568,14:46:37.1438830,14:46:37.1440480,0.165,23.2591,23.0941
1_1,nbbo,725,35941,14:46:37.1431099,14:46:37.1440490,0.9391,23.541,22.6019
1_6,trade,3,466,14:46:37.1438299,14:46:37.1440810,0.2511,23.2921,23.041
1_4,trade,147,8785,14:46:37.1438150,14:46:37.1440840,0.269,23.2951,23.0261
1_2,nbbo,715,35117,14:46:37.1429000,14:46:37.1440870,1.187,23.579,22.392
1_1,trade,359,20168,14:46:37.1439010,14:46:37.1441170,0.216,23.3281,23.1121
1_2,trade,283,15960,14:46:37.1437899,14:46:37.1441340,0.3441,23.3451,23.001
1_0,nbbo,2865,139427,14:46:37.1429809,14:46:37.1465870,3.6061,26.079,22.4729
1_0,trade,715,40425,14:46:37.1438460,14:46:37.1466940,2.848,25.9051,23.0571
1_5,nbbo,28,1657,14:46:37.3927170,14:46:37.3932110,0.494,72.858,72.364
1_2,nbbo,473,23409,14:46:37.3927480,14:46:37.3932250,0.477,72.872,72.395
1_4,nbbo,166,8481,14:46:37.3927819,14:46:37.3932040,0.4221,72.851,72.4289
1_1,nbbo,290,14579,14:46:37.3929489,14:46:37.3932590,0.3101,72.906,72.5959
1_3,nbbo,314,15449,14:46:37.3929160,14:46:37.3933200,0.404,72.967,72.563
1_0,nbbo,2097,102051,14:46:37.3928199,14:46:37.3935190,0.6991,73.166,72.4669
1_5,trade,41,2443,14:46:37.3936369,14:46:37.3938910,0.2541,73.331,73.0769
1_4,trade,138,8673,14:46:37.3936810,14:46:37.3939430,0.262,73.383,73.121
1_2,trade,152,8396,14:46:37.3936600,14:46:37.3939480,0.288,73.388,73.1
1_3,trade,104,6094,14:46:37.3937369,14:46:37.3939630,0.2261,73.403,73.1769
1_1,trade,147,8456,14:46:37.3937550,14:46:37.3939700,0.215,73.41,73.195
1_0,trade,459,25509,14:46:37.3937030,14:46:37.3940120,0.309,73.452,73.143
1_5,nbbo,51,2805,14:46:37.6448049,14:46:37.6455310,0.7261,21.9651,21.239
1_4,nbbo,359,17917,14:46:37.6449290,14:46:37.6455610,0.632,21.9951,21.3631
1_6,trade,2,386,14:46:37.6465780,14:46:37.6490270,2.449,25.044,22.595
1_5,trade,21,1505,14:46:37.6465009,14:46:37.6490360,2.5351,25.053,22.5179
1_7,trade,2,409,14:46:37.6466840,14:46:37.6490390,2.355,25.056,22.701
1_3,nbbo,785,38589,14:46:37.6452779,14:46:37.6490470,3.7691,25.4811,21.712
1_2,nbbo,1389,67795,14:46:37.6448690,14:46:37.6490500,4.181,25.4841,21.3031
1_4,trade,211,12506,14:46:37.6465610,14:46:37.6490630,2.502,25.08,22.578
1_3,trade,270,16251,14:46:37.6467019,14:46:37.6491160,2.4141,25.133,22.7189
1_2,trade,540,31168,14:46:37.6465250,14:46:37.6491450,2.62,25.162,22.542
1_1,nbbo,1437,70867,14:46:37.6453489,14:46:37.6491550,3.8061,25.5891,21.783
1_1,trade,333,19629,14:46:37.6467290,14:46:37.6492150,2.486,25.232,22.746
1_0,nbbo,10225,497657,14:46:37.6450240,14:46:37.6500450,5.021,26.4791,21.4581
1_0,trade,1991,114786,14:46:37.6466019,14:46:37.6502830,3.6811,26.3,22.6189
1_5,nbbo,20,1263,14:46:37.8926779,14:46:37.8930460,0.3681,69.071,68.7029
1_4,nbbo,108,5529,14:46:37.8927359,14:46:37.8930730,0.3371,69.098,68.7609
1_3,nbbo,214,10695,14:46:37.8928660,14:46:37.8930830,0.217,69.108,68.891
1_2,nbbo,570,27879,14:46:37.8927099,14:46:37.8931120,0.4021,69.137,68.7349
1_1,nbbo,545,27155,14:46:37.8928930,14:46:37.8931770,0.284,69.202,68.918
1_0,nbbo,3922,190907,14:46:37.8927750,14:46:37.8934600,0.685,69.485,68.8
1_5,trade,12,933,14:46:37.8935119,14:46:37.8937260,0.2141,69.207,68.9929
1_4,trade,51,3281,14:46:37.8935399,14:46:37.8937330,0.1931,69.214,69.0209
1_6,trade,2,378,14:46:37.8935490,14:46:37.8937400,0.191,69.221,69.03
1_2,trade,144,8036,14:46:37.8935260,14:46:37.8937390,0.213,69.22,69.007
1_3,trade,111,6685,14:46:37.8936029,14:46:37.8937740,0.1711,69.255,69.0839
1_1,trade,152,8719,14:46:37.8936170,14:46:37.8937840,0.167,69.265,69.098
1_0,trade,931,56245,14:46:37.8935629,14:46:37.8938650,0.3021,69.346,69.0439
1_5,nbbo,130,6757,14:46:38.1443819,14:46:38.1451000,0.7181,18.4981,17.78
1_4,nbbo,365,18183,14:46:38.1445020,14:46:38.1451010,0.599,18.4991,17.9001
1_2,nbbo,1079,52541,14:46:38.1444429,14:46:38.1451700,0.7271,18.5681,17.841
1_3,nbbo,536,26477,14:46:38.1447659,14:46:38.1451770,0.4111,18.5751,18.164
1_1,nbbo,972,47907,14:46:38.1448259,14:46:38.1452930,0.4671,18.6911,18.224
1_7,trade,1,339,14:46:38.1459179,14:46:38.1492500,3.3321,22.23,18.8979
1_6,trade,3,458,14:46:38.1458620,14:46:38.1492580,3.396,22.238,18.842
1_5,trade,38,2347,14:46:38.1457899,14:46:38.1492690,3.4791,22.249,18.7699
1_3,trade,128,7159,14:46:38.1459331,14:46:38.1492820,3.3489,22.262,18.9131
1_4,trade,268,15346,14:46:38.1458399,14:46:38.1492880,3.4481,22.268,18.8199
1_0,nbbo,6017,292375,14:46:38.1445770,14:46:38.1492940,4.717,22.6921,17.9751
1_1,trade,204,11617,14:46:38.1459541,14:46:38.1492950,3.3409,22.275,18.9341
1_2,trade,338,18065,14:46:38.1458129,14:46:38.1492970,3.4841,22.277,18.7929
1_0,trade,771,42368,14:46:38.1458800,14:46:38.1494000,3.52,22.38,18.86
1_5,nbbo,28,1659,14:46:38.3936029,14:46:38.3941350,0.5321,61.8072,61.2751
1_4,nbbo,197,9965,14:46:38.3936881,14:46:38.3941650,0.4769,61.8372,61.3603
1_3,nbbo,436,21643,14:46:38.3939069,14:46:38.3942430,0.3361,61.9152,61.5791
1_2,nbbo,790,38787,14:46:38.3936479,14:46:38.3942640,0.6161,61.9362,61.3201
1_1,nbbo,885,43689,14:46:38.3939530,14:46:38.3942690,0.316,61.9412,61.6252
1_0,nbbo,6277,305075,14:46:38.3937479,14:46:38.3948000,1.0521,62.4722,61.4201
1_5,trade,31,2105,14:46:38.3946329,14:46:38.3948200,0.1871,61.9811,61.794
1_4,trade,59,3506,14:46:38.3946680,14:46:38.3948370,0.169,61.9981,61.8291
1_7,trade,1,337,14:46:38.3947099,14:46:38.3948460,0.1361,62.0071,61.871
1_2,trade,207,11668,14:46:38.3946500,14:46:38.3948530,0.203,62.0141,61.8111
1_3,trade,125,7205,14:46:38.3947220,14:46:38.3948790,0.157,62.0401,61.8831
1_1,trade,271,15579,14:46:38.3947370,14:46:38.3949080,0.171,62.0691,61.8981
1_0,trade,601,33672,14:46:38.3946829,14:46:38.3949250,0.2421,62.0861,61.844
1_5,nbbo,87,4611,14:46:38.6432189,14:46:38.6437560,0.5371,17.9611,17.424
1_4,nbbo,281,14109,14:46:38.6433209,14:46:38.6437800,0.4591,17.9851,17.526
1_3,nbbo,481,23917,14:46:38.6434959,14:46:38.6437980,0.3021,18.0031,17.701
1_2,nbbo,669,32795,14:46:38.6432779,14:46:38.6438190,0.5411,18.0241,17.483
1_1,nbbo,897,44513,14:46:38.6435339,14:46:38.6439010,0.3671,18.1061,17.739
1_0,nbbo,3882,189893,14:46:38.6433739,14:46:38.6442950,0.9211,18.5001,17.579
1_7,trade,2,384,14:46:38.6447080,14:46:38.6448950,0.187,18.6241,18.4371
1_6,trade,1,335,14:46:38.6446389,14:46:38.6449110,0.2721,18.6401,18.368
1_4,trade,235,13668,14:46:38.6446180,14:46:38.6449150,0.297,18.6441,18.3471
1_5,trade,126,7756,14:46:38.6445529,14:46:38.6449160,0.3631,18.6451,18.282
1_2,trade,314,17300,14:46:38.6445820,14:46:38.6449230,0.341,18.6521,18.3111
1_3,trade,269,15144,14:46:38.6447290,14:46:38.6449630,0.234,18.6921,18.4581
1_1,trade,449,25620,14:46:38.6447580,14:46:38.6449780,0.22,18.7071,18.4871
1_0,trade,849,48260,14:46:38.6446599,14:46:38.6450170,0.3571,18.7461,18.389
1_2,nbbo,226,11295,14:46:38.8918129,14:46:38.8920810,0.2681,64.6851,64.417
1_4,nbbo,67,3589,14:46:38.8918280,14:46:38.8920820,0.254,64.6861,64.4321
1_5,nbbo,61,3307,14:46:38.8917969,14:46:38.8921090,0.3121,64.7131,64.401
1_1,nbbo,251,12673,14:46:38.8918890,14:46:38.8921100,0.221,64.7141,64.4931
1_3,nbbo,217,10855,14:46:38.8918740,14:46:38.8921120,0.238,64.7161,64.4781
1_0,nbbo,989,48423,14:46:38.8918439,14:46:38.8921540,0.3101,64.7581,64.448
1_6,trade,2,386,14:46:38.8922150,14:46:38.8923410,0.126,64.7751,64.6491
1_4,trade,34,2132,14:46:38.8922070,14:46:38.8923480,0.141,64.7821,64.6411
1_2,trade,100,5560,14:46:38.8921949,14:46:38.8923500,0.1551,64.7841,64.629
1_5,trade,59,3672,14:46:38.8921810,14:46:38.8923460,0.165,64.7801,64.6151
1_3,trade,86,4989,14:46:38.8922379,14:46:38.8923600,0.1221,64.7941,64.672
1_0,trade,226,12372,14:46:38.8922239,14:46:38.8923680,0.1441,64.8021,64.658
1_1,trade,129,7329,14:46:38.8922480,14:46:38.8923830,0.135,64.8171,64.6821
1_4,nbbo,77,4061,14:46:39.1527050,14:46:39.1693070,16.602,136.9461,120.3441
1_0,nbbo,1462,71129,14:46:39.1527270,14:46:39.1694650,16.738,137.1041,120.3661
1_5,nbbo,17,1121,14:46:39.1523890,14:46:39.1694750,17.086,137.1141,120.0281
1_3,nbbo,326,16235,14:46:39.1527960,14:46:39.1694770,16.681,137.1161,120.4351
1_1,nbbo,306,15339,14:46:39.1528170,14:46:39.1694780,16.661,137.1171,120.4561
1_0,trade,384,21568,14:46:39.1656020,14:46:39.1694810,3.879,135.0671,131.1881
1_3,trade,265,15603,14:46:39.1660799,14:46:39.1695440,3.4641,135.1301,131.666
1_4,trade,36,2246,14:46:39.1655389,14:46:39.1695810,4.0421,135.1671,131.125
1_2,nbbo,398,19653,14:46:39.1526809,14:46:39.1696030,16.9221,137.2421,120.32
1_2,trade,133,7592,14:46:39.1655239,14:46:39.1696070,4.0831,135.1931,131.11
1_1,trade,173,9597,14:46:39.1662100,14:46:39.1696090,3.399,135.1951,131.7961
1_6,trade,2,388,14:46:39.1655479,14:46:39.1697050,4.1571,135.2911,131.134
1_5,trade,9,782,14:46:39.1655069,14:46:39.1697140,4.2071,135.3001,131.093
1_5,nbbo,169,8685,14:46:39.3940120,14:46:39.3946110,0.599,74.483,73.884
1_4,nbbo,229,11553,14:46:39.3941149,14:46:39.3946110,0.4961,74.483,73.9869
1_2,nbbo,1138,55789,14:46:39.3940679,14:46:39.3946810,0.6131,74.553,73.9399
1_3,nbbo,703,34587,14:46:39.3943709,14:46:39.3947360,0.3651,74.608,74.2429
1_1,nbbo,1028,51039,14:46:39.3944270,14:46:39.3947680,0.341,74.64,74.299
1_0,nbbo,7314,356541,14:46:39.3941839,14:46:39.3953740,1.1901,75.246,74.0559
1_5,trade,74,4558,14:46:39.3953190,14:46:39.3956080,0.289,75.197,74.908
1_4,trade,170,9710,14:46:39.3953759,14:46:39.3956190,0.2431,75.208,74.9649
1_7,trade,1,339,14:46:39.3954539,14:46:39.3956350,0.1811,75.224,75.0429
1_2,trade,423,24354,14:46:39.3953439,14:46:39.3956460,0.3021,75.235,74.9329
1_1,trade,367,21341,14:46:39.3954949,14:46:39.3957050,0.2101,75.294,75.0839
1_3,trade,347,19765,14:46:39.3954691,14:46:39.3957130,0.2439,75.302,75.0581
1_0,trade,1270,70713,14:46:39.3954019,14:46:39.3957700,0.3681,75.359,74.9909
1_2,nbbo,523,25671,14:46:39.6426101,14:46:39.6429880,0.3779,19.6651,19.2872
1_1,nbbo,446,22221,14:46:39.6427740,14:46:39.6430140,0.24,19.6911,19.4511
1_5,nbbo,107,5669,14:46:39.6425729,14:46:39.6430160,0.4431,19.6931,19.25
1_3,nbbo,467,23177,14:46:39.6427459,14:46:39.6430190,0.2731,19.6961,19.423
1_4,nbbo,217,10953,14:46:39.6426370,14:46:39.6429880,0.351,19.6651,19.3141
1_0,nbbo,3028,147365,14:46:39.6426710,14:46:39.6432080,0.537,19.8851,19.3481
1_5,trade,108,6647,14:46:39.6435430,14:46:39.6437990,0.256,20.263,20.007
1_6,trade,2,394,14:46:39.6435930,14:46:39.6438140,0.221,20.278,20.057
1_4,trade,122,7139,14:46:39.6435810,14:46:39.6438170,0.236,20.281,20.045
1_7,trade,2,411,14:46:39.6436330,14:46:39.6438480,0.215,20.312,20.097
1_2,trade,263,15002,14:46:39.6435620,14:46:39.6438560,0.294,20.32,20.026
1_3,trade,229,13412,14:46:39.6436430,14:46:39.6438600,0.217,20.324,20.107
1_1,trade,191,10945,14:46:39.6436619,14:46:39.6438750,0.2131,20.339,20.1259
1_0,trade,727,39708,14:46:39.6436059,14:46:39.6438900,0.2841,20.354,20.0699
1_5,nbbo,17,1109,14:46:39.8918460,14:46:39.8920850,0.239,73.5161,73.2771
1_3,nbbo,214,10745,14:46:39.8919179,14:46:39.8920960,0.1781,73.5271,73.349
1_2,nbbo,243,11935,14:46:39.8918630,14:46:39.8921160,0.253,73.5471,73.2941
1_1,nbbo,264,13339,14:46:39.8919310,14:46:39.8921190,0.188,73.5501,73.3621
1_0,nbbo,827,40525,14:46:39.8918929,14:46:39.8921210,0.2281,73.5521,73.324
1_4,nbbo,61,3279,14:46:39.8918780,14:46:39.8921230,0.245,73.5541,73.3091
1_6,trade,1,337,14:46:39.8923630,14:46:39.8925390,0.176,73.7661,73.5901
1_3,trade,90,5411,14:46:39.8923850,14:46:39.8925470,0.162,73.7741,73.6121
1_4,trade,53,3207,14:46:39.8923549,14:46:39.8925500,0.1951,73.7771,73.582
1_5,trade,24,1500,14:46:39.8923330,14:46:39.8925510,0.218,73.7781,73.5601
1_0,trade,239,12858,14:46:39.8923719,14:46:39.8925550,0.1831,73.7821,73.599
1_2,trade,110,6212,14:46:39.8923430,14:46:39.8925520,0.209,73.7791,73.5701
1_1,trade,128,7458,14:46:39.8923959,14:46:39.8925650,0.1691,73.7921,73.623
