Connection#,Topic,Count,Size (Bytes),Publish Time (UTC),Log Time (UTC),Travel Elapsed (ms),E2E Elapsed (ms),MDS Elapsed (ms)
1_1,trade,638,35676,15:40:07.3945279,15:40:07.3983820,3.8541,94.8851,91.031
1_0,trade,1284,72624,15:40:07.3944379,15:40:07.3983930,3.9551,94.8961,90.941
1_4,nbbo,508,25307,15:40:07.6441440,15:40:07.6447920,0.648,81.0611,80.4131
1_3,nbbo,899,44299,15:40:07.6444699,15:40:07.6448650,0.3951,81.1341,80.739
1_1,nbbo,1596,78497,15:40:07.6444080,15:40:07.6449200,0.512,81.1891,80.6771
1_2,nbbo,1682,81539,15:40:07.6445159,15:40:07.6449510,0.4351,81.2201,80.785
1_0,nbbo,7859,382617,15:40:07.6442180,15:40:07.6454550,1.237,81.7241,80.4871
1_4,trade,341,20448,15:40:07.6460340,15:40:07.6464340,0.4,80.6621,80.2621
1_5,trade,3,441,15:40:07.6461639,15:40:07.6464410,0.2771,80.6691,80.392
1_6,trade,2,382,15:40:07.6461529,15:40:07.6464470,0.2941,80.6751,80.381
1_3,trade,602,35332,15:40:07.6462239,15:40:07.6465890,0.3651,80.8171,80.452
1_1,trade,781,44355,15:40:07.6461820,15:40:07.6466080,0.426,80.8361,80.4101
1_2,trade,1004,56282,15:40:07.6462589,15:40:07.6466470,0.3881,80.8751,80.487
1_0,trade,2345,133332,15:40:07.6460729,15:40:07.6467570,0.6841,80.9851,80.301
1_4,nbbo,152,7799,15:40:07.8928210,15:40:07.8933040,0.483,85.431,84.948
1_2,nbbo,260,13029,15:40:07.8929730,15:40:07.8933340,0.361,85.461,85.1
1_1,nbbo,303,15255,15:40:07.8929259,15:40:07.8933200,0.3941,85.447,85.0529
1_3,nbbo,139,7083,15:40:07.8929500,15:40:07.8933480,0.398,85.475,85.077
1_0,nbbo,1841,90005,15:40:07.8928580,15:40:07.8935470,0.689,85.674,84.985
1_4,trade,120,7911,15:40:07.8940828,15:40:07.8944110,0.3282,85.0401,84.7119
1_2,trade,235,13270,15:40:07.8942390,15:40:07.8944640,0.225,85.0931,84.8681
1_1,trade,446,24922,15:40:07.8941710,15:40:07.8945440,0.373,85.1731,84.8001
1_3,trade,473,26552,15:40:07.8942039,15:40:07.8946150,0.4111,85.2441,84.833
1_0,trade,931,52736,15:40:07.8941140,15:40:07.8946320,0.518,85.2611,84.7431
1_4,nbbo,239,12101,15:40:08.1435310,15:40:08.1482380,4.707,91.6911,86.9841
1_4,trade,271,16823,15:40:08.1453099,15:40:08.1482860,2.9761,90.0371,87.061
1_3,nbbo,375,18549,15:40:08.1437960,15:40:08.1482680,4.472,91.7211,87.2491
1_2,nbbo,464,22825,15:40:08.1438428,15:40:08.1482940,4.4512,91.7471,87.2959
1_5,trade,1,339,15:40:08.1454539,15:40:08.1482970,2.8431,90.0481,87.205
1_1,nbbo,1126,56009,15:40:08.1437301,15:40:08.1483600,4.6299,91.8131,87.1832
1_2,trade,451,25689,15:40:08.1455989,15:40:08.1483910,2.7921,90.1421,87.35
1_3,trade,418,24580,15:40:08.1455570,15:40:08.1483960,2.839,90.1471,87.3081
1_1,trade,835,49225,15:40:08.1454859,15:40:08.1484620,2.9761,90.2131,87.237
1_0,nbbo,3165,154295,15:40:08.1435979,15:40:08.1485990,5.0011,92.0521,87.051
1_0,trade,1499,85101,15:40:08.1453649,15:40:08.1487820,3.4171,90.5331,87.116
1_4,nbbo,2124,105139,15:40:08.4016409,15:40:08.4037180,2.0771,87.0141,84.937
1_3,nbbo,2977,145949,15:40:08.4030190,15:40:08.4042720,1.253,87.5681,86.3151
1_1,nbbo,5126,252845,15:40:08.4027729,15:40:08.4043770,1.6041,87.6731,86.069
1_2,nbbo,4348,211559,15:40:08.4031789,15:40:08.4044890,1.3101,87.7851,86.475
1_5,trade,14,1046,15:40:08.4084020,15:40:08.4090580,0.656,84.2659,83.6099
1_7,trade,1,339,15:40:08.4083619,15:40:08.4090690,0.7071,84.2769,83.5698
1_6,trade,2,394,15:40:08.4083760,15:40:08.4090720,0.696,84.2799,83.5839
1_4,trade,1755,102239,15:40:08.4079250,15:40:08.4112250,3.3,86.4329,83.1329
1_3,trade,2300,133341,15:40:08.4085949,15:40:08.4114160,2.8211,86.6239,83.8028
1_1,trade,2730,154381,15:40:08.4084569,15:40:08.4114260,2.9691,86.6339,83.6648
1_2,trade,3000,166796,15:40:08.4087260,15:40:08.4114330,2.707,86.6409,83.9339
1_0,nbbo,19722,958797,15:40:08.4019320,15:40:08.4119420,10.01,95.2381,85.2281
1_0,trade,7874,439541,15:40:08.4080660,15:40:08.4127950,4.729,88.0029,83.2739
1_4,nbbo,1502,74299,15:40:08.6489959,15:40:08.6504720,1.4761,82.249,80.7729
1_6,trade,2,384,15:40:08.6525290,15:40:08.6553300,2.801,83.579,80.778
1_5,trade,6,592,15:40:08.6525429,15:40:08.6553440,2.8011,83.593,80.7919
1_7,trade,1,337,15:40:08.6525148,15:40:08.6553720,2.8572,83.621,80.7638
1_1,nbbo,3362,165675,15:40:08.6497460,15:40:08.6555770,5.831,87.354,81.523
1_3,nbbo,2223,109019,15:40:08.6499160,15:40:08.6555720,5.656,87.349,81.693
1_4,trade,448,25513,15:40:08.6523540,15:40:08.6555910,3.237,83.84,80.603
1_3,trade,1099,61989,15:40:08.6526250,15:40:08.6557510,3.126,84,80.874
1_2,nbbo,4039,195859,15:40:08.6500520,15:40:08.6557610,5.709,87.538,81.829
1_1,trade,1163,65948,15:40:08.6525670,15:40:08.6557590,3.192,84.008,80.816
1_2,trade,1237,66703,15:40:08.6526799,15:40:08.6559600,3.2801,84.209,80.9289
1_0,nbbo,20068,972733,15:40:08.6492189,15:40:08.6572600,8.0411,89.037,80.9959
1_0,trade,3136,175116,15:40:08.6524050,15:40:08.6576150,5.21,85.864,80.654
1_4,nbbo,81,4291,15:40:08.8915659,15:40:08.8919440,0.3781,85.7281,85.35
1_1,nbbo,230,11633,15:40:08.8916440,15:40:08.8920520,0.408,85.8361,85.4281
1_3,nbbo,102,5227,15:40:08.8916721,15:40:08.8920760,0.4039,85.8601,85.4562
1_2,nbbo,197,9927,15:40:08.8916931,15:40:08.8920830,0.3899,85.8671,85.4772
1_0,nbbo,605,29763,15:40:08.8916020,15:40:08.8921260,0.524,85.9101,85.3861
1_4,trade,37,2379,15:40:08.8922919,15:40:08.8925760,0.2841,85.744,85.4599
1_0,trade,188,10256,15:40:08.8923199,15:40:08.8925970,0.2771,85.765,85.4879
1_5,trade,2,382,15:40:08.8923470,15:40:08.8926010,0.254,85.769,85.515
1_3,trade,57,3377,15:40:08.8923840,15:40:08.8926180,0.234,85.786,85.552
1_1,trade,79,4732,15:40:08.8923630,15:40:08.8926290,0.266,85.797,85.531
1_2,trade,141,7945,15:40:08.8924020,15:40:08.8926490,0.247,85.817,85.57
1_4,nbbo,1606,79631,15:40:09.1519289,15:40:09.1542840,2.3551,76.1381,73.783
1_5,nbbo,51,2799,15:40:09.1531640,15:40:09.1545410,1.377,76.3951,75.0181
1_7,trade,3,468,15:40:09.1575670,15:40:09.1586840,1.117,74.45,73.333
1_6,trade,7,659,15:40:09.1575839,15:40:09.1587040,1.1201,74.47,73.3499
1_5,trade,22,1457,15:40:09.1576010,15:40:09.1587020,1.101,74.468,73.367
1_4,trade,631,36246,15:40:09.1571918,15:40:09.1587480,1.5562,74.514,72.9578
1_3,nbbo,2617,128163,15:40:09.1535800,15:40:09.1587570,5.177,80.6111,75.4341
1_3,trade,1021,57555,15:40:09.1577200,15:40:09.1588680,1.148,74.634,73.486
1_2,nbbo,5186,252263,15:40:09.1537949,15:40:09.1590970,5.3021,80.9511,75.649
1_1,nbbo,5552,274001,15:40:09.1533389,15:40:09.1591040,5.7651,80.9581,75.193
1_1,trade,1732,98948,15:40:09.1576340,15:40:09.1593760,1.742,75.142,73.4
1_2,trade,1942,107964,15:40:09.1577780,15:40:09.1593870,1.609,75.153,73.544
1_0,nbbo,33442,1625751,15:40:09.1523330,15:40:09.1709630,18.63,92.8171,74.1871
1_0,trade,8038,467321,15:40:09.1573020,15:40:09.1717290,14.427,87.495,73.068
1_5,nbbo,12,879,15:40:09.3932238,15:40:09.3935530,0.3292,91.7551,91.4259
1_4,nbbo,282,14223,15:40:09.3931019,15:40:09.3935640,0.4621,91.7661,91.304
1_3,nbbo,343,17041,15:40:09.3932939,15:40:09.3935940,0.3001,91.7961,91.496
1_1,nbbo,554,27487,15:40:09.3932490,15:40:09.3936140,0.365,91.8161,91.4511
1_2,nbbo,443,21791,15:40:09.3933270,15:40:09.3936370,0.31,91.8391,91.5291
1_0,nbbo,1705,82961,15:40:09.3931540,15:40:09.3937980,0.644,92.0001,91.3561
1_6,trade,3,466,15:40:09.3940999,15:40:09.3943370,0.2371,91.588,91.3509
1_5,trade,9,780,15:40:09.3941140,15:40:09.3943480,0.234,91.599,91.365
1_4,trade,171,10057,15:40:09.3940299,15:40:09.3943520,0.3221,91.603,91.2809
1_3,trade,124,6973,15:40:09.3941600,15:40:09.3943870,0.227,91.638,91.411
1_2,trade,181,9943,15:40:09.3941810,15:40:09.3944130,0.232,91.664,91.432
1_1,trade,259,14889,15:40:09.3941309,15:40:09.3944220,0.2911,91.673,91.3819
1_0,trade,563,31629,15:40:09.3940600,15:40:09.3944360,0.376,91.687,91.311
1_2,nbbo,711,35009,15:40:09.6506459,15:40:09.6518200,1.1741,101.146,99.9719
1_3,nbbo,408,20123,15:40:09.6505809,15:40:09.6518590,1.2781,101.185,99.9069
1_0,nbbo,2985,145327,15:40:09.6502908,15:40:09.6518680,1.5772,101.194,99.6168
1_1,nbbo,504,25179,15:40:09.6505109,15:40:09.6518750,1.3641,101.201,99.8369
1_4,nbbo,234,11815,15:40:09.6501920,15:40:09.6518740,1.682,101.2,99.518
1_5,nbbo,36,2059,15:40:09.6504580,15:40:09.6518790,1.421,101.205,99.784
1_0,trade,611,34843,15:40:09.6527299,15:40:09.6533790,0.6491,101.6941,101.045
1_3,trade,126,7674,15:40:09.6528660,15:40:09.6533840,0.518,101.6991,101.1811
1_1,trade,304,17217,15:40:09.6528210,15:40:09.6534030,0.582,101.7181,101.1361
1_2,trade,227,13102,15:40:09.6529000,15:40:09.6534030,0.503,101.7181,101.2151
1_5,trade,42,2486,15:40:09.6527921,15:40:09.6534060,0.6139,101.7211,101.1072
1_4,trade,167,10539,15:40:09.6526829,15:40:09.6533830,0.7001,101.6981,100.998
1_5,nbbo,42,2361,15:40:09.8969699,15:40:09.8975300,0.5601,75.2261,74.666
1_4,nbbo,304,15261,15:40:09.8964630,15:40:09.8975350,1.072,75.2311,74.1591
1_3,nbbo,756,37139,15:40:09.8971430,15:40:09.9035680,6.425,81.2641,74.8391
1_6,trade,2,386,15:40:09.8989589,15:40:09.9035880,4.6291,79.0351,74.406
1_5,trade,20,1442,15:40:09.8989790,15:40:09.9035990,4.62,79.0461,74.4261
1_4,trade,159,9466,15:40:09.8987939,15:40:09.9036370,4.8431,79.0841,74.241
1_3,trade,250,14941,15:40:09.8990499,15:40:09.9036510,4.6011,79.0981,74.497
1_1,nbbo,1205,59417,15:40:09.8970469,15:40:09.9036860,6.6391,81.3821,74.743
1_2,nbbo,1300,63569,15:40:09.8972419,15:40:09.9037060,6.4641,81.4021,74.938
1_1,trade,272,16127,15:40:09.8990119,15:40:09.9037700,4.7581,79.2171,74.459
1_2,trade,521,30125,15:40:09.8990859,15:40:09.9038420,4.7561,79.2891,74.533
1_0,nbbo,8961,436023,15:40:09.8966109,15:40:09.9048240,8.2131,82.5201,74.307
1_0,trade,1888,108723,15:40:09.8988459,15:40:09.9051920,6.3461,80.6391,74.293
1_5,nbbo,28,1653,15:40:10.1438009,15:40:10.1441760,0.3751,73.572,73.1969
1_4,nbbo,151,7619,15:40:10.1436188,15:40:10.1442130,0.5942,73.609,73.0148
1_3,nbbo,249,12417,15:40:10.1438909,15:40:10.1442180,0.3271,73.614,73.2869
1_2,nbbo,450,22023,15:40:10.1439379,15:40:10.1442560,0.3181,73.652,73.3339
1_1,nbbo,481,23993,15:40:10.1438439,15:40:10.1442520,0.4081,73.648,73.2399
1_0,nbbo,2739,133411,15:40:10.1436839,15:40:10.1445850,0.9011,73.981,73.0799
1_7,trade,2,409,15:40:10.1448500,15:40:10.1452040,0.354,73.5771,73.2231
1_6,trade,2,378,15:40:10.1448649,15:40:10.1452180,0.3531,73.5911,73.238
1_4,trade,102,6277,15:40:10.1447559,15:40:10.1452240,0.4681,73.5971,73.129
1_0,trade,469,26021,15:40:10.1447921,15:40:10.1452360,0.4439,73.6091,73.1652
1_2,trade,164,8885,15:40:10.1450319,15:40:10.1452730,0.2411,73.6461,73.405
1_1,trade,168,9637,15:40:10.1449468,15:40:10.1452790,0.3322,73.6521,73.3199
1_5,trade,14,1065,15:40:10.1448809,15:40:10.1452960,0.4151,73.6691,73.254
1_3,trade,135,8022,15:40:10.1450009,15:40:10.1453200,0.3191,73.6931,73.374
1_4,nbbo,251,12603,15:40:10.3959339,15:40:10.3968840,0.9501,59.943,58.9929
1_5,nbbo,116,6057,15:40:10.3963559,15:40:10.3969570,0.6011,60.016,59.4149
1_3,nbbo,475,23485,15:40:10.3965109,15:40:10.3970510,0.5401,60.11,59.5699
1_1,nbbo,1101,54279,15:40:10.3964299,15:40:10.3971360,0.7061,60.195,59.4889
1_2,nbbo,1252,60913,15:40:10.3965980,15:40:10.3972280,0.63,60.287,59.657
1_0,nbbo,8407,408833,15:40:10.3960620,15:40:10.3980760,2.014,61.135,59.121
1_7,trade,1,339,15:40:10.3978670,15:40:10.3981300,0.263,59.6451,59.3821
1_6,trade,3,458,15:40:10.3978819,15:40:10.3981440,0.2621,59.6591,59.397
1_5,trade,32,2004,15:40:10.3978990,15:40:10.4025740,4.675,64.0891,59.4141
1_4,trade,106,6386,15:40:10.3977479,15:40:10.3981420,0.3941,59.6571,59.263
1_3,trade,115,6471,15:40:10.3979530,15:40:10.4026100,4.657,64.1251,59.4681
1_1,trade,212,12210,15:40:10.3979250,15:40:10.4026260,4.701,64.1411,59.4401
1_2,trade,328,17725,15:40:10.3979769,15:40:10.4026420,4.6651,64.1571,59.492
1_0,trade,1300,76933,15:40:10.3977869,15:40:10.4027500,4.9631,64.2651,59.302
1_4,nbbo,310,15481,15:40:10.6455460,15:40:10.6524770,6.931,83.2511,76.3201
1_5,nbbo,44,2463,15:40:10.6459830,15:40:10.6525010,6.518,83.2751,76.7571
1_5,trade,34,2273,15:40:10.6472490,15:40:10.6525710,5.322,82.207,76.885
1_3,nbbo,521,25811,15:40:10.6461149,15:40:10.6525770,6.4621,83.3511,76.889
1_4,trade,214,11992,15:40:10.6471600,15:40:10.6526140,5.454,82.25,76.796
1_3,trade,139,8181,15:40:10.6472989,15:40:10.6526310,5.3321,82.267,76.9349
1_1,nbbo,933,46151,15:40:10.6460440,15:40:10.6526440,6.6,83.4181,76.8181
1_2,nbbo,768,37747,15:40:10.6461839,15:40:10.6527070,6.5231,83.4811,76.958
1_1,trade,255,14597,15:40:10.6472690,15:40:10.6527260,5.457,82.362,76.905
1_2,trade,193,10841,15:40:10.6473220,15:40:10.6527700,5.448,82.406,76.958
1_0,nbbo,6325,307379,15:40:10.6456679,15:40:10.6534850,7.8171,84.2591,76.442
1_0,trade,651,35762,15:40:10.6471999,15:40:10.6536030,6.4031,83.239,76.8359
1_5,nbbo,60,3257,15:40:10.8940490,15:40:10.8944420,0.393,71.5321,71.1391
1_4,nbbo,229,11507,15:40:10.8939069,15:40:10.8944910,0.5841,71.5811,70.997
1_1,nbbo,610,30187,15:40:10.8940760,15:40:10.8945840,0.508,71.6741,71.1661
1_3,nbbo,323,16127,15:40:10.8941180,15:40:10.8945710,0.453,71.6611,71.2081
1_2,nbbo,561,27463,15:40:10.8941490,15:40:10.8945960,0.447,71.6861,71.2391
1_0,nbbo,2439,118841,15:40:10.8939599,15:40:10.8947170,0.7571,71.8071,71.05
1_5,trade,99,6067,15:40:10.8951250,15:40:10.8953440,0.219,71.358,71.139
1_6,trade,1,335,15:40:10.8951069,15:40:10.8953570,0.2501,71.371,71.1209
1_7,trade,2,386,15:40:10.8950960,15:40:10.8953600,0.264,71.374,71.11
1_3,trade,177,9885,15:40:10.8951750,15:40:10.8954010,0.226,71.415,71.189
1_1,trade,281,15869,15:40:10.8951459,15:40:10.8954100,0.2641,71.424,71.1599
1_4,trade,165,9699,15:40:10.8950260,15:40:10.8954130,0.387,71.427,71.04
1_0,trade,536,30518,15:40:10.8950589,15:40:10.8954100,0.3511,71.424,71.0729
1_2,trade,280,15335,15:40:10.8951970,15:40:10.8954230,0.226,71.437,71.211
1_4,nbbo,147,7563,15:40:11.1415689,15:40:11.1420220,0.4531,73.8761,73.423
1_5,nbbo,92,4863,15:40:11.1417120,15:40:11.1420260,0.314,73.8801,73.5661
1_3,nbbo,384,19067,15:40:11.1417810,15:40:11.1420490,0.268,73.9031,73.6351
1_1,nbbo,658,32791,15:40:11.1417500,15:40:11.1420620,0.312,73.9161,73.6041
1_2,nbbo,461,22825,15:40:11.1418070,15:40:11.1420740,0.267,73.9281,73.6611
1_0,nbbo,2956,144801,15:40:11.1416070,15:40:11.1422310,0.624,74.0851,73.4611
1_6,trade,2,386,15:40:11.1424760,15:40:11.1427050,0.229,73.6051,73.3761
1_5,trade,89,5530,15:40:11.1424880,15:40:11.1427170,0.229,73.6171,73.3881
1_4,trade,111,6582,15:40:11.1424270,15:40:11.1427190,0.292,73.6191,73.3271
1_7,trade,1,335,15:40:11.1424680,15:40:11.1427220,0.254,73.6221,73.3681
1_0,trade,610,34097,15:40:11.1424440,15:40:11.1427270,0.283,73.6271,73.3441
1_1,trade,333,19000,15:40:11.1425030,15:40:11.1427550,0.252,73.6551,73.4031
1_2,trade,183,10234,15:40:11.1425369,15:40:11.1427630,0.2261,73.6631,73.437
1_3,trade,168,9554,15:40:11.1425219,15:40:11.1427780,0.2561,73.6781,73.422
1_4,nbbo,88,4609,15:40:11.3922260,15:40:11.3925810,0.355,92.6891,92.3341
1_5,nbbo,19,1221,15:40:11.3923039,15:40:11.3925850,0.2811,92.6931,92.412
1_2,nbbo,443,21839,15:40:11.3923669,15:40:11.3926240,0.2571,92.7321,92.475
1_3,nbbo,379,18829,15:40:11.3923441,15:40:11.3926510,0.3069,92.7591,92.4522
1_1,nbbo,367,18369,15:40:11.3923210,15:40:11.3926520,0.331,92.7601,92.4291
1_0,nbbo,1576,76655,15:40:11.3922570,15:40:11.3926990,0.442,92.8071,92.3651
1_5,trade,11,886,15:40:11.3930300,15:40:11.3932580,0.228,92.724,92.496
1_4,trade,44,2656,15:40:11.3928859,15:40:11.3932690,0.3831,92.735,92.3519
1_0,trade,429,23983,15:40:11.3929400,15:40:11.3961930,3.253,95.659,92.406
1_6,trade,2,388,15:40:11.3930069,15:40:11.3932720,0.2651,92.738,92.4729
1_3,trade,305,17838,15:40:11.3930919,15:40:11.3962170,3.1251,95.683,92.5579
1_1,trade,209,11688,15:40:11.3930539,15:40:11.3962190,3.1651,95.685,92.5199
1_2,trade,157,8831,15:40:11.3931140,15:40:11.3962720,3.158,95.738,92.58
1_4,nbbo,228,11503,15:40:11.6504610,15:40:11.6515310,1.07,97.204,96.134
1_5,nbbo,168,8635,15:40:11.6509090,15:40:11.6515350,0.626,97.208,96.582
1_3,nbbo,692,34045,15:40:11.6510919,15:40:11.6517620,0.6701,97.435,96.7649
1_1,nbbo,1017,50489,15:40:11.6509949,15:40:11.6518100,0.8151,97.483,96.6679
1_2,nbbo,1121,54959,15:40:11.6512010,15:40:11.6518200,0.619,97.493,96.874
1_0,nbbo,7259,353835,15:40:11.6506009,15:40:11.6526550,2.0541,98.328,96.2739
1_4,trade,170,9710,15:40:11.6528649,15:40:11.6533160,0.4511,97.113,96.6619
1_7,trade,1,339,15:40:11.6530030,15:40:11.6533280,0.325,97.125,96.8
1_5,trade,73,4503,15:40:11.6530279,15:40:11.6533390,0.3111,97.136,96.8249
1_3,trade,342,19441,15:40:11.6530989,15:40:11.6534380,0.3391,97.235,96.8959
1_1,trade,365,21189,15:40:11.6530570,15:40:11.6534440,0.387,97.241,96.854
1_2,trade,420,24203,15:40:11.6531430,15:40:11.6535060,0.363,97.303,96.94
1_0,trade,1264,70409,15:40:11.6529160,15:40:11.6535370,0.621,97.334,96.713
1_5,nbbo,85,4569,15:40:11.8920579,15:40:11.8922700,0.2121,67.6599,67.4478
1_2,nbbo,374,18459,15:40:11.8921140,15:40:11.8923010,0.187,67.6909,67.5039
1_3,nbbo,342,17055,15:40:11.8920959,15:40:11.8923040,0.2081,67.6939,67.4858
1_1,nbbo,308,15423,15:40:11.8920760,15:40:11.8923060,0.23,67.6959,67.4659
1_4,nbbo,154,7863,15:40:11.8919910,15:40:11.8923040,0.313,67.6939,67.3809
1_0,nbbo,1642,80067,15:40:11.8920180,15:40:11.8923670,0.349,67.7569,67.4079
1_4,trade,89,5309,15:40:11.8926140,15:40:11.8928090,0.195,67.007,66.812
1_6,trade,2,394,15:40:11.8926589,15:40:11.8928190,0.1601,67.017,66.8569
1_7,trade,2,411,15:40:11.8926519,15:40:11.8928210,0.1691,67.019,66.8499
1_0,trade,526,28585,15:40:11.8926300,15:40:11.8928340,0.204,67.032,66.828
1_1,trade,160,9296,15:40:11.8926790,15:40:11.8928470,0.168,67.045,66.877
1_5,trade,72,4331,15:40:11.8926680,15:40:11.8928520,0.184,67.05,66.866
1_3,trade,150,8644,15:40:11.8926920,15:40:11.8928810,0.189,67.079,66.89
1_2,trade,195,11170,15:40:11.8927050,15:40:11.8928910,0.186,67.089,66.903
1_5,nbbo,39,2209,15:40:12.1440970,15:40:12.1445550,0.458,95.5801,95.1221
1_4,nbbo,108,5585,15:40:12.1438750,15:40:12.1445570,0.682,95.5821,94.9001
1_3,nbbo,273,13645,15:40:12.1442089,15:40:12.1446050,0.3961,95.6301,95.234
1_2,nbbo,367,17931,15:40:12.1442690,15:40:12.1446410,0.372,95.6661,95.2941
1_1,nbbo,341,17127,15:40:12.1441490,15:40:12.1446460,0.497,95.6711,95.1741
1_0,nbbo,2168,105655,15:40:12.1439559,15:40:12.1449970,1.0411,96.0221,94.981
1_6,trade,1,337,15:40:12.1453670,15:40:12.1457050,0.338,96.1311,95.7931
1_5,trade,57,3651,15:40:12.1453930,15:40:12.1457120,0.319,96.1381,95.8191
1_4,trade,63,3753,15:40:12.1452640,15:40:12.1457300,0.466,96.1561,95.6901
1_1,trade,136,7775,15:40:12.1454219,15:40:12.1457380,0.3161,96.1641,95.848
1_3,trade,127,7923,15:40:12.1454560,15:40:12.1457520,0.296,96.1781,95.8821
1_2,trade,164,9236,15:40:12.1454919,15:40:12.1457680,0.2761,96.1941,95.918
1_0,trade,405,22116,15:40:12.1453110,15:40:12.1457830,0.472,96.2091,95.7371
1_0,nbbo,1193,58571,15:40:12.4005849,15:40:12.4017040,1.1191,80.7441,79.625
1_1,nbbo,440,22153,15:40:12.4007030,15:40:12.4017170,1.014,80.7571,79.7431
1_4,nbbo,127,6495,15:40:12.4005229,15:40:12.4017470,1.2241,80.7871,79.563
1_5,nbbo,22,1363,15:40:12.4006680,15:40:12.4017470,1.079,80.7871,79.7081
1_3,nbbo,275,13749,15:40:12.4007569,15:40:12.4017690,1.0121,80.8091,79.797
1_2,nbbo,406,19989,15:40:12.4008020,15:40:12.4017510,0.949,80.7911,79.8421
