Connection#,Topic,Count,Size (Bytes),Publish Time (UTC),Log Time (UTC),Travel Elapsed (ms),E2E Elapsed (ms),MDS Elapsed (ms)
1_4,trade,44,2653,15:43:15.4044639,15:43:15.4100330,5.5691,93.159,87.5899
1_6,trade,2,394,15:43:15.4048210,15:43:15.4103610,5.54,93.487,87.947
1_1,trade,73,4130,15:43:15.4048719,15:43:15.4115550,6.6831,94.681,87.9979
1_3,trade,107,6562,15:43:15.4068939,15:43:15.4136410,6.7471,96.767,90.0199
1_2,trade,204,11693,15:43:15.4069110,15:43:15.4136330,6.722,96.759,90.037
1_7,nbbo,5,523,15:43:15.6496300,15:43:15.6548620,5.232,97.8622,92.6302
1_6,nbbo,4,467,15:43:15.6496700,15:43:15.6549100,5.24,97.9102,92.6702
1_5,nbbo,54,2975,15:43:15.6497120,15:43:15.6549170,5.205,97.9172,92.7122
1_3,nbbo,273,13625,15:43:15.6498709,15:43:15.6549220,5.0511,97.9222,92.8711
1_4,nbbo,187,9517,15:43:15.6492080,15:43:15.6549270,5.719,97.9272,92.2082
1_1,nbbo,603,29845,15:43:15.6497840,15:43:15.6549340,5.15,97.9342,92.7842
1_2,nbbo,666,32693,15:43:15.6499549,15:43:15.6598700,9.9151,102.8702,92.9551
1_2,trade,314,18445,15:43:15.6524310,15:43:15.6598960,7.465,102.178,94.713
1_0,nbbo,4366,213643,15:43:15.6493449,15:43:15.6599000,10.5551,102.9002,92.3451
1_7,trade,1,339,15:43:15.6522470,15:43:15.6599020,7.655,102.184,94.529
1_5,trade,31,1973,15:43:15.6523029,15:43:15.6599050,7.6021,102.187,94.5849
1_6,trade,3,461,15:43:15.6522740,15:43:15.6599080,7.634,102.19,94.556
1_1,trade,242,14115,15:43:15.6523380,15:43:15.6599110,7.573,102.193,94.62
1_0,trade,1078,61458,15:43:15.6521390,15:43:15.6599140,7.775,102.196,94.421
1_4,trade,76,4644,15:43:15.6520739,15:43:15.6599160,7.8421,102.198,94.3559
1_3,trade,117,6949,15:43:15.6523879,15:43:15.6599190,7.5311,102.201,94.6699
1_5,nbbo,24,1441,15:43:15.8936550,15:43:15.8941440,0.489,61.931,61.442
1_6,nbbo,6,569,15:43:15.8936348,15:43:15.8941570,0.5222,61.944,61.4218
1_3,nbbo,254,12641,15:43:15.8937230,15:43:15.8942110,0.488,61.998,61.51
1_2,nbbo,321,15837,15:43:15.8937609,15:43:15.8942110,0.4501,61.998,61.5479
1_4,nbbo,159,8125,15:43:15.8934840,15:43:15.8942210,0.737,62.008,61.271
1_7,nbbo,2,361,15:43:15.8936159,15:43:15.8942200,0.6041,62.007,61.4029
1_1,nbbo,343,17151,15:43:15.8936820,15:43:15.8942250,0.543,62.012,61.469
1_0,nbbo,1522,73935,15:43:15.8935419,15:43:15.8942890,0.7471,62.076,61.3289
1_7,trade,2,407,15:43:15.8947019,15:43:15.8949520,0.2501,61.912,61.6619
1_5,trade,9,761,15:43:15.8947330,15:43:15.8949740,0.241,61.934,61.693
1_6,trade,2,411,15:43:15.8947170,15:43:15.8949790,0.262,61.939,61.677
1_4,trade,65,3825,15:43:15.8946219,15:43:15.8949770,0.3551,61.937,61.5819
1_1,trade,123,7101,15:43:15.8947500,15:43:15.8949860,0.236,61.946,61.71
1_3,trade,82,4761,15:43:15.8947750,15:43:15.8950290,0.254,61.989,61.735
1_2,trade,129,7013,15:43:15.8948010,15:43:15.8950340,0.233,61.994,61.761
1_0,trade,468,26151,15:43:15.8946599,15:43:15.8951080,0.4481,62.068,61.6199
1_1,nbbo,239,12007,15:43:16.1472430,15:43:16.1480720,0.829,82.5251,81.6961
1_3,nbbo,190,9597,15:43:16.1472839,15:43:16.1480860,0.8021,82.5391,81.737
1_5,nbbo,29,1697,15:43:16.1472130,15:43:16.1481320,0.919,82.5851,81.6661
1_6,nbbo,12,865,15:43:16.1471879,15:43:16.1481330,0.9451,82.5861,81.641
1_2,nbbo,181,9085,15:43:16.1473220,15:43:16.1481370,0.815,82.5901,81.7751
1_0,nbbo,1033,50401,15:43:16.1470809,15:43:16.1481390,1.0581,82.5921,81.534
1_7,nbbo,4,469,15:43:16.1471640,15:43:16.1481430,0.979,82.5961,81.6171
1_4,nbbo,136,6951,15:43:16.1470250,15:43:16.1481440,1.119,82.5971,81.4781
1_4,trade,28,1768,15:43:16.1486510,15:43:16.1499290,1.278,83.7501,82.4721
1_1,trade,107,6247,15:43:16.1489179,15:43:16.1499660,1.0481,83.7871,82.739
1_3,trade,82,4776,15:43:16.1489539,15:43:16.1499720,1.0181,83.7931,82.775
1_2,trade,91,5078,15:43:16.1489870,15:43:16.1499860,0.999,83.8071,82.8081
1_6,trade,2,388,15:43:16.1488640,15:43:16.1499920,1.128,83.8131,82.6851
1_5,trade,8,711,15:43:16.1488909,15:43:16.1500010,1.1101,83.8221,82.712
1_0,trade,395,21036,15:43:16.1486829,15:43:16.1500070,1.3241,83.8281,82.504
1_7,trade,1,341,15:43:16.1488249,15:43:16.1500170,1.1921,83.8381,82.646
1_5,nbbo,24,1449,15:43:16.3999620,15:43:16.4003800,0.418,74.0149,73.5969
1_6,nbbo,4,465,15:43:16.3999379,15:43:16.4003770,0.4391,74.0119,73.5728
1_4,nbbo,129,6623,15:43:16.3997519,15:43:16.4004020,0.6501,74.0369,73.3868
1_1,nbbo,406,20293,15:43:16.4000070,15:43:16.4004450,0.438,74.0799,73.6419
1_3,nbbo,380,18819,15:43:16.4000660,15:43:16.4004470,0.381,74.0819,73.7009
1_2,nbbo,382,18947,15:43:16.4001201,15:43:16.4004890,0.3689,74.1239,73.755
1_0,nbbo,2259,110071,15:43:16.3998210,15:43:16.4007380,0.917,74.3729,73.4559
1_4,trade,42,2603,15:43:16.4010740,15:43:16.4014570,0.383,74.314,73.931
1_5,trade,5,533,15:43:16.4011979,15:43:16.4014860,0.2881,74.343,74.0549
1_6,trade,2,396,15:43:16.4011789,15:43:16.4014980,0.3191,74.355,74.0359
1_3,trade,157,8886,15:43:16.4012530,15:43:16.4015130,0.26,74.37,74.11
1_2,trade,166,9544,15:43:16.4012821,15:43:16.4015200,0.2379,74.377,74.1391
1_1,trade,186,10736,15:43:16.4012209,15:43:16.4015200,0.2991,74.377,74.0779
1_0,trade,513,28771,15:43:16.4011240,15:43:16.4015430,0.419,74.4,73.981
1_6,nbbo,7,613,15:43:16.6436450,15:43:16.6440930,0.448,71.1991,70.7511
1_5,nbbo,59,3183,15:43:16.6436760,15:43:16.6441290,0.453,71.2351,70.7821
1_7,nbbo,3,423,15:43:16.6436180,15:43:16.6441340,0.516,71.2401,70.7241
1_4,nbbo,139,7087,15:43:16.6434200,15:43:16.6441400,0.72,71.2461,70.5261
1_1,nbbo,373,18787,15:43:16.6437159,15:43:16.6441470,0.4311,71.2531,70.822
1_2,nbbo,286,14269,15:43:16.6438299,15:43:16.6441590,0.3291,71.2651,70.936
1_3,nbbo,258,12907,15:43:16.6437750,15:43:16.6442070,0.432,71.3131,70.8811
1_0,nbbo,1820,88639,15:43:16.6434979,15:43:16.6446690,1.1711,71.7751,70.604
1_5,trade,20,1344,15:43:16.6450859,15:43:16.6458180,0.7321,72.014,71.2819
1_1,trade,179,9566,15:43:16.6451140,15:43:16.6458500,0.736,72.046,71.31
1_4,trade,78,4675,15:43:16.6449468,15:43:16.6458580,0.9112,72.054,71.1428
1_3,trade,104,5862,15:43:16.6451530,15:43:16.6458640,0.711,72.06,71.349
1_0,trade,470,25884,15:43:16.6449990,15:43:16.6458710,0.872,72.067,71.195
1_6,trade,3,437,15:43:16.6450620,15:43:16.6458810,0.819,72.077,71.258
1_2,trade,121,6964,15:43:16.6451950,15:43:16.6458880,0.693,72.084,71.391
1_4,nbbo,130,6661,15:43:16.8922390,15:43:16.8925940,0.355,97.92,97.565
1_1,nbbo,249,12545,15:43:16.8923559,15:43:16.8926330,0.2771,97.959,97.6819
1_2,nbbo,250,12413,15:43:16.8924000,15:43:16.8926360,0.236,97.962,97.726
1_3,nbbo,247,12357,15:43:16.8923779,15:43:16.8926400,0.2621,97.966,97.7039
1_6,nbbo,2,363,15:43:16.8923229,15:43:16.8926350,0.3121,97.961,97.6489
1_5,nbbo,57,3097,15:43:16.8923370,15:43:16.8926280,0.291,97.954,97.663
1_0,nbbo,1713,83417,15:43:16.8922730,15:43:16.8927440,0.471,98.07,97.599
1_4,trade,58,3793,15:43:16.8929389,15:43:16.8945670,1.6281,99.4281,97.8
1_6,trade,3,453,15:43:16.8929880,15:43:16.8945800,1.592,99.4411,97.8491
1_5,trade,52,3185,15:43:16.8929990,15:43:16.8945890,1.59,99.4501,97.8601
1_2,trade,115,6607,15:43:16.8930480,15:43:16.8946150,1.567,99.4761,97.9091
1_0,trade,388,21452,15:43:16.8929628,15:43:16.8946220,1.6592,99.4831,97.8239
1_1,trade,147,8904,15:43:16.8930109,15:43:16.8946260,1.6151,99.4871,97.872
1_3,trade,181,10606,15:43:16.8930269,15:43:16.8946310,1.6041,99.4921,97.888
1_6,nbbo,4,467,15:43:17.1495839,15:43:17.1514620,1.8781,101.4451,99.567
1_4,nbbo,124,6371,15:43:17.1491910,15:43:17.1518420,2.651,101.8251,99.1741
1_5,nbbo,11,819,15:43:17.1496209,15:43:17.1518540,2.2331,101.8371,99.604
1_2,nbbo,597,29391,15:43:17.1498439,15:43:17.1518610,2.0171,101.8441,99.827
1_7,nbbo,8,685,15:43:17.1495430,15:43:17.1518690,2.326,101.8521,99.5261
1_3,nbbo,228,11393,15:43:17.1497670,15:43:17.1518760,2.109,101.8591,99.7501
1_1,nbbo,560,27925,15:43:17.1496849,15:43:17.1518820,2.1971,101.8651,99.668
1_0,nbbo,3727,181315,15:43:17.1493079,15:43:17.1539590,4.6511,103.9421,99.291
1_3,trade,146,8730,15:43:17.1542520,15:43:17.1548250,0.573,103.5511,102.9781
1_1,trade,253,15001,15:43:17.1542089,15:43:17.1548260,0.6171,103.5521,102.935
1_5,trade,15,1045,15:43:17.1541799,15:43:17.1548350,0.6551,103.5611,102.906
1_7,trade,4,511,15:43:17.1541340,15:43:17.1548370,0.703,103.5631,102.8601
1_2,trade,250,14138,15:43:17.1542879,15:43:17.1548420,0.5541,103.5681,103.014
1_6,trade,13,1189,15:43:17.1541571,15:43:17.1548410,0.6839,103.5671,102.8832
1_0,trade,802,45230,15:43:17.1540589,15:43:17.1548470,0.7881,103.5731,102.785
1_4,trade,54,3302,15:43:17.1540089,15:43:17.1548480,0.8391,103.5741,102.735
1_4,nbbo,159,8095,15:43:17.3929119,15:43:17.3935700,0.6581,71.362,70.7039
1_5,nbbo,59,3187,15:43:17.3930830,15:43:17.3935560,0.473,71.348,70.875
1_6,nbbo,1,315,15:43:17.3930589,15:43:17.3935930,0.5341,71.385,70.8509
1_7,nbbo,4,473,15:43:17.3930400,15:43:17.3936380,0.598,71.43,70.832
1_3,nbbo,199,9979,15:43:17.3931549,15:43:17.3936390,0.4841,71.431,70.9469
1_1,nbbo,273,13773,15:43:17.3931140,15:43:17.3936390,0.525,71.431,70.906
1_2,nbbo,345,17033,15:43:17.3931889,15:43:17.3936490,0.4601,71.441,70.9809
1_0,nbbo,1123,54873,15:43:17.3929699,15:43:17.3937000,0.7301,71.492,70.7619
1_7,trade,6,606,15:43:17.3942740,15:43:17.3946210,0.347,71.4821,71.1351
1_4,trade,77,4635,15:43:17.3941860,15:43:17.3946430,0.457,71.5041,71.0471
1_2,trade,174,9693,15:43:17.3943940,15:43:17.3946530,0.259,71.5141,71.2551
1_5,trade,17,1165,15:43:17.3943139,15:43:17.3946560,0.3421,71.5171,71.175
1_0,trade,418,22829,15:43:17.3942280,15:43:17.3946570,0.429,71.5181,71.0891
1_3,trade,78,4749,15:43:17.3943680,15:43:17.3946620,0.294,71.5231,71.2291
1_6,trade,7,684,15:43:17.3942950,15:43:17.3946660,0.371,71.5271,71.1561
1_1,trade,177,10012,15:43:17.3943360,15:43:17.3946800,0.344,71.5411,71.1971
1_7,nbbo,7,625,15:43:17.6476109,15:43:17.6487590,1.1481,86.677,85.5289
1_3,nbbo,235,11849,15:43:17.6477390,15:43:17.6487480,1.009,86.666,85.657
1_4,nbbo,162,8245,15:43:17.6474739,15:43:17.6488070,1.3331,86.725,85.3919
1_2,nbbo,243,12123,15:43:17.6477799,15:43:17.6488060,1.0261,86.724,85.6979
1_5,nbbo,54,2937,15:43:17.6476610,15:43:17.6488130,1.152,86.731,85.579
1_1,nbbo,291,14687,15:43:17.6476949,15:43:17.6488130,1.1181,86.731,85.6129
1_0,nbbo,1129,55195,15:43:17.6475330,15:43:17.6488170,1.284,86.735,85.451
1_6,nbbo,4,473,15:43:17.6476340,15:43:17.6488180,1.184,86.736,85.552
1_5,trade,73,4282,15:43:17.6499410,15:43:17.6508040,0.863,87.8911,87.0281
1_4,trade,100,5832,15:43:17.6498229,15:43:17.6508040,0.9811,87.8911,86.91
1_3,trade,115,6906,15:43:17.6500029,15:43:17.6508270,0.8241,87.9141,87.09
1_1,trade,178,10258,15:43:17.6499689,15:43:17.6508290,0.8601,87.9161,87.056
1_6,trade,2,400,15:43:17.6499189,15:43:17.6508340,0.9151,87.9211,87.006
1_2,trade,116,6617,15:43:17.6500330,15:43:17.6508350,0.802,87.9221,87.1201
1_0,trade,290,15865,15:43:17.6498620,15:43:17.6508400,0.978,87.9271,86.9491
1_7,trade,1,353,15:43:17.6499010,15:43:17.6508400,0.939,87.9271,86.9881
1_5,nbbo,18,1147,15:43:17.8933519,15:43:17.8938440,0.4921,63.4041,62.912
1_6,nbbo,1,317,15:43:17.8933280,15:43:17.8938330,0.505,63.3931,62.8881
1_4,nbbo,159,8145,15:43:17.8931850,15:43:17.8938840,0.699,63.4441,62.7451
1_3,nbbo,256,12867,15:43:17.8934470,15:43:17.8938920,0.445,63.4521,63.0071
1_2,nbbo,362,17877,15:43:17.8934940,15:43:17.8939140,0.42,63.4741,63.0541
1_1,nbbo,657,32859,15:43:17.8933859,15:43:17.8939730,0.5871,63.5331,62.946
1_0,nbbo,1501,73527,15:43:17.8932459,15:43:17.8940680,0.8221,63.6281,62.806
1_7,trade,2,390,15:43:17.8947559,15:43:17.8950680,0.3121,63.7291,63.417
1_4,trade,80,5050,15:43:17.8946699,15:43:17.8950850,0.4151,63.7461,63.331
1_6,trade,2,392,15:43:17.8947740,15:43:17.8950910,0.317,63.7521,63.4351
1_5,trade,12,972,15:43:17.8947929,15:43:17.8950880,0.2951,63.7491,63.454
1_0,trade,347,19652,15:43:17.8947120,15:43:17.8951190,0.407,63.7801,63.3731
1_3,trade,226,13847,15:43:17.8948679,15:43:17.8951510,0.2831,63.8121,63.529
1_2,trade,191,10484,15:43:17.8949049,15:43:17.8951560,0.2511,63.8171,63.566
1_1,trade,435,26745,15:43:17.8948179,15:43:17.8951910,0.3731,63.8521,63.479
1_7,nbbo,2,373,15:43:18.1439799,15:43:18.1444790,0.4991,68.293,67.7939
1_6,nbbo,3,417,15:43:18.1440040,15:43:18.1444780,0.474,68.292,67.818
1_4,nbbo,140,7141,15:43:18.1437570,15:43:18.1445240,0.767,68.338,67.571
1_3,nbbo,213,10745,15:43:18.1441369,15:43:18.1445240,0.3871,68.338,67.9509
1_5,nbbo,31,1811,15:43:18.1440299,15:43:18.1445300,0.5001,68.344,67.8439
1_1,nbbo,506,25335,15:43:18.1440820,15:43:18.1445460,0.464,68.36,67.896
1_2,nbbo,446,21887,15:43:18.1441899,15:43:18.1445830,0.3931,68.397,68.0039
1_0,nbbo,2794,135905,15:43:18.1438399,15:43:18.1449950,1.1551,68.809,67.6539
1_5,trade,9,807,15:43:18.1454150,15:43:18.1507500,5.335,73.615,68.28
1_6,trade,7,681,15:43:18.1453959,15:43:18.1507690,5.3731,73.634,68.2609
1_3,trade,99,5849,15:43:18.1454759,15:43:18.1507920,5.3161,73.657,68.3409
1_4,trade,84,4823,15:43:18.1452980,15:43:18.1508070,5.509,73.672,68.163
1_1,trade,215,12921,15:43:18.1454379,15:43:18.1508380,5.4001,73.703,68.3029
1_2,trade,219,12602,15:43:18.1455040,15:43:18.1508320,5.328,73.697,68.369
1_0,trade,534,29748,15:43:18.1453410,15:43:18.1508760,5.535,73.741,68.206
1_7,nbbo,2,369,15:43:18.3943680,15:43:18.3949600,0.592,67.7892,67.1972
1_4,nbbo,121,6187,15:43:18.3940749,15:43:18.3949970,0.9221,67.8262,66.9041
1_5,nbbo,78,4137,15:43:18.3944409,15:43:18.3950050,0.5641,67.8342,67.2701
1_6,nbbo,10,765,15:43:18.3944050,15:43:18.3950080,0.603,67.8372,67.2342
1_3,nbbo,215,10731,15:43:18.3945521,15:43:18.3950120,0.4599,67.8412,67.3813
1_2,nbbo,467,22903,15:43:18.3946109,15:43:18.3950890,0.4781,67.9182,67.4401
1_1,nbbo,650,32541,15:43:18.3944849,15:43:18.3951040,0.6191,67.9332,67.3141
1_0,nbbo,3347,162583,15:43:18.3941700,15:43:18.3955600,1.39,68.3892,66.9992
1_4,trade,45,2906,15:43:18.3957369,15:43:18.3961290,0.3921,67.895,67.5029
1_7,trade,3,453,15:43:18.3958360,15:43:18.3961700,0.334,67.936,67.602
1_3,trade,71,4228,15:43:18.3959339,15:43:18.3961830,0.2491,67.949,67.6999
1_5,trade,31,2237,15:43:18.3958750,15:43:18.3961970,0.322,67.963,67.641
1_6,trade,5,563,15:43:18.3958549,15:43:18.3961990,0.3441,67.965,67.6209
1_2,trade,143,8067,15:43:18.3959589,15:43:18.3962030,0.2441,67.969,67.7249
1_1,trade,190,11249,15:43:18.3958979,15:43:18.3962040,0.3061,67.97,67.6639
1_0,trade,541,30536,15:43:18.3957810,15:43:18.3962480,0.467,68.014,67.547
1_4,nbbo,101,5221,15:43:18.6465870,15:43:18.6478170,1.23,79.027,77.797
1_3,nbbo,302,15039,15:43:18.6468660,15:43:18.6478700,1.004,79.08,78.076
1_2,nbbo,332,16453,15:43:18.6469099,15:43:18.6478860,0.9761,79.096,78.1199
1_1,nbbo,340,17137,15:43:18.6468199,15:43:18.6478950,1.0751,79.105,78.0299
1_5,nbbo,32,1859,15:43:18.6467840,15:43:18.6479010,1.117,79.111,77.994
1_6,nbbo,18,1167,15:43:18.6467559,15:43:18.6479060,1.1501,79.116,77.9659
1_7,nbbo,1,319,15:43:18.6467309,15:43:18.6479110,1.1801,79.121,77.9409
1_0,nbbo,1288,62977,15:43:18.6466500,15:43:18.6478910,1.241,79.101,77.86
1_4,trade,63,3746,15:43:18.6485390,15:43:18.6509210,2.382,81.293,78.911
1_3,trade,159,8917,15:43:18.6487309,15:43:18.6509610,2.2301,81.333,79.1029
1_1,trade,189,10842,15:43:18.6486960,15:43:18.6509720,2.276,81.344,79.068
1_7,trade,1,343,15:43:18.6486269,15:43:18.6509820,2.3551,81.354,78.9989
1_5,trade,22,1628,15:43:18.6486699,15:43:18.6509930,2.3231,81.365,79.0419
1_6,trade,14,1149,15:43:18.6486489,15:43:18.6509990,2.3501,81.371,79.0209
1_2,trade,178,10013,15:43:18.6489119,15:43:18.6510040,2.0921,81.376,79.2839
1_0,trade,458,25001,15:43:18.6485789,15:43:18.6510130,2.4341,81.385,78.9509
1_4,nbbo,100,5205,15:43:18.8919920,15:43:18.8923620,0.37,96.608,96.238
1_6,nbbo,3,415,15:43:18.8920620,15:43:18.8923580,0.296,96.604,96.308
1_5,nbbo,27,1621,15:43:18.8920780,15:43:18.8923950,0.317,96.641,96.324
1_3,nbbo,252,12539,15:43:18.8921240,15:43:18.8923950,0.271,96.641,96.37
1_0,nbbo,695,34165,15:43:18.8920260,15:43:18.8923990,0.373,96.645,96.272
1_2,nbbo,302,14873,15:43:18.8921479,15:43:18.8924000,0.2521,96.646,96.3939
1_1,nbbo,340,16993,15:43:18.8920970,15:43:18.8924060,0.309,96.652,96.343
1_7,trade,2,390,15:43:18.8928669,15:43:18.8931080,0.2411,96.8751,96.634
1_4,trade,61,3950,15:43:18.8928049,15:43:18.8931190,0.3141,96.8861,96.572
1_6,trade,1,339,15:43:18.8928790,15:43:18.8931270,0.248,96.8941,96.6461
1_5,trade,13,1003,15:43:18.8928930,15:43:18.8931260,0.233,96.8931,96.6601
1_0,trade,417,23204,15:43:18.8928341,15:43:18.8931390,0.3049,96.9061,96.6012
1_3,trade,146,8696,15:43:18.8929359,15:43:18.8931590,0.2231,96.9261,96.703
1_2,trade,171,9673,15:43:18.8929589,15:43:18.8931620,0.2031,96.9291,96.726
1_1,trade,266,15596,15:43:18.8929090,15:43:18.8931730,0.264,96.9401,96.6761
1_6,nbbo,3,415,15:43:19.1427840,15:43:19.1431620,0.378,80.3161,79.9381
1_2,nbbo,284,14123,15:43:19.1428649,15:43:19.1432210,0.3561,80.3751,80.019
1_4,nbbo,105,5477,15:43:19.1426790,15:43:19.1432270,0.548,80.3811,79.8331
1_5,nbbo,20,1267,15:43:19.1427960,15:43:19.1432140,0.418,80.3681,79.9501
1_7,nbbo,1,315,15:43:19.1427719,15:43:19.1432040,0.4321,80.3581,79.926
1_3,nbbo,154,7785,15:43:19.1428430,15:43:19.1432300,0.387,80.3841,79.9971
1_1,nbbo,335,16755,15:43:19.1428189,15:43:19.1432780,0.4591,80.4321,79.973
1_0,nbbo,1941,94743,15:43:19.1427170,15:43:19.1433200,0.603,80.4741,79.8711
1_4,trade,54,3421,15:43:19.1438029,15:43:19.1442210,0.4181,80.7101,80.292
1_6,trade,4,519,15:43:19.1439420,15:43:19.1442350,0.293,80.7241,80.4311
1_7,trade,1,356,15:43:19.1439171,15:43:19.1442380,0.3209,80.7271,80.4062
1_5,trade,14,1000,15:43:19.1439650,15:43:19.1442780,0.313,80.7671,80.4541
1_0,trade,509,28682,15:43:19.1438509,15:43:19.1442880,0.4371,80.7771,80.34
1_1,trade,148,8620,15:43:19.1439940,15:43:19.1443030,0.309,80.7921,80.4831
1_2,trade,128,7448,15:43:19.1440570,15:43:19.1443200,0.263,80.8091,80.5461
1_3,trade,51,2954,15:43:19.1440290,15:43:19.1443370,0.308,80.8261,80.5181
1_4,nbbo,111,5739,15:43:19.3979060,15:43:19.3982600,0.354,84.5451,84.1911
1_5,nbbo,24,1463,15:43:19.3980029,15:43:19.3982600,0.2571,84.5451,84.288
1_6,nbbo,2,361,15:43:19.3979899,15:43:19.3982740,0.2841,84.5591,84.275
1_2,nbbo,316,15693,15:43:19.3980739,15:43:19.3983070,0.2331,84.5921,84.359
1_3,nbbo,227,11489,15:43:19.3980500,15:43:19.3983470,0.297,84.6321,84.3351
1_1,nbbo,326,16297,15:43:19.3980239,15:43:19.3983690,0.3451,84.6541,84.309
1_0,nbbo,1784,87175,15:43:19.3979399,15:43:19.3985420,0.6021,84.8271,84.225
1_7,trade,2,394,15:43:19.3986470,15:43:19.3988160,0.169,84.506,84.337
1_5,trade,34,2318,15:43:19.3986669,15:43:19.3988250,0.1581,84.515,84.3569
1_4,trade,39,2502,15:43:19.3986051,15:43:19.3988280,0.2229,84.518,84.2951
1_0,trade,349,19095,15:43:19.3986250,15:43:19.3988340,0.209,84.524,84.315
1_6,trade,9,753,15:43:19.3986569,15:43:19.3988330,0.1761,84.523,84.3469
1_2,trade,115,6496,15:43:19.3987110,15:43:19.3988660,0.155,84.556,84.401
1_3,trade,152,9253,15:43:19.3986959,15:43:19.3988710,0.1751,84.561,84.3859
1_1,trade,189,10908,15:43:19.3986790,15:43:19.3988820,0.203,84.572,84.369
1_6,nbbo,8,665,15:43:19.6477109,15:43:19.6481480,0.4371,77.9471,77.51
1_3,nbbo,126,6417,15:43:19.6478179,15:43:19.6481860,0.3681,77.9851,77.617
1_1,nbbo,224,11349,15:43:19.6477750,15:43:19.6481920,0.417,77.9911,77.5741
1_2,nbbo,256,12659,15:43:19.6478540,15:43:19.6481970,0.343,77.9961,77.6531
1_5,nbbo,24,1457,15:43:19.6477360,15:43:19.6482040,0.468,78.0031,77.5351
1_4,nbbo,122,6301,15:43:19.6475640,15:43:19.6481970,0.633,77.9961,77.3631
1_7,trade,1,341,15:43:19.6489749,15:43:19.6506470,1.6721,79.7301,78.058
1_6,trade,6,610,15:43:19.6489969,15:43:19.6506460,1.6491,79.7291,78.08
1_4,trade,90,5345,15:43:19.6488679,15:43:19.6506920,1.8241,79.7751,77.951
1_1,trade,79,4590,15:43:19.6490489,15:43:19.6507030,1.6541,79.7861,78.132
1_3,trade,125,7233,15:43:19.6490789,15:43:19.6507010,1.6221,79.7841,78.162
1_5,trade,14,1067,15:43:19.6490209,15:43:19.6507070,1.6861,79.7901,78.104
1_2,trade,148,8388,15:43:19.6491129,15:43:19.6507220,1.6091,79.8051,78.196
1_0,nbbo,1097,53463,15:43:19.6476290,15:43:19.6507260,3.097,80.5251,77.4281
1_0,trade,442,23964,15:43:19.6489169,15:43:19.6508860,1.9691,79.9691,78
1_5,nbbo,22,1361,15:43:19.8959000,15:43:19.8972630,1.363,79.5912,78.2282
1_6,nbbo,2,369,15:43:19.8958730,15:43:19.8972710,1.398,79.5992,78.2012
1_1,nbbo,234,11761,15:43:19.8959370,15:43:19.8973210,1.384,79.6492,78.2652
1_2,nbbo,211,10541,15:43:19.8960849,15:43:19.8973210,1.2361,79.6492,78.4131
1_3,nbbo,285,14293,15:43:19.8959910,15:43:19.8973270,1.336,79.6552,78.3192
1_0,nbbo,1368,66747,15:43:19.8957860,15:43:19.8973280,1.542,79.6562,78.1142
1_4,nbbo,194,9889,15:43:19.8957149,15:43:19.8973320,1.6171,79.6602,78.0431
1_7,trade,1,339,15:43:19.8983459,15:43:19.8992400,0.8941,81.0711,80.177
1_3,trade,224,12988,15:43:19.8984520,15:43:19.8992690,0.817,81.1001,80.2831
1_2,trade,140,7847,15:43:19.8984880,15:43:19.8992740,0.786,81.1051,80.3191
1_1,trade,99,5968,15:43:19.8984210,15:43:19.8992800,0.859,81.1111,80.2521
1_5,trade,21,1373,15:43:19.8983970,15:43:19.8992840,0.887,81.1151,80.2281
1_6,trade,4,502,15:43:19.8983750,15:43:19.8992880,0.913,81.1191,80.2061
1_0,trade,382,21823,15:43:19.8983010,15:43:19.8992920,0.991,81.1231,80.1321
1_4,trade,191,11628,15:43:19.8982539,15:43:19.8992970,1.0431,81.1281,80.085
1_4,nbbo,211,10711,15:43:20.1441340,15:43:20.1449140,0.78,70.0411,69.2611
1_7,nbbo,3,415,15:43:20.1443310,15:43:20.1448860,0.555,70.0131,69.4581
1_5,nbbo,21,1329,15:43:20.1443811,15:43:20.1448870,0.5059,70.0141,69.5082
1_6,nbbo,2,373,15:43:20.1443559,15:43:20.1449200,0.5641,70.0471,69.483
1_3,nbbo,201,10145,15:43:20.1444790,15:43:20.1449440,0.465,70.0711,69.6061
1_1,nbbo,708,35345,15:43:20.1444189,15:43:20.1449990,0.5801,70.1261,69.546
1_2,nbbo,493,24025,15:43:20.1445219,15:43:20.1450120,0.4901,70.1391,69.649
1_0,nbbo,2257,109445,15:43:20.1442109,15:43:20.1452660,1.0551,70.3931,69.338
1_4,trade,141,8460,15:43:20.1459790,15:43:20.1464120,0.433,70.1401,69.7071
1_7,trade,3,447,15:43:20.1461020,15:43:20.1464330,0.331,70.1611,69.8301
1_5,trade,25,1632,15:43:20.1461419,15:43:20.1464390,0.2971,70.1671,69.87
1_6,trade,3,476,15:43:20.1461209,15:43:20.1464330,0.3121,70.1611,69.849
1_3,trade,75,4482,15:43:20.1462130,15:43:20.1464670,0.254,70.1951,69.9411
1_1,trade,364,20461,15:43:20.1461680,15:43:20.1465160,0.348,70.2441,69.8961
1_0,trade,703,38692,15:43:20.1460379,15:43:20.1465730,0.5351,70.3011,69.766
1_2,trade,398,21317,15:43:20.1462420,15:43:20.1465830,0.341,70.3111,69.9701
1_1,nbbo,324,16313,15:43:20.3971650,15:43:20.3980370,0.872,77.967,77.095
